control_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,angular_vel_x,angular_vel_y,angular_vel_z,local_sp_x,local_sp_y,local_sp_z,local_sp_yaw,local_sp_vx,local_sp_vy,local_sp_vz,local_sp_ax,local_sp_ay,local_sp_az,local_sp_yawspeed,att_sp_qw,att_sp_qx,att_sp_qy,att_sp_qz,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,target_x,target_y,target_z,target_yaw,phase,event,hover_thrust,hover_thrust_valid,takeoff_state,takeoff_tilt_limit,landed,ground_contact,maybe_landed
11.3752,0.244172,0.025157,-0.743849,0.0138438,0.00192003,-0.0746955,-0.00473235,0.0214378,-0.00994483,0.00281911,-0.00307991,-0.000992949,0.0999705,-0.00398246,-1,-0.00287654,-0.0432606,-0.00874183,-0.256151,-0.217961,-0.0476894,-0.491963,0,0.999934,-0.00244681,0.0111079,-0.00141083,-0.0013675,0.00300022,0.0197991,0,0,-0.630411,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.515039,0,0,0
11.4952,0.243951,0.0250962,-0.745404,0.0136049,0.00186074,-0.0744149,-0.00471184,0.0214276,-0.00995399,0.00281837,-0.00214456,-0.000993011,0.0999705,-0.00398246,-1,-0.00287654,-0.0432606,-0.00874183,-0.256151,-0.217961,-0.0476894,-0.491963,0,0.999934,-0.00244681,0.0111079,-0.00141083,-0.000865259,0.00195356,0.0198331,0,0,-0.630126,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.519839,0,0,0
11.5029,0.243735,0.0250365,-0.746928,0.013378,0.00174708,-0.0741131,-0.00469237,0.0214259,-0.00996318,0.00268521,-0.00107929,-0.000993012,0.0999705,-0.00398246,-1,-0.00287654,-0.0431294,-0.0087057,-0.253072,-0.215279,-0.0452501,-0.487761,0,0.999936,-0.00232204,0.0109701,-0.00141254,-0.000479139,0.00155932,0.0198572,0,0,-0.630001,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.523039,0,0,0
11.5148,0.243323,0.024919,-0.749889,0.0130879,0.00147336,-0.0734322,-0.00467145,0.0214422,-0.0099816,0.00122047,0.000518603,-0.000993012,0.0999705,-0.00398246,-1,-0.00287654,-0.0431294,-0.0087057,-0.253072,-0.215279,-0.0452501,-0.487761,0,0.999936,-0.00232204,0.0109701,-0.00141254,-9.27137e-05,0.00132759,0.0198949,0,0,-0.629888,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.523039,0,0,0
11.5227,0.243127,0.0248613,-0.751325,0.0130295,0.00138426,-0.0730356,-0.00466786,0.0214571,-0.00999082,0.000687837,0.00105123,-0.000993013,0.0999705,-0.00398246,-1,-0.00287654,-0.0431294,-0.0087057,-0.253072,-0.215279,-0.0452501,-0.487761,0,0.999936,-0.00232204,0.0109701,-0.00141254,0.000217729,0.00122955,0.0199202,0,0,-0.629791,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.523039,0,0,0
11.5348,0.242938,0.0248047,-0.752734,0.0130057,0.00133488,-0.0726209,-0.00466423,0.0214718,-0.01,0.000687837,0.00105123,-0.000993013,0.0999705,-0.00398246,-1,-0.00287654,-0.0429469,-0.00865314,-0.248675,-0.214838,-0.0424887,-0.483017,0,0.999937,-0.00218169,0.01095,-0.00141413,0.00042135,0.00141865,0.0199595,0,0,-0.629639,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.527839,0,0,0
11.5428,0.242755,0.0247493,-0.754114,0.0129588,0.0013114,-0.0721875,-0.00466057,0.0214864,-0.0100092,0.000687837,0.00105123,-0.000993013,0.0999705,-0.00398246,-1,-0.00287654,-0.0428354,-0.00861954,-0.245886,-0.215533,-0.042381,-0.48086,0,0.999936,-0.00217592,0.0109838,-0.00141411,0.000393296,0.00144282,0.0199852,0,0,-0.629578,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53104,0,0,0
11.5549,0.242409,0.0246431,-0.756792,0.0126727,0.00131476,-0.0712062,-0.00465314,0.0215013,-0.0100274,0.000687837,-0.000147188,-0.000993013,0.0999705,-0.00398246,-1,-0.00287654,-0.0428354,-0.00861954,-0.245886,-0.215533,-0.042381,-0.48086,0,0.999936,-0.00217592,0.0109838,-0.00141411,0.000289359,0.0013516,0.0200231,0,0,-0.629533,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53104,0,0,0
11.5629,0.242182,0.0245797,-0.758339,0.0123336,0.00128274,-0.0708547,-0.00464938,0.0214995,-0.0100364,0.000687837,-0.000946136,-0.000993013,0.0999705,-0.00398246,-1,-0.00287654,-0.0426633,-0.00856865,-0.241661,-0.212721,-0.0426345,-0.477587,0,0.999938,-0.00218867,0.0108406,-0.00141429,0.000238122,0.00108883,0.0200473,0,0,-0.629501,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53104,0,0,0
11.5749,0.241959,0.0245177,-0.759855,0.0118964,0.00123465,-0.0704802,-0.00464596,0.0214979,-0.0100458,0.000687195,-0.00107615,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0426633,-0.00856865,-0.241661,-0.212721,-0.0426345,-0.477587,0,0.999938,-0.00218867,0.0108406,-0.00141429,0.000342078,-0.000260124,0.0200814,0,0,-0.629259,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53584,0,0,0
11.5828,0.24174,0.0244569,-0.761341,0.0113899,0.00115089,-0.0700641,-0.00464251,0.0214962,-0.0100551,0.000687195,-0.00107615,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0425307,-0.00853181,-0.238659,-0.20807,-0.0419726,-0.474189,0,0.99994,-0.00215448,0.0106029,-0.00141519,0.000489462,-0.00107977,0.0201044,0,0,-0.62916,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53904,0,0,0
11.6962,0.241311,0.0243376,-0.764222,0.0103502,0.000912613,-0.0691274,-0.00463553,0.0214967,-0.0100736,0.000687195,-0.000543522,-0.000993072,0.0999705,-0.00398246,-1,-0.00287654,-0.0425307,-0.00853181,-0.238659,-0.20807,-0.0419726,-0.474189,0,0.99994,-0.00215448,0.0106029,-0.00141519,0.000659906,-0.00182946,0.0201406,0,0,-0.629077,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53904,0,0,0
11.7042,0.241101,0.0242787,-0.765619,0.00985952,0.000776802,-0.0685996,-0.00463199,0.0215032,-0.0100829,0.000687195,-1.08896e-05,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0423393,-0.00847834,-0.234381,-0.202532,-0.0401855,-0.470982,0,0.999944,-0.00206329,0.0103222,-0.00141675,0.000871095,-0.00246438,0.0201643,0,0,-0.629007,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.53904,0,0,0
11.7162,0.240895,0.0242202,-0.766986,0.00941313,0.000642266,-0.0680493,-0.00462843,0.0215096,-0.0100922,0.000687195,-1.08896e-05,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0423393,-0.00847834,-0.234381,-0.202532,-0.0401855,-0.470982,0,0.999944,-0.00206329,0.0103222,-0.00141675,0.00122793,-0.0033236,0.0202002,0,0,-0.628916,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.54384,0,0,0
11.7243,0.240692,0.0241622,-0.768325,0.00901109,0.00052812,-0.0674773,-0.00462485,0.0215158,-0.0101015,0.000687195,-1.08896e-05,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0422165,-0.0084434,-0.231675,-0.200877,-0.0393717,-0.469939,0,0.999945,-0.00202165,0.0102377,-0.00141735,0.00132084,-0.00355918,0.0202252,0,0,-0.628889,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.54704,0,0,0
11.7363,0.240296,0.0240479,-0.770918,0.00820711,0.000304921,-0.0662192,-0.00461759,0.0215109,-0.0101198,0.000687194,-0.00160879,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0422165,-0.0084434,-0.231675,-0.200877,-0.0393717,-0.469939,0,0.999945,-0.00202165,0.0102377,-0.00141735,0.00136172,-0.00370743,0.0202632,0,0,-0.62888,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.54704,0,0,0
11.7442,0.240103,0.0239914,-0.772173,0.00772402,0.000177334,-0.065561,-0.00461389,0.0214944,-0.0101289,0.000687194,-0.00280721,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0420398,-0.00839215,-0.227827,-0.198329,-0.038483,-0.47006,0,0.999946,-0.0019761,0.0101075,-0.00141808,0.00147532,-0.0039366,0.0202879,0,0,-0.628881,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.54704,0,0,0
11.7562,0.239912,0.0239352,-0.7734,0.00713886,5.23859e-05,-0.0648653,-0.00461015,0.021466,-0.0101379,0.000687194,-0.00427195,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0420398,-0.00839215,-0.227827,-0.198329,-0.038483,-0.47006,0,0.999946,-0.0019761,0.0101075,-0.00141808,0.00168487,-0.00481247,0.0203226,0,0,-0.628919,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55184,0,0,0
11.7643,0.239721,0.0238794,-0.774601,0.00646653,-7.00941e-05,-0.064133,-0.00460636,0.02143,-0.0101468,0.000687194,-0.00520405,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0419253,-0.00835855,-0.225399,-0.194147,-0.0378996,-0.471245,0,0.999948,-0.00194635,0.00989581,-0.0014188,0.00176613,-0.00545793,0.0203452,0,0,-0.62896,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55504,0,0,0
11.7762,0.239342,0.0237683,-0.776921,0.00498394,-0.000365692,-0.0626198,-0.00458585,0.0213467,-0.0101645,0.00175246,-0.00586984,-0.000993071,0.0999705,-0.00398246,-1,-0.00287654,-0.0419253,-0.00835855,-0.225399,-0.194147,-0.0378996,-0.471245,0,0.999948,-0.00194635,0.00989581,-0.0014188,0.00184551,-0.00610174,0.0203802,0,0,-0.629011,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55504,0,0,0
11.7842,0.239152,0.0237128,-0.778041,0.00429794,-0.000520512,-0.0618426,-0.0045734,0.0213091,-0.0101733,0.00175246,-0.00533721,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.0417543,-0.00830859,-0.221959,-0.187618,-0.0366099,-0.474367,0,0.999951,-0.00187977,0.00956121,-0.0014201,0.00197039,-0.00675526,0.0204028,0,0,-0.629072,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55504,0,0,0
11.892,0.238962,0.0236574,-0.779135,0.00372014,-0.000674376,-0.0610538,-0.0045609,0.0212755,-0.0101821,0.00175246,-0.00480458,-0.000993072,0.0999705,-0.00398246,-1,-0.00287654,-0.0417543,-0.00830859,-0.221959,-0.187618,-0.0366099,-0.474367,0,0.999951,-0.00187977,0.00956121,-0.0014201,0.00219078,-0.0074325,0.0204378,0,0,-0.629224,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55984,0,0,0
11.9237,0.238774,0.023602,-0.780203,0.00327884,-0.000808504,-0.0602593,-0.00454942,0.0212461,-0.0101909,0.0016193,-0.00427195,-0.000993075,0.0999705,-0.00398246,-1,-0.00287654,-0.0416412,-0.00827533,-0.219797,-0.186954,-0.0359941,-0.477169,0,0.999952,-0.0018488,0.00952979,-0.00142046,0.00223658,-0.00727891,0.020463,0,0,-0.629313,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.55984,0,0,0
11.9238,0.238343,0.023488,-0.782583,0.00265515,-0.000964748,-0.0589276,-0.00454019,0.0211857,-0.0102084,0.000687194,-0.00440511,-0.000993073,0.0999705,-0.00398246,-1,-0.00287654,-0.041439,-0.00822375,-0.216112,-0.188978,-0.0365994,-0.477706,0,0.999951,-0.00187917,0.00962965,-0.00141998,0.00219998,-0.00687384,0.0205011,0,0,-0.629405,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.56304,0,0,0
11.9239,0.2381,0.02343,-0.783888,0.00238417,-0.0010049,-0.0583495,-0.00453623,0.0211456,-0.0102171,0.000686967,-0.00573343,-0.000993099,0.0999705,-0.00398246,-1,-0.00287654,-0.041439,-0.00822375,-0.216112,-0.188978,-0.0365994,-0.477706,0,0.999951,-0.00187917,0.00962965,-0.00141998,0.00210561,-0.006542,0.0205265,0,0,-0.629371,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.56784,0,0,0
11.9317,0.237863,0.023373,-0.785164,0.00208951,-0.00102899,-0.0577477,-0.00453115,0.0210946,-0.0102257,0.000820125,-0.00706501,-0.000993096,0.0999705,-0.00398246,-1,-0.00287654,-0.041439,-0.00822375,-0.216112,-0.188978,-0.0365994,-0.477706,0,0.999951,-0.00187917,0.00962965,-0.00141998,0.0018438,-0.00599227,0.0205643,0,0,-0.629339,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.56784,0,0,0
11.9398,0.237629,0.023317,-0.786411,0.00172762,-0.00106036,-0.0571696,-0.00451963,0.0210318,-0.0102342,0.00161907,-0.00852975,-0.000993095,0.0999705,-0.00398246,-1,-0.00287654,-0.0412974,-0.00818983,-0.213589,-0.188739,-0.0371531,-0.477373,0,0.999951,-0.00190776,0.00961938,-0.00141972,0.00173304,-0.0059176,0.0205883,0,0,-0.629328,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57104,0,0,0
11.9519,0.237169,0.0232071,-0.788819,0.000771987,-0.00122441,-0.055966,-0.0044858,0.0208895,-0.0102511,0.00268434,-0.00959501,-0.000993094,0.0999705,-0.00398246,-1,-0.00287654,-0.0412974,-0.00818983,-0.213589,-0.188739,-0.0371531,-0.477373,0,0.999951,-0.00190776,0.00961938,-0.00141972,0.00165678,-0.00592946,0.0206237,0,0,-0.629327,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57104,0,0,0
11.9598,0.236942,0.0231525,-0.789982,0.000254855,-0.00136205,-0.0553382,-0.00446454,0.0208176,-0.0102594,0.0028175,-0.00959501,-0.000993098,0.0999705,-0.00398246,-1,-0.00287654,-0.0410915,-0.00814049,-0.210018,-0.184774,-0.0361292,-0.477893,0,0.999953,-0.00185549,0.00941838,-0.00142061,0.00172651,-0.00618019,0.0206465,0,0,-0.629336,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57104,0,0,0
11.972,0.236718,0.0230979,-0.791117,-0.000194398,-0.00150263,-0.0546959,-0.00444431,0.0207509,-0.0102678,0.00268434,-0.00892922,-0.000993099,0.0999705,-0.00398246,-1,-0.00287654,-0.0410915,-0.00814049,-0.210018,-0.184774,-0.0361292,-0.477893,0,0.999953,-0.00185549,0.00941838,-0.00142061,0.00201719,-0.00661217,0.0206805,0,0,-0.629385,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57584,0,0,0
11.9799,0.236495,0.0230433,-0.792226,-0.000504712,-0.00162336,-0.0540414,-0.00443042,0.0206957,-0.0102762,0.00188539,-0.00746448,-0.000993101,0.0999705,-0.00398246,-1,-0.00287654,-0.0409575,-0.00810774,-0.207774,-0.184138,-0.0352614,-0.479045,0,0.999953,-0.00181087,0.00938429,-0.00142109,0.00208792,-0.00638953,0.0207049,0,0,-0.629424,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57904,0,0,0
12.0991,0.236064,0.0229354,-0.794365,-0.000639346,-0.00171152,-0.0527177,-0.00441317,0.0206093,-0.0102929,0.000820126,-0.00546711,-0.000993101,0.0999705,-0.00398246,-1,-0.00287654,-0.0409575,-0.00810774,-0.207774,-0.184138,-0.0352614,-0.479045,0,0.999953,-0.00181087,0.00938429,-0.00142109,0.00204727,-0.0057783,0.0207422,0,0,-0.629473,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57904,0,0,0
12.1071,0.235857,0.0228829,-0.795396,-0.000488665,-0.00167937,-0.0520487,-0.00440873,0.0205707,-0.0103013,0.000686968,-0.00533395,-0.000993098,0.0999705,-0.00398246,-1,-0.00287654,-0.040766,-0.00805961,-0.204604,-0.189959,-0.036358,-0.481695,0,0.99995,-0.00186726,0.00968135,-0.00141999,0.00187658,-0.00496643,0.0207683,0,0,-0.629529,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.57904,0,0,0
12.119,0.235657,0.0228318,-0.796402,-0.000277631,-0.00160843,-0.0513866,-0.00440426,0.0205276,-0.0103096,0.000686967,-0.00586659,-0.000993098,0.0999705,-0.00398246,-1,-0.00287654,-0.040766,-0.00805961,-0.204604,-0.189959,-0.036358,-0.481695,0,0.99995,-0.00186726,0.00968135,-0.00141999,0.00135099,-0.00302237,0.0208095,0,0,-0.629663,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.58384,0,0,0
12.1271,0.235464,0.0227824,-0.797383,-0.000106316,-0.00151682,-0.0507246,-0.00439974,0.0204748,-0.0103178,0.000686967,-0.00706501,-0.000993099,0.0999705,-0.00398246,-1,-0.00287654,-0.0406479,-0.00802946,-0.202617,-0.194293,-0.0379636,-0.48392,0,0.999948,-0.00194952,0.00990271,-0.00141876,0.00105997,-0.00222349,0.0208321,0,0,-0.629736,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.58704,0,0,0
12.1391,0.235095,0.0226883,-0.799273,-6.73441e-05,-0.0014032,-0.0493698,-0.00438181,0.020338,-0.0103213,0.00161907,-0.00946185,7.21702e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0406479,-0.00802946,-0.202617,-0.194293,-0.0379636,-0.48392,0,0.999948,-0.00194952,0.00990271,-0.00141876,0.000822952,-0.00159555,0.0208355,0,0,-0.629818,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.58704,0,0,0
12.1472,0.234843,0.0226396,-0.800469,-0.000271253,-0.00140757,-0.0488914,-0.00436848,0.0202657,-0.0103208,0.00175223,-0.00946185,7.21668e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0404618,-0.00798662,-0.199531,-0.193605,-0.0385717,-0.486185,0,0.999948,-0.00198024,0.00986645,-0.00141853,0.000713049,-0.00142005,0.0208349,0,0,-0.629903,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.58704,0,0,0
12.1591,0.234597,0.0225917,-0.801638,-0.000508381,-0.00145744,-0.0484149,-0.0043553,0.0202024,-0.0103212,0.00175205,-0.00852601,7.2068e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0404618,-0.00798662,-0.199531,-0.193605,-0.0385717,-0.486185,0,0.999948,-0.00198024,0.00986645,-0.00141853,0.000850286,-0.00203355,0.0208344,0,0,-0.62985,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.591841,0,0,0
12.1671,0.234354,0.0225442,-0.80278,-0.000703032,-0.00153002,-0.0479601,-0.00434209,0.0201475,-0.0103216,0.00175205,-0.00746074,7.2068e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0403152,-0.00795801,-0.19722,-0.191361,-0.0376074,-0.485478,0,0.99995,-0.00193085,0.00975174,-0.00141924,0.000987535,-0.00216503,0.0208351,0,0,-0.629827,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.595041,0,0,0
12.1791,0.233886,0.0224501,-0.804983,-0.000718509,-0.00171206,-0.0470462,-0.00431557,0.02008,-0.0103224,0.00175205,-0.00373232,7.20692e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0403152,-0.00795801,-0.19722,-0.191361,-0.0376074,-0.485478,0,0.99995,-0.00193085,0.00975174,-0.00141924,0.00111387,-0.00199998,0.0208377,0,0,-0.629811,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.595041,0,0,0
12.1871,0.233662,0.0224034,-0.806046,-0.000493308,-0.00178385,-0.0465699,-0.00430653,0.0200663,-0.0103229,0.00121941,-0.00226758,7.20652e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0401073,-0.00791575,-0.193954,-0.194501,-0.0362625,-0.485106,0,0.999948,-0.0018628,0.00991338,-0.00141959,0.00124466,-0.00158016,0.0208405,0,0,-0.629805,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.595041,0,0,0
12.2959,0.233445,0.0223571,-0.807084,-0.000146944,-0.00181747,-0.0460857,-0.0043017,0.0200535,-0.0103234,0.000686782,-0.00213442,7.20667e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0401073,-0.00791575,-0.193954,-0.194501,-0.0362625,-0.485106,0,0.999948,-0.0018628,0.00991338,-0.00141959,0.00129489,1.58985e-05,0.0208478,0,0,-0.629821,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.599841,0,0,0
12.3038,0.233238,0.0223117,-0.808097,0.000248555,-0.00181224,-0.0455973,-0.00429685,0.0200405,-0.0103238,0.000686782,-0.00213442,7.2067e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0399802,-0.00788824,-0.191903,-0.199529,-0.036568,-0.485503,0,0.999946,-0.00187829,0.0101673,-0.00141895,0.00118008,0.000881515,0.0208519,0,0,-0.629839,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.603041,0,0,0
12.3158,0.232848,0.0222238,-0.810049,0.000915376,-0.00174451,-0.0445462,-0.00428704,0.0199972,-0.0103246,0.000686782,-0.00373232,7.20666e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0399802,-0.00788824,-0.191903,-0.199529,-0.036568,-0.485503,0,0.999946,-0.00187829,0.0101673,-0.00141895,0.00102405,0.0016777,0.0208561,0,0,-0.62987,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.603041,0,0,0
12.3238,0.232665,0.0221816,-0.810989,0.00106254,-0.00170955,-0.0439965,-0.00428209,0.0199657,-0.0103249,0.000686782,-0.00439811,7.20668e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0398082,-0.00784921,-0.189011,-0.202557,-0.0376482,-0.487338,0,0.999944,-0.00193378,0.0103227,-0.00141808,0.000864111,0.00214592,0.0208586,0,0,-0.629909,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.603041,0,0,0
12.3359,0.232487,0.0221404,-0.811905,0.00106366,-0.00167685,-0.0434304,-0.00427712,0.0199278,-0.0103251,0.000686782,-0.00519706,7.20668e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0398082,-0.00784921,-0.189011,-0.202557,-0.0376482,-0.487338,0,0.999944,-0.00193378,0.0103227,-0.00141808,0.00066787,0.00197722,0.0208592,0,0,-0.630011,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.607841,0,0,0
12.3437,0.232313,0.0221003,-0.812799,0.000942476,-0.00166104,-0.0428537,-0.00427211,0.0198897,-0.0103254,0.000686782,-0.00519706,7.20671e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0397028,-0.00782482,-0.187201,-0.199881,-0.037946,-0.489304,0,0.999945,-0.00194903,0.0101876,-0.00141819,0.000631239,0.00153629,0.0208584,0,0,-0.630073,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.611041,0,0,0
12.3559,0.231978,0.022022,-0.814517,0.000644668,-0.00172668,-0.0417238,-0.00426203,0.0198451,-0.0103259,0.000686782,-0.0025339,7.20675e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0397028,-0.00782482,-0.187201,-0.199881,-0.037946,-0.489304,0,0.999945,-0.00194903,0.0101876,-0.00141819,0.000682042,0.00105542,0.0208579,0,0,-0.630136,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.611041,0,0,0
12.3638,0.231743,0.0219868,-0.815642,0.000543724,-0.00179671,-0.0413576,-0.00425695,0.019844,-0.0103263,0.000686782,-0.000536526,7.20678e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0395316,-0.00779077,-0.184358,-0.196366,-0.0369455,-0.490831,0,0.999947,-0.0018975,0.0100071,-0.00141907,0.000783031,0.000681693,0.0208576,0,0,-0.630207,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.611041,0,0,0
12.3759,0.231513,0.0219517,-0.816739,0.000581177,-0.00187187,-0.0409965,-0.00425188,0.0198562,-0.0103272,0.000686948,0.000931913,7.20031e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0395316,-0.00779077,-0.184358,-0.196366,-0.0369455,-0.490831,0,0.999947,-0.0018975,0.0100071,-0.00141907,0.00105558,0.000507834,0.020861,0,0,-0.630121,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.615841,0,0,0
12.3838,0.231291,0.0219166,-0.817811,0.000751697,-0.0019476,-0.0406406,-0.00424678,0.0198736,-0.0103282,0.000686948,0.0015977,7.20033e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0393962,-0.00776972,-0.182189,-0.19801,-0.0361502,-0.489587,0,0.999946,-0.00185722,0.0100917,-0.00141931,0.00115766,0.000874128,0.0208648,0,0,-0.630087,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.619041,0,0,0
12.4933,0.230869,0.0218469,-0.819878,0.00120511,-0.00204495,-0.0398819,-0.00423652,0.0199071,-0.01033,0.000686948,0.00106507,7.20026e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0393962,-0.00776972,-0.182189,-0.19801,-0.0361502,-0.489587,0,0.999946,-0.00185722,0.0100917,-0.00141931,0.0011903,0.00129637,0.02087,0,0,-0.630062,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.619041,0,0,0
12.5012,0.23067,0.0218123,-0.820874,0.00136861,-0.00211325,-0.0394775,-0.00423137,0.0199126,-0.0103309,0.000686948,0.000132965,7.20028e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0392097,-0.00773844,-0.179126,-0.201351,-0.0356632,-0.48875,0,0.999945,-0.00183256,0.0102616,-0.00141924,0.00118564,0.00169597,0.0208738,0,0,-0.630047,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.619041,0,0,0
12.5133,0.230476,0.0217778,-0.821845,0.0014267,-0.00218442,-0.0390558,-0.00422619,0.0199126,-0.0103317,0.000686948,-0.000532826,7.20026e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0392097,-0.00773844,-0.179126,-0.201351,-0.0356632,-0.48875,0,0.999945,-0.00183256,0.0102616,-0.00141924,0.00132872,0.00184049,0.0208775,0,0,-0.630042,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.623841,0,0,0
12.521,0.230289,0.0217433,-0.822793,0.0013702,-0.00225358,-0.0386171,-0.00422099,0.0199071,-0.0103324,0.000686948,-0.00119862,7.20027e-05,0.0999705,-0.00398246,-1,-0.00287654,-0.0390954,-0.00771774,-0.177207,-0.200219,-0.0352099,-0.488977,0,0.999945,-0.00180923,0.0102032,-0.00141959,0.0013835,0.00155518,0.0208785,0,0,-0.630052,0.0999705,-0.00398246,-1,-0.00287654,Idle,,nan,nan,5,0.627041,0,0,0
