control_time_s,local_pos_timestamp,local_pos_timestamp_sample,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,local_pos_z_deriv,attitude_timestamp,attitude_timestamp_sample,roll,pitch,yaw,angular_velocity_timestamp,angular_velocity_timestamp_sample,angular_vel_x,angular_vel_y,angular_vel_z,local_sp_timestamp,local_sp_x,local_sp_y,local_sp_z,local_sp_yaw,local_sp_vx,local_sp_vy,local_sp_vz,local_sp_ax,local_sp_ay,local_sp_az,local_sp_yawspeed,att_sp_timestamp,att_sp_qw,att_sp_qx,att_sp_qy,att_sp_qz,rate_sp_timestamp,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,target_x,target_y,target_z,target_yaw,phase,event,hover_thrust_timestamp,hover_thrust,hover_thrust_valid,takeoff_status_timestamp,takeoff_state,takeoff_tilt_limit,land_detected_timestamp,landed,ground_contact,maybe_landed,thrust_sp_timestamp,thrust_sp_x,thrust_sp_y,thrust_sp_z,torque_sp_timestamp,torque_sp_x,torque_sp_y,torque_sp_z,actuator_timestamp,actuator_timestamp_sample,actuator_motor_0,actuator_motor_1,actuator_motor_2,actuator_motor_3,actuator_motor_4,actuator_motor_5,actuator_motor_6,actuator_motor_7,actuator_motor_8,actuator_motor_9,actuator_motor_10,actuator_motor_11,rate_ctrl_status_timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,livox_imu_time_s,livox_imu_stamp_sec,livox_imu_stamp_nanosec,livox_imu_orientation_x,livox_imu_orientation_y,livox_imu_orientation_z,livox_imu_orientation_w,livox_imu_angular_velocity_x,livox_imu_angular_velocity_y,livox_imu_angular_velocity_z,livox_imu_linear_acceleration_x,livox_imu_linear_acceleration_y,livox_imu_linear_acceleration_z
0.244782,1783396595002314,1783396595001889,0.0223413,0.00308786,0.0434728,0.00589086,0.00464733,-0.00975411,-0.00900368,1783396595006682,1783396595006378,-0.000734493,-0.03056,-0.00914056,1783396595006442,1783396595006378,0.00250126,0.0039943,-0.00186733,1783396595002353,nan,nan,nan,-0.00911831,nan,nan,nan,0,0,100,0,1783396595002357,0.99999,-0,0,-0.00455914,1783396595006699,0.00293776,0.122235,9.36926e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595006457,0,0,-0.001,1783396595006458,-0.0014405,0.016245,-0.000136762,1783396595006477,1783396595006378,0.00199021,0,0.00200489,4.89566e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595006454,0,0,0,1.7834e+09,1783396595,22794921,0,0,0,1,0.00441152,-0.0144137,-0.0156487,0.0238697,0.149775,9.39082
0.260026,1783396595020294,1783396595019847,0.0224394,0.00321147,0.0432081,0.00658291,0.00662127,-0.00931673,-0.0086576,1783396595024555,1783396595024338,-0.000731778,-0.0305986,-0.00893382,1783396595025943,1783396595025880,0.00137425,0.00265352,0.00985747,1783396595020333,nan,nan,nan,-0.00898788,nan,nan,nan,0,0,100,0,1783396595020337,0.99999,-0,0,-0.00449393,1783396595024571,0.00292503,0.12239,-0.00012002,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595025956,0,0,-0.001,1783396595025958,0.000219314,0.0174986,-0.000412832,1783396595025981,1783396595025880,0.00198938,0,0.00200531,5.3101e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595025954,0,0,0,1.7834e+09,1783396595,38769593,0,0,0,1,-0.000914807,-0.0282622,-0.0135182,-0.055139,-0.096828,9.70447
0.280223,1783396595038184,1783396595037807,0.0225613,0.00335825,0.0429504,0.00669,0.00725571,-0.00876341,-0.00818977,1783396595042548,1783396595042296,-0.000568189,-0.0305493,-0.00896137,1783396595045355,1783396595045290,0.00704526,0.00863221,-0.00763422,1783396595038223,nan,nan,nan,-0.00893099,nan,nan,nan,0,0,100,0,1783396595038228,0.99999,-0,0,-0.00446548,1783396595042565,0.00227291,0.122192,0.00010936,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595036388,0,0,-0.001,1783396595036389,-0.00103814,0.0207034,-0.000526568,1783396595036408,1783396595036310,0.00198727,0,0.00200636,6.36986e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595036385,0,0,0,1.7834e+09,1783396595,63065636,0,0,0,1,-0.000914807,0.0175442,0.019505,0.299203,0.223995,9.26393
0.295554,1783396595065299,1783396595064745,0.02278,0.00360466,0.0425476,0.0124801,0.0081678,-0.0101778,-0.00974001,1783396595056080,1783396595055812,-0.000769386,-0.0306909,-0.00918993,1783396595055882,1783396595055812,-0.0110133,-0.00934035,-0.0167489,1783396595065355,nan,nan,nan,-0.00934691,nan,nan,nan,0,0,100,0,1783396595065361,0.999989,-0,0,-0.00467344,1783396595056096,0.00308079,0.122758,0.00049454,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595055894,0,0,-0.001,1783396595055896,0.00446311,0.0214009,-4.44775e-06,1783396595055914,1783396595055812,0.00198895,2.15025e-06,0.00200445,4.44809e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595055891,0,0,0,1.7834e+09,1783396595,72920720,0,0,0,1,0.00654205,-0.0186748,0.00991766,-0.344837,-0.204567,10.3054
0.323116,1783396595083218,1783396595082704,0.0229808,0.00382145,0.0422596,0.0138266,0.0106054,-0.0104884,-0.0101547,1783396595082925,1783396595082704,-0.000790435,-0.0306435,-0.00951883,1783396595085807,1783396595085743,-0.00755139,-0.00464177,-0.00282747,1783396595083257,nan,nan,nan,-0.00951883,nan,nan,nan,0,0,100,0,1783396595083264,0.999989,-0,0,-0.0047594,1783396595082940,0.00316134,0.122569,8.18202e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595085819,0,0,-0.001,1783396595085821,0.00244664,0.0211913,0.000899886,1783396595085839,1783396595085743,0.00199347,6.52995e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan,1783396595085817,0,0,0,1.7834e+09,1783396595,102963034,0,0,0,1,0.00760731,0.0313926,-0.00499605,-0.0288027,0.176111,9.74517
0.36678,1783396595119088,1783396595118624,0.0234691,0.00432233,0.0417401,0.0171588,0.0142128,-0.00968789,-0.0095092,1783396595123414,1783396595123158,-0.000771105,-0.0309343,-0.0090071,1783396595126172,1783396595126105,0.00356926,-0.00931376,0.0119256,1783396595119131,nan,nan,nan,-0.00908696,nan,nan,nan,0,0,100,0,1783396595119136,0.99999,-0,0,-0.00454346,1783396595136834,0.00278756,0.123856,2.55993e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595136662,0,0,-0.001,1783396595136664,6.53476e-05,0.0176264,-0.000547169,1783396595136682,1783396595136581,0.0019893,0,0.00200535,5.35021e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595136660,0,0,0,1.7834e+09,1783396595,138719683,0,0,0,1,0.00547678,0.00795681,-0.00606131,-0.122177,0.338917,9.70447
0.376243,1783396595146034,1783396595145607,0.023931,0.00476518,0.0413484,0.0175324,0.0156098,-0.0103251,-0.0102441,1783396595145830,1783396595145607,-0.000755926,-0.0310083,-0.00896794,1783396595145669,1783396595145607,-0.00365774,-0.00396733,-0.000121351,1783396595146074,nan,nan,nan,-0.00896794,nan,nan,nan,0,0,100,0,1783396595146079,0.99999,-0,0,-0.00448396,1783396595145846,0.00302273,0.124028,1.38191e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595136662,0,0,-0.001,1783396595136664,6.53476e-05,0.0176264,-0.000547169,1783396595136682,1783396595136581,0.0019893,0,0.00200535,5.35021e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595136660,0,0,0,1.7834e+09,1783396595,158704350,0,0,0,1,0.00654205,0.0154137,0.0163092,0.129215,0.140198,9.66137
0.396,1783396595163907,1783396595163520,0.0242404,0.00506073,0.0410949,0.0182485,0.0167044,-0.010664,-0.0106435,1783396595154867,1783396595154543,-0.00064676,-0.0310201,-0.00903943,1783396595156104,1783396595156037,0.00534038,-0.00088581,-0.00758537,1783396595163949,nan,nan,nan,-0.00916419,nan,nan,nan,0,0,100,0,1783396595163954,0.99999,-0,0,-0.00458208,1783396595154881,0.00258813,0.124075,0.000228213,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595156118,0,0,-0.001,1783396595156120,-0.00128264,0.0177612,-0.000353211,1783396595156139,1783396595156037,0.00198921,0,0.00200539,5.39639e-06,nan,nan,nan,nan,nan,nan,nan,nan,1783396595156115,0,0,0,1.7834e+09,1783396595,178649594,0,0,0,1,-0.00304534,-0.00695689,0.0109829,0.0478117,0.0683719,9.75474
0.424639,1783396595181904,1783396595181478,0.0245676,0.00538358,0.0408402,0.0198044,0.0187718,-0.0101145,-0.0101505,1783396595186200,1783396595185968,-0.00080015,-0.0310786,-0.00940934,1783396595186036,1783396595185968,2.79758e-05,0.000342047,-0.00861501,1783396595181943,nan,nan,nan,-0.00938717,nan,nan,nan,0,0,100,0,1783396595181948,0.999989,-0,0,-0.00469357,1783396595186217,0.0032003,0.124309,9.68726e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595186049,0,0,-0.001,1783396595186051,-0.000703319,0.0182559,0.000592991,1783396595186070,1783396595185968,0.00199444,5.55947e-06,0.002,2.40032e-11,nan,nan,nan,nan,nan,nan,nan,nan,1783396595186046,0,0,0,1.7834e+09,1783396595,202949189,0,0,0,1,-0.0115675,-0.0144137,-0.0092571,0.00711027,-0.0178194,9.70925
0.449072,1783396595199816,1783396595199437,0.0249304,0.00572994,0.040596,0.0215234,0.0203207,-0.0098881,-0.00997567,1783396595195182,1783396595194948,-0.000857098,-0.0310367,-0.00939131,1783396595205534,1783396595205470,-0.00266554,-0.000394803,0.00757078,1783396595199855,nan,nan,nan,-0.00934627,nan,nan,nan,0,0,100,0,1783396595199859,0.999989,-0,0,-0.00467312,1783396595204206,0.00349993,0.124237,-3.52544e-05,0,0,-0.001,0.0215138,0.00165698,-1,-0.00920582,Idle,,nan,nan,nan,1783396594813751,2,0.20944,1783396594822762,1,1,1,1783396595205548,0,0,-0.001,1783396595205550,0.000381066,0.0197114,0.000409298,1783396595205569,1783396595205470,0.00199396,6.03898e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan,1783396595205545,0,0,0,1.7834e+09,1783396595,228685119,0,0,0,1,0.00228099,0.00156523,-0.0124529,-0.160484,-0.317095,9.91994
