t,cur_e0, cur_e1, cur_e2, cur_e3,cur_wx, cur_wy, cur_wz,cur_x, cur_y, cur_z,cur_vx, cur_vy, cur_vz,t_pred,input_1, input_2, input_3, input_4,pred_e0, pred_e1, pred_e2, pred_e3,pred_wx, pred_wy, pred_wz,pred_x, pred_y, pred_z,pred_vx, pred_vy, pred_vz
0.2,0.721674,-0.0108287,-0.0110351,0.69206,0.00334578,-0.00117973,0.000993756,0.000501712,0.0268925,0.00710144,0.00554176,-0.00190327,0.0162233,0.22,0.0125614,0.0302997,0.0125614,-0.934886,0.721671,-0.0108126,-0.0110277,0.692064,-0.192563,-0.0169581,5.14906,0.00055713,0.0268735,0.00726368,0.00554341,-0.00190328,0.114236
0.22,0.999879,-0.0154331,-0.00047166,-0.00179736,-0.000915283,-0.00171235,-0.000604152,0.0528624,-0.00700978,-0.0176156,0.00715806,-0.00304665,0.0165582,0.24,0,0.00294238,-0.0128083,-0.8996,0.999879,-0.0154377,-0.000480259,-0.00180025,0.0742204,0.0103042,-5.03387,0.052934,-0.00704025,-0.0174501,0.00715806,-0.00304665,0.114625
0.24,0.999879,-0.0154322,-0.000473909,-0.00179472,-0.000249495,-0.000380771,-0.00047098,0.0528686,-0.00703325,-0.0175511,0.00703076,-0.00384273,0.0166699,0.26,0,0.0293119,-0.00607347,-0.81872,0.999879,-0.0154335,-0.000475846,-0.00179704,0.302242,0.0550904,-4.57912,0.0529389,-0.00707168,-0.0173844,0.00703076,-0.00384273,0.114736
0.26,0.999879,-0.0154234,-0.000469478,-0.00178102,0.00188103,0.0016166,0.00112691,0.052889,-0.00716976,-0.0172649,0.00630733,-0.0054686,0.0171359,0.28,0,-0.0118187,-0.0137057,-0.78163,0.99988,-0.015414,-0.000461325,-0.00177551,-0.0203491,-0.0110162,-4.37153,0.0529521,-0.00722444,-0.0170936,0.00630733,-0.0054686,0.115202
0.28,0.99988,-0.01541,-0.00049357,-0.00175527,0.000815775,0.000684492,-0.000870452,0.0528892,-0.00735228,-0.0168705,0.00510942,-0.00441025,0.0171258,0.3,0,0.0325173,-0.0089292,-0.783805,0.99988,-0.0154059,-0.000490222,-0.00175968,0.333582,0.0281077,-4.38354,0.0529403,-0.00739638,-0.0166992,0.00510942,-0.00441025,0.115192
0.3,0.99988,-0.0153806,-0.000478321,-0.00173119,0.0013495,-0.000380461,-7.15054e-05,0.0528821,-0.00744932,-0.016564,0.00520821,-0.00331921,0.0174372,0.32,0.00286738,-0.00638143,0.00286738,-0.758271,0.99988,-0.0153739,-0.00048024,-0.00173152,0.0262266,0.118644,-4.23922,0.0529342,-0.00748252,-0.0163896,0.00520822,-0.00331958,0.115491
0.32,0.99988,-0.0153686,-0.000471646,-0.00172957,0.00268387,0.00175034,-0.000611404,0.0528874,-0.0074628,-0.0165121,0.00524868,-0.0032219,0.0174444,0.34,0,-0.00605442,-0.00508291,-0.676109,0.99988,-0.0153552,-0.000462966,-0.00173275,0.0396736,0.0451647,-3.77904,0.0529399,-0.00749502,-0.0163377,0.00524868,-0.0032219,0.115511
0.34,0.999881,-0.0153453,-0.00045959,-0.00172119,0.000287003,0.00268247,-0.00154351,0.0529159,-0.00752041,-0.0163366,0.00431127,-0.00321457,0.0175457,0.36,0.0104128,-0.0302855,0.0104128,-0.647108,0.999881,-0.0153438,-0.0004463,-0.00172911,-0.151267,0.165116,-3.61506,0.052959,-0.00755255,-0.0161611,0.00431131,-0.00321593,0.115568
0.36,0.999881,-0.0153618,-0.000448119,-0.00170333,-0.00024563,1.93011e-05,0.000986491,0.0529329,-0.00762033,-0.0160813,0.00356331,-0.00422681,0.0175728,0.38,0,0.000851042,-0.0433662,-0.623473,0.99988,-0.015363,-0.000447945,-0.0016984,0.101099,-0.267457,-3.48732,0.0529685,-0.0076626,-0.0159056,0.00356331,-0.00422681,0.115639
0.38,0.99988,-0.0153639,-0.000442401,-0.00170735,-0.00184353,-0.000380171,-0.000345089,0.0529339,-0.00767336,-0.0159652,0.00332421,-0.0044129,0.0175708,0.4,0,0.0068557,-0.0199387,-0.636523,0.99988,-0.0153731,-0.000444312,-0.00170905,0.147619,-0.0784327,-3.55846,0.0529671,-0.00771749,-0.0157895,0.00332421,-0.0044129,0.115637
0.4,0.99988,-0.0153636,-0.000433332,-0.00170563,-0.00011247,0.00228299,-0.000211933,0.0529326,-0.00770059,-0.0159045,0.00316089,-0.00445889,0.0175321,0.42,0,0.014358,-0.0150657,-0.622869,0.99988,-0.0153642,-0.000421934,-0.00170686,0.209018,-0.0410475,-3.48151,0.0529642,-0.00774518,-0.0157292,0.00316089,-0.00445889,0.115599
0.42,0.999881,-0.0153349,-0.000392317,-0.00171967,-0.00011248,0.00161715,-0.00154351,0.0529303,-0.00784484,-0.0156056,0.00301953,-0.0043649,0.0175414,0.44,0,-0.00832276,-0.0089453,-0.611944,0.999881,-0.0153354,-0.00038435,-0.00172751,0.0286437,0.00588627,-3.41961,0.0529605,-0.00788849,-0.0154302,0.00301953,-0.0043649,0.115608
0.44,0.999881,-0.0153348,-0.000362158,-0.0017009,0.000286997,-0.000646541,-0.000478247,0.0529212,-0.00797971,-0.0152945,0.0020743,-0.00484824,0.0177662,0.46,0,-0.0227482,-0.0105106,-0.505555,0.999881,-0.0153334,-0.000365429,-0.00170324,-0.0774838,-0.0198653,-2.82341,0.0529419,-0.00802819,-0.0151169,0.0020743,-0.00484824,0.115833
0.46,0.999881,-0.0153334,-0.000364054,-0.00169435,0.000286994,-0.000513384,0.00125281,0.0529139,-0.00800928,-0.0152349,0.001919,-0.00489204,0.0174436,0.48,0.0254262,0.0230751,0.0254262,-0.530468,0.999881,-0.015332,-0.000366527,-0.00168804,0.286589,0.271236,-2.96009,0.052933,-0.0080582,-0.0150605,0.00191908,-0.00489536,0.115402
0.48,0.999881,-0.0153006,-0.000329201,-0.00171821,0.00121807,0.00121636,-0.00153958,0.0528702,-0.00817112,-0.0149046,0.00135975,-0.00403965,0.0163689,0.5,0,0.0274001,-0.00648824,-0.552243,0.999882,-0.0152945,-0.000323248,-0.001726,0.319798,0.0182685,-3.08479,0.0528838,-0.00821151,-0.0147409,0.00135975,-0.00403965,0.114435
0.5,0.999881,-0.0152966,-0.000331297,-0.00172158,0.000418906,-0.000647789,0.000590941,0.0528487,-0.00830049,-0.0147232,0.00126604,-0.00404817,0.0162501,0.52,0,-0.0137154,-0.0480402,-0.46334,0.999882,-0.0152945,-0.000334494,-0.00171858,-0.00200482,-0.325419,-2.58996,0.0528614,-0.00834097,-0.0145607,0.00126604,-0.00404817,0.114317
0.52,0.999882,-0.0152926,-0.000331804,-0.00172789,0.000951534,-0.000115161,-0.00153959,0.0528442,-0.00832867,-0.0146791,0.0010648,-0.00428869,0.0164476,0.54,0,0.0312916,-0.0328993,-0.44382,0.999882,-0.0152879,-0.000332506,-0.00173557,0.359071,-0.206058,-2.47931,0.0528549,-0.00837155,-0.0145147,0.0010648,-0.00428869,0.114514
0.54,0.999882,-0.0152709,-0.000322039,-0.00173071,0.00254943,0.000151156,-0.00114012,0.0528303,-0.00839083,-0.0145834,0.000624429,-0.0046697,0.0166587,0.56,0,0.0230233,-0.0315244,-0.482869,0.999882,-0.0152581,-0.000321393,-0.00173642,0.290232,-0.190602,-2.698,0.0528366,-0.00843753,-0.0144168,0.000624429,-0.0046697,0.114725
0.56,0.999882,-0.0152465,-0.000301048,-0.00175485,0.000685218,0.00348011,-0.000474328,0.0527801,-0.00855533,-0.0142995,0.00033682,-0.00469433,0.0169766,0.58,0.00958592,0.0469522,0.00958592,-0.470005,0.999882,-0.0152431,-0.000283692,-0.00175749,0.481809,0.136788,-2.62232,0.0527835,-0.00860227,-0.0141297,0.000336842,-0.00469558,0.115002
0.58,0.999883,-0.0152208,-0.000267204,-0.0017672,0.00135055,0.000683384,-0.000607478,0.0527676,-0.00871424,-0.0140166,0.00073504,-0.00481571,0.0171623,0.6,0.0197091,0.032559,0.0197091,-0.463758,0.999883,-0.015214,-0.000263846,-0.00177029,0.366952,0.216477,-2.58635,0.0527749,-0.0087624,-0.013845,0.00073508,-0.00481826,0.115145
0.6,0.999883,-0.015217,-0.000268647,-0.00175895,0.00095108,-0.000381875,0.00218884,0.0527697,-0.00874331,-0.0139701,0.000637942,-0.00490981,0.0170382,0.62,0.0225832,0.0268517,0.0225832,-0.472787,0.999883,-0.0152122,-0.000270398,-0.00174798,0.32064,0.24047,-2.63674,0.0527761,-0.00879241,-0.0137998,0.000637988,-0.00491273,0.115009
0.62,0.999882,-0.0152524,-0.000271661,-0.00174425,-0.00890351,-0.000784755,0.00379549,0.052771,-0.00877054,-0.0139292,0.000559195,-0.00450258,0.0191556,0.64,0,-0.0232152,-0.0330221,-0.410583,0.999882,-0.015297,-0.000275217,-0.00172522,-0.0749799,-0.212391,-2.29288,0.0527766,-0.00881557,-0.0137376,0.000559195,-0.00450258,0.117222
0.64,0.999881,-0.0153477,-0.000267105,-0.00173396,0.00401359,-0.000386747,0.00139873,0.05276,-0.00880059,-0.0137496,4.10574e-05,-0.00236064,0.0161848,0.66,0,-0.0299382,-0.00554389,-0.492322,0.999881,-0.0153276,-0.000268966,-0.00172693,-0.133647,0.0175457,-2.74866,0.0527604,-0.0088242,-0.0135877,4.10574e-05,-0.00236064,0.114251
0.66,0.999881,-0.015318,-0.000250223,-0.00172727,-0.000913268,0.000545361,-0.000199162,0.0527398,-0.00892059,-0.0135227,-8.58662e-05,-0.00642268,0.0163772,0.68,0.000525578,0.00593437,0.000525578,-0.440691,0.999881,-0.0153225,-0.000247504,-0.00172831,0.15658,0.0600869,-2.45886,0.0527389,-0.00898482,-0.0133589,-8.58652e-05,-0.00642275,0.114441
0.68,0.999881,-0.0153172,-0.000260289,-0.00173263,0.000151615,-0.00251769,-0.00139758,0.0527408,-0.00900338,-0.0134604,-0.000206064,-0.00731989,0.0161282,0.7,0,-0.000887637,-0.00542131,-0.383588,0.999881,-0.0153165,-0.000272984,-0.00173943,0.105338,0.00554937,-2.13934,0.0527388,-0.00907657,-0.0132991,-0.000206064,-0.00731989,0.114195
0.7,0.999881,-0.0153122,-0.000270837,-0.0017285,0.00121688,1.23184e-05,0.000599795,0.0527406,-0.00909679,-0.0133903,-0.000279551,-0.0076592,0.0162736,0.72,0.0163333,0.0256654,0.0163333,-0.450896,0.999881,-0.0153061,-0.00027074,-0.0017255,0.31337,0.188172,-2.51472,0.0527378,-0.00917338,-0.0132275,-0.000279517,-0.00766133,0.114271
0.72,0.999881,-0.0153066,-0.000281056,-0.00173709,-0.000514178,-0.00185189,-0.000332316,0.0527403,-0.00919464,-0.0133107,-0.000253179,-0.00769221,0.016356,0.74,0.0210892,0.0206029,0.0210892,-0.394136,0.999881,-0.0153092,-0.000290336,-0.00173861,0.276107,0.219308,-2.19619,0.0527378,-0.00927156,-0.0131472,-0.000253134,-0.00769495,0.114333
0.74,0.999881,-0.0153116,-0.000295788,-0.00174914,-0.000647326,-0.00118611,0.000333478,0.0527297,-0.00942018,-0.0130764,-0.000680511,-0.00659424,0.0165063,0.76,0.0127323,-0.0225966,0.0127323,-0.369282,0.999881,-0.0153149,-0.000301687,-0.00174738,-0.068013,0.148963,-2.0575,0.0527229,-0.00948612,-0.0129114,-0.000680482,-0.0065959,0.114519
0.76,0.999882,-0.0152868,-0.000311778,-0.00176593,0.00121522,0.000943286,6.71559e-05,0.0527516,-0.00955984,-0.0129847,-0.000864678,-0.0063495,0.0164417,0.78,0,0.020309,-0.0141989,-0.383702,0.999882,-0.0152807,-0.000307068,-0.00176566,0.274589,-0.0640642,-2.1406,0.052743,-0.00962334,-0.0128203,-0.000864678,-0.0063495,0.114508
0.78,0.999882,-0.0152773,-0.000314316,-0.00175946,0.00228133,-0.000522965,0.00166441,0.0527616,-0.00959211,-0.0129755,-0.000836684,-0.00649605,0.016057,0.8,0,-0.0264098,-0.0082246,-0.429583,0.999882,-0.0152659,-0.000316823,-0.00175109,-0.101903,-0.0113881,-2.39715,0.0527532,-0.00965707,-0.012815,-0.000836684,-0.00649605,0.114123
0.8,0.999882,-0.0152726,-0.000312677,-0.00175943,0.00108291,0.000542303,6.65095e-05,0.0527713,-0.00962321,-0.0129761,-0.000776159,-0.00654363,0.0160172,0.82,0,0.00307919,-0.014415,-0.376896,0.999882,-0.0152672,-0.000309971,-0.00175913,0.137047,-0.0668967,-2.10248,0.0527636,-0.00968864,-0.0128159,-0.000776159,-0.00654363,0.114084
0.82,0.999882,-0.0152697,-0.000331437,-0.0017596,0.000950329,-0.000924331,0.000466012,0.0527965,-0.00972314,-0.0129654,-0.000831103,-0.00701458,0.0156862,0.84,0,0.00314882,-0.0218353,-0.3295,0.999882,-0.015265,-0.000336031,-0.00175719,0.139926,-0.131864,-1.83755,0.0527882,-0.00979329,-0.0128085,-0.000831103,-0.00701458,0.113753
0.84,0.999882,-0.0152598,-0.000360946,-0.00176841,0.00174928,-0.000791173,6.65427e-05,0.052841,-0.00993132,-0.0129001,-0.000790783,-0.0080813,0.0157627,0.86,0,-0.00266409,-0.0169929,-0.382584,0.999882,-0.0152511,-0.000364912,-0.00176802,0.090597,-0.086592,-2.13452,0.0528331,-0.0100121,-0.0127425,-0.000790783,-0.0080813,0.113829
0.86,0.999882,-0.0152475,-0.000339555,-0.00176326,-0.000381247,0.0021383,0.000466021,0.0528534,-0.0100234,-0.0128571,-0.00110928,-0.00806195,0.0156786,0.88,0.0118062,0.000415123,0.0118062,-0.373963,0.999882,-0.0152494,-0.000328825,-0.00176109,0.115259,0.14258,-2.08378,0.0528423,-0.010104,-0.0127003,-0.00110925,-0.00806348,0.113695
0.88,0.999882,-0.0152496,-0.000361835,-0.00176117,0.000151377,-0.00198959,0.0011318,0.052863,-0.010115,-0.0128076,-0.00101313,-0.00805843,0.0155193,0.9,0.0108406,-0.00917554,0.0108406,-0.3663,0.999882,-0.0152489,-0.000371697,-0.00175536,0.0388958,0.133966,-2.04092,0.0528529,-0.0101956,-0.0126524,-0.0010131,-0.00805984,0.11354
0.9,0.999882,-0.0152432,-0.000367922,-0.001746,0.00174928,0.000540407,0.00139812,0.0528724,-0.0102068,-0.0127516,-0.0011037,-0.00791066,0.0153987,0.92,0,-0.0299055,-0.00965655,-0.365275,0.999882,-0.0152345,-0.000365129,-0.00173904,-0.126701,-0.0303787,-2.03697,0.0528614,-0.0102859,-0.0125976,-0.0011037,-0.00791066,0.113465
0.92,0.999883,-0.0152172,-0.000367843,-0.00172061,0.000817175,-0.00012538,-0.000199777,0.0528903,-0.0103842,-0.0126204,-0.000976482,-0.00742101,0.015711,0.94,0.0141106,-0.00944815,0.0141106,-0.382536,0.999883,-0.0152132,-0.000368492,-0.0017216,0.0355634,0.162029,-2.13183,0.0528805,-0.0104584,-0.0124633,-0.000976441,-0.00742283,0.113718
0.94,0.999883,-0.0152041,-0.000359593,-0.00175007,0.000815641,0.00187058,-0.000998722,0.0529273,-0.0105365,-0.0125077,-0.000776512,-0.00714328,0.0162311,0.96,0,-0.0658069,-0.00945768,-0.363593,0.999883,-0.0152,-0.000350324,-0.0017552,-0.414288,-0.029676,-2.02745,0.0529196,-0.0106079,-0.0123454,-0.000776512,-0.00714328,0.114298
0.96,0.999883,-0.0152026,-0.000369884,-0.00175292,0.000283011,-0.00239049,-0.000732405,0.0529449,-0.0105708,-0.012489,-0.000641953,-0.00686768,0.0161065,0.98,0.04692,-0.0497903,0.04692,-0.344708,0.999883,-0.0152012,-0.000381894,-0.0017564,-0.28609,0.419312,-1.91685,0.0529384,-0.0106395,-0.0123279,-0.000641816,-0.00687376,0.113973
0.98,0.999883,-0.0152044,-0.000381191,-0.00175465,-0.000517117,-0.00265525,-0.000461397,0.0529628,-0.0106026,-0.0124688,-0.000538568,-0.00647734,0.0159954,1,0.0163807,-0.0145141,0.0163807,-0.273148,0.999883,-0.015207,-0.000394496,-0.00175676,-0.000182647,0.166984,-1.51857,0.0529574,-0.0106674,-0.0123088,-0.000538518,-0.00647946,0.113992
1,0.999883,-0.0152038,-0.000419099,-0.00173553,-0.00104865,-0.00225944,0.000470757,0.0530507,-0.0107175,-0.0123928,-0.000377565,-0.00583809,0.0157244,1.02,0.00633649,0.0249441,0.00633649,-0.330534,0.999883,-0.015209,-0.00043035,-0.001733,0.313084,0.0943983,-1.84112,0.0530469,-0.0107758,-0.0122355,-0.000377544,-0.00583891,0.113764
1.02,0.999883,-0.0152199,-0.000383926,-0.00170637,0.00174767,0.00160216,0.00326708,0.0531463,-0.0108051,-0.012311,-0.000105517,-0.00570219,0.0155553,1.04,0,-0.0145711,-0.0569311,-0.358174,0.999883,-0.0152112,-0.000375682,-0.00169015,-0.00342254,-0.409121,-2.00146,0.0531452,-0.0108621,-0.0121555,-0.000105517,-0.00570219,0.113622
1.04,0.999883,-0.0152192,-0.000379529,-0.00170306,1.54254e-05,0.00133394,0.000870243,0.053173,-0.0108143,-0.0123141,-0.000309335,-0.00552314,0.0155195,1.06,0.00502227,0.0209487,0.00502227,-0.247478,0.999883,-0.0152191,-0.000372794,-0.00169881,0.284687,0.0735312,-1.37609,0.0531699,-0.0108696,-0.0121589,-0.000309319,-0.00552379,0.113565
1.06,0.999883,-0.015215,-0.000379483,-0.00171333,0.00108069,0.000534995,-0.00112713,0.0532206,-0.0108302,-0.0123089,-0.000521829,-0.0050525,0.0158133,1.08,0.0467316,-0.0440358,0.0467316,-0.309738,0.999883,-0.0152096,-0.000376903,-0.001719,-0.238356,0.413787,-1.72115,0.0532154,-0.0108807,-0.0121508,-0.000521689,-0.00505855,0.113681
1.08,0.999883,-0.0152226,-0.000371079,-0.001704,-0.000117736,0.00199974,0.00113656,0.0532678,-0.0108409,-0.0122917,-0.000273131,-0.00477976,0.0156511,1.1,0.0120427,-0.00265347,0.0120427,-0.346918,0.999883,-0.0152232,-0.000360994,-0.00169847,0.0917889,0.141326,-1.93253,0.0532651,-0.0108887,-0.0121352,-0.000273096,-0.00478132,0.113666
1.1,0.999883,-0.0152065,-0.000387536,-0.00172131,0.00267858,-0.00186185,-0.0021924,0.0534001,-0.0108549,-0.0122228,0.000607989,-0.00425337,0.0153323,1.12,0.00148371,0.00898423,0.00148371,-0.332054,0.999883,-0.0151931,-0.000397034,-0.00173213,0.18556,0.0553113,-1.85008,0.0534062,-0.0108975,-0.0120695,0.000607994,-0.00425356,0.113392
1.12,0.999882,-0.0152387,-0.000372079,-0.0017374,-0.0115693,2.3445e-06,-0.000461364,0.0534924,-0.0108614,-0.0121435,0.000866137,-0.00369818,0.0182965,1.14,0,-0.0189392,-0.0100774,-0.317307,0.999881,-0.0152965,-0.000372001,-0.00173973,-0.0367201,-0.0393684,-1.76831,0.053501,-0.0108984,-0.0119605,0.000866137,-0.00369818,0.116363
1.14,0.99988,-0.0153797,-0.000371774,-0.00175214,-0.0354046,0.000268603,-0.00365713,0.0535338,-0.0108406,-0.012117,0.000715273,-0.00167541,0.0181273,1.16,0,0.0209865,-0.0080834,-0.247959,0.999877,-0.0155567,-0.000370402,-0.00177051,0.286411,-0.0309765,-1.37964,0.053541,-0.0108574,-0.0119358,0.000715273,-0.00167541,0.116194
1.16,0.99988,-0.0153626,-0.000373102,-0.00176332,0.00414085,1.0984e-06,-0.00272962,0.0535737,-0.010808,-0.012114,0.000682147,-0.000677098,0.0155439,1.18,0.0100267,-0.0344627,0.0100267,-0.346972,0.999881,-0.0153419,-0.000373343,-0.00177696,-0.161665,0.125158,-1.93262,0.0535805,-0.0108147,-0.0119585,0.000682177,-0.000678409,0.113568
1.18,0.999881,-0.0153273,-0.000373469,-0.00175921,0.00161106,-0.00106781,-0.000865394,0.0537437,-0.0106379,-0.0121748,0.000738531,-0.0012252,0.0149851,1.2,0,0.0281196,-0.0402836,-0.348664,0.999881,-0.0153192,-0.000378887,-0.00176345,0.339221,-0.276286,-1.94658,0.0537511,-0.0106501,-0.012025,0.000738531,-0.0012252,0.113052
1.2,0.999881,-0.0153216,-0.000404694,-0.00177323,0.00134476,0.000263761,-0.0027296,0.0539639,-0.010476,-0.0122786,0.000675454,-0.00303877,0.0149082,1.22,0.00208448,0.0230489,0.00208448,-0.334666,0.999881,-0.0153149,-0.000403596,-0.00178689,0.298726,0.0610718,-1.86443,0.0539707,-0.0105064,-0.0121295,0.00067546,-0.00303905,0.112966
1.22,0.999881,-0.01533,-0.000401292,-0.00177619,-0.00211736,0.00066325,-0.000732232,0.054046,-0.0104302,-0.0123036,0.000666583,-0.00367301,0.0150043,1.24,0,0.0224384,-0.0351033,-0.262314,0.999881,-0.0153406,-0.000398013,-0.00177991,0.297377,-0.245209,-1.46226,0.0540526,-0.010467,-0.0121536,0.000666583,-0.00367301,0.113071
1.24,0.999881,-0.0153496,-0.000385879,-0.00176763,1.31672e-05,0.0023943,0.000599343,0.0541229,-0.0103922,-0.0123146,0.000526559,-0.00335433,0.0150311,1.26,0.0116995,-0.0309908,0.0116995,-0.248626,0.999881,-0.0153495,-0.000373863,-0.00176481,-0.129959,0.126665,-1.38148,0.0541282,-0.0104258,-0.0121642,0.000526595,-0.00335586,0.113048
1.26,0.999881,-0.0153456,-0.000382267,-0.00177046,0.000812113,0.00119588,-0.000599078,0.0541601,-0.0103713,-0.0123155,0.00048521,-0.00314168,0.0151984,1.28,0.00207867,0.00883717,0.00207867,-0.241509,0.999881,-0.0153415,-0.000376342,-0.00177355,0.189046,0.0493688,-1.34251,0.0541649,-0.0104027,-0.0121635,0.000485216,-0.00314195,0.113256
1.28,0.999881,-0.015343,-0.000390648,-0.00177193,-0.000786936,0.00172648,0.000998824,0.0543288,-0.0102535,-0.0123537,0.000534724,-0.00218551,0.0148684,1.3,0.0540744,-0.0126918,0.0540744,-0.248825,0.999881,-0.0153469,-0.000381933,-0.00176707,0.015621,0.465928,-1.37898,0.0543341,-0.0102754,-0.012205,0.000534891,-0.00219257,0.112705
1.3,0.999881,-0.0153102,-0.000401848,-0.00175576,0.00200939,0.000927538,-0.00179749,0.0544631,-0.0101416,-0.0123988,0.000669561,-0.001529,0.0148907,1.32,0,-0.0111039,-0.0103816,-0.236112,0.999881,-0.0153001,-0.000397366,-0.00176481,0.0295704,-0.0511559,-1.31338,0.0544698,-0.0101569,-0.0122499,0.000669561,-0.001529,0.112957
1.32,0.999881,-0.0152948,-0.00038807,-0.00177066,0.00134359,0.000661217,-0.00259645,0.0545505,-0.0100648,-0.0124149,0.000601055,-0.00155222,0.0147933,1.34,0.0377192,0.000865453,0.0377192,-0.282799,0.999882,-0.015288,-0.000384975,-0.00178369,0.122783,0.339308,-1.57075,0.0545565,-0.0100803,-0.012267,0.000601171,-0.00155713,0.112699
1.34,0.999882,-0.0152892,-0.000391541,-0.0017798,0.00121043,-0.000537213,-0.00219697,0.0545908,-0.0100261,-0.0124205,0.000506131,-0.00140692,0.0145408,1.36,0.0175699,0.0174489,0.0175699,-0.233911,0.999882,-0.0152832,-0.000394405,-0.00179074,0.257474,0.172446,-1.29859,0.0545958,-0.0100402,-0.0122751,0.000506186,-0.00140921,0.112533
1.36,0.999882,-0.0152705,-0.000388486,-0.0017821,0.00174588,0.000659663,-0.000595346,0.0546698,-0.00994992,-0.012426,0.000604483,-0.00137968,0.0145315,1.38,0,0.0117379,-0.0442918,-0.213955,0.999882,-0.0152618,-0.000385249,-0.00178512,0.213063,-0.324955,-1.19208,0.0546758,-0.00996371,-0.0122806,0.000604483,-0.00137968,0.112598
