t,cur_e0, cur_e1, cur_e2, cur_e3,cur_wx, cur_wy, cur_wz,cur_x, cur_y, cur_z,cur_vx, cur_vy, cur_vz,t_pred,input_1, input_2, input_3, input_4,pred_e0, pred_e1, pred_e2, pred_e3,pred_wx, pred_wy, pred_wz,pred_x, pred_y, pred_z,pred_vx, pred_vy, pred_vz
0.2,0.999941,-0.0107572,-0.00090986,-0.00147355,0.000950769,-0.0020372,0.00179931,0.0527808,-0.00360636,0.00568876,0.000318243,0.00482593,0.198823,0.22,1,-0.00382562,0.0571211,-0.850856,0.999941,-0.0107525,-0.000919956,-0.00146444,0.00747581,0.533921,-4.75674,0.0527839,-0.0035581,0.00767698,0.000325851,0.00473438,0.292635
0.22,0.999941,-0.0107308,-0.000905421,-0.00150245,0.000417986,0.000226557,-0.0023286,0.0528357,-0.00363473,0.00767618,2.36637e-05,0.00380237,0.198584,0.24,1,-0.0218282,-0.0147745,-0.825622,0.999941,-0.0107287,-0.000904417,-0.0015141,-0.132034,-0.0434922,-4.61924,0.0528359,-0.0035967,0.00966201,3.12317e-05,0.00371104,0.292396
0.24,0.999941,-0.0107332,-0.000909779,-0.00150655,-0.000513765,-0.00123809,-6.47295e-05,0.0528435,-0.00364748,0.00823755,-3.72343e-05,0.0035843,0.198649,0.26,1,-0.0311538,0.000898429,-0.819316,0.999941,-0.0107358,-0.000915969,-0.00150681,-0.206032,0.0813295,-4.58285,0.0528431,-0.00361164,0.010224,-2.96296e-05,0.00349295,0.292461
0.26,0.999941,-0.0107472,-0.000893732,-0.00151953,-0.00211166,0.00235717,-0.000730523,0.0528504,-0.00369999,0.0101027,-0.000608508,0.00273545,0.198781,0.28,1,-0.0454386,0.030783,-0.783587,0.999941,-0.0107577,-0.00088197,-0.00152332,-0.316257,0.317492,-4.38048,0.0528443,-0.00367264,0.0120905,-0.000601041,0.00264398,0.292593
0.28,0.999941,-0.0107304,-0.000867495,-0.00151937,0.0021494,-3.96618e-05,-0.000197891,0.0528069,-0.00384881,0.0145515,-0.000595819,0.00170879,0.199167,0.3,1,-0.0299289,0.010461,-0.767458,0.999941,-0.0107196,-0.00086772,-0.00152035,-0.189904,0.153644,-4.29129,0.052801,-0.00383172,0.0165432,-0.000588575,0.00161746,0.29298
0.3,0.999941,-0.0107204,-0.000864531,-0.00152584,0.00135045,0.000359811,0.000334747,0.0527833,-0.00390265,0.0162333,-0.000560659,0.00165359,0.199784,0.32,1,0.0100204,-0.00583948,-0.710808,0.999941,-0.0107136,-0.000862725,-0.00152418,0.13563,0.0192344,-3.97468,0.0527777,-0.00388612,0.0182311,-0.000553441,0.00156235,0.293597
0.32,0.999941,-0.0107135,-0.000867589,-0.00152665,0.00174992,-0.000838612,0.000201587,0.0527717,-0.00392977,0.0171117,-0.000261017,0.00154057,0.199951,0.34,1,-0.0351857,0.00912823,-0.673156,0.999941,-0.0107048,-0.000871784,-0.00152559,-0.222948,0.135413,-3.76242,0.0527691,-0.00391437,0.0191112,-0.000253773,0.00144938,0.293764
0.34,0.999941,-0.010687,-0.000876247,-0.00151808,0.0030815,-0.000172817,0.00113369,0.052741,-0.00400885,0.0198831,5.42226e-05,0.00158305,0.200671,0.36,1,0.0263833,0.00371213,-0.679129,0.999942,-0.0106716,-0.000877074,-0.00151239,0.268962,0.0932205,-3.79657,0.0527415,-0.00399302,0.0218898,6.15415e-05,0.00149209,0.294483
0.36,0.999942,-0.0106543,-0.000835745,-0.00153323,0.000950923,0.0023572,-0.000597358,0.0527686,-0.00418969,0.0231926,-0.000373842,0.00116227,0.20145,0.38,1,-0.022587,-0.0467095,-0.617407,0.999942,-0.0106495,-0.000823998,-0.00153634,-0.117337,-0.316059,-3.45322,0.0527649,-0.00417806,0.0252071,-0.000366868,0.00107159,0.295262
0.38,0.999942,-0.0106606,-0.000826507,-0.00151432,-0.000646975,0.000492985,0.00246527,0.0528082,-0.00431117,0.0248149,-0.000179083,0.000545035,0.2015,0.4,1,-0.0387106,-0.0267704,-0.63659,0.999942,-0.0106638,-0.000823906,-0.00150203,-0.247903,-0.155239,-3.55959,0.0528064,-0.00430572,0.0268299,-0.000172187,0.000454302,0.295312
0.4,0.999942,-0.0106552,-0.00081962,-0.00151216,0.00135014,0.0016915,0.000867363,0.0528195,-0.00435209,0.0253762,-0.000272038,0.000499149,0.20138,0.42,1,0.019347,-0.0159553,-0.564367,0.999942,-0.0106484,-0.000811127,-0.00150791,0.221596,-0.073883,-3.15432,0.0528167,-0.0043471,0.02739,-0.0002652,0.000408461,0.295192
0.42,0.999942,-0.0106384,-0.000794527,-0.00151035,-0.000913663,0.000492935,0.000734071,0.0528744,-0.00452975,0.0285979,0.000461224,0.00111795,0.200393,0.44,1,-0.0154875,-0.0505999,-0.659679,0.999942,-0.010643,-0.000792016,-0.00150671,-0.0636713,-0.344054,-3.69059,0.052879,-0.00451857,0.0306019,0.000467849,0.00102741,0.294206
0.44,0.999942,-0.0106099,-0.000789119,-0.00153223,0.00308101,0.000892436,-0.000863824,0.053039,-0.00470982,0.0306577,0.000685508,0.0016542,0.199561,0.46,1,-0.0509607,-0.0308327,-0.485667,0.999942,-0.0105945,-0.000784727,-0.00153658,-0.336326,-0.200543,-2.7137,0.0530459,-0.00469327,0.0326534,0.000692086,0.0015639,0.293374
0.46,0.999942,-0.0106002,-0.000780992,-0.0015366,0.000417842,0.000492962,0.000600908,0.0531086,-0.00476845,0.0314507,0.000717649,0.00206471,0.199075,0.48,1,-0.0150816,0.00113525,-0.545662,0.999942,-0.0105981,-0.000778499,-0.00153362,-0.0530162,0.0604041,-3.04819,0.0531158,-0.0047478,0.0334415,0.000724156,0.00197449,0.292888
0.48,0.999942,-0.0106023,-0.000784875,-0.00153333,-0.000514328,-0.000971772,0.00113354,0.0531497,-0.00479527,0.031769,0.000821816,0.00210079,0.198852,0.5,1,-0.00208764,0.0195618,-0.545447,0.999942,-0.0106049,-0.000789669,-0.00152762,0.0507056,0.207985,-3.04596,0.0531579,-0.00477426,0.0337575,0.000828357,0.00201055,0.292664
0.5,0.999942,-0.0106091,-0.000786429,-0.00154275,-0.00104697,0.000626125,-0.00139646,0.0532265,-0.00484937,0.0325163,0.00072603,0.0016221,0.199088,0.52,1,-0.0143009,0.00388043,-0.499574,0.999942,-0.0106144,-0.000783365,-0.00154977,-0.0440789,0.0787148,-2.78968,0.0532337,-0.00483315,0.0345072,0.000732584,0.00153181,0.2929
0.52,0.999941,-0.0107516,-0.000778539,-0.00152156,0.00427936,0.00275666,0.000467739,0.053387,-0.00494273,0.0350433,0.000584813,0.0048978,0.199918,0.54,1,-0.00344872,-0.0264156,-0.510178,0.999941,-0.0107302,-0.000764764,-0.00151935,0.0434973,-0.162118,-2.85108,0.0533928,-0.00489376,0.0370424,0.000591299,0.00480629,0.29373
0.54,0.999941,-0.0107253,-0.000773439,-0.00150411,0.00068409,-0.000439139,0.0021988,0.0534781,-0.0049243,0.0376249,0.000399132,0.00393031,0.200693,0.56,1,-0.0171077,0.00326789,-0.532319,0.999941,-0.0107219,-0.000775522,-0.00149309,-0.0675663,0.0768468,-2.97341,0.0534821,-0.004885,0.0396318,0.000405576,0.00383903,0.294505
0.56,0.999941,-0.0107167,-0.000778414,-0.00149828,0.00214883,-0.00123808,0.00166618,0.0534971,-0.00492668,0.0382504,0.000383988,0.00330823,0.200549,0.58,1,-0.0126311,-0.0302347,-0.50395,0.999941,-0.010706,-0.000784531,-0.00148987,-0.0298207,-0.193434,-2.81647,0.053501,-0.0048936,0.0402559,0.000390476,0.00321702,0.294361
0.58,0.999941,-0.010714,-0.000770581,-0.00148881,0.000683188,0.00195718,0.00259757,0.053515,-0.00493312,0.0389017,0.000411309,0.00271357,0.200337,0.6,1,-0.0367782,-0.0243391,-0.430382,0.999941,-0.0107106,-0.000760662,-0.00147592,-0.219297,-0.152693,-2.40378,0.0535191,-0.00490599,0.040905,0.000417731,0.00262238,0.294149
0.6,0.999941,-0.010732,-0.000769922,-0.00150033,-0.00251274,0.000492427,-0.000731377,0.0536313,-0.00500862,0.0413425,3.49373e-05,0.000853699,0.199359,0.62,1,0.0114948,-0.00730549,-0.478112,0.999941,-0.0107445,-0.00076748,-0.00150402,0.164494,-0.0118447,-2.67038,0.0536317,-0.00500009,0.0433361,4.13524e-05,0.000762359,0.293171
0.62,0.999941,-0.010734,-0.000768379,-0.00149838,0.000949375,0.00142452,-6.55953e-05,0.0537158,-0.00506715,0.043596,0.00036799,0.00132885,0.198686,0.64,1,0.00205001,-0.0127301,-0.461908,0.999941,-0.0107293,-0.000761267,-0.00149878,0.0898667,-0.0566934,-2.57986,0.0537195,-0.00505386,0.0455829,0.000374392,0.00123749,0.292498
0.64,0.999941,-0.0107308,-0.000765326,-0.00150816,-0.000382203,0.000359257,-0.00113086,0.0537512,-0.00508152,0.0448886,0.000237091,0.00210628,0.198749,0.66,1,0.0325975,-0.0127552,-0.447106,0.999941,-0.0107327,-0.000763587,-0.00151383,0.33491,-0.0577874,-2.497,0.0537536,-0.00506046,0.0468761,0.000243466,0.00201495,0.292561
0.66,0.999941,-0.0107232,-0.000755319,-0.00151523,0.000683059,0.00102505,0.000467039,0.0537767,-0.00508134,0.046286,-3.14827e-05,0.00267979,0.198601,0.68,1,0.0214924,0.0190642,-0.457997,0.999941,-0.0107198,-0.000750174,-0.00151294,0.245151,0.197423,-2.55604,0.0537764,-0.00505454,0.048272,-2.51931e-05,0.00258852,0.292413
0.68,0.999941,-0.0107173,-0.000741751,-0.00151481,0.001482,0.0034219,0.000333874,0.0537866,-0.00507717,0.0470219,-0.000108486,0.00290318,0.198566,0.7,1,0.0151653,0.00805894,-0.423198,0.999941,-0.0107099,-0.000724636,-0.00151332,0.196375,0.106311,-2.36167,0.0537856,-0.00504814,0.0490075,-0.000102312,0.00281196,0.292378
0.7,0.999941,-0.0106863,-0.000718829,-0.0015196,0.0013486,0.00169083,-0.000198752,0.0538606,-0.00505177,0.0500617,-0.000351997,0.00253896,0.198449,0.72,1,0.0177672,-0.053134,-0.523899,0.999942,-0.0106796,-0.000710396,-0.00152067,0.212424,-0.375155,-2.92968,0.0538571,-0.00502638,0.0520462,-0.000346018,0.00244801,0.292261
0.72,0.999942,-0.0106507,-0.000703837,-0.0015065,0.00281334,0.000359254,-6.55914e-05,0.0539365,-0.00503775,0.0531532,-0.000498191,0.00207186,0.198856,0.74,1,0.0141871,0.00847097,-0.424764,0.999942,-0.0106366,-0.000702066,-0.00150683,0.188121,0.109224,-2.37045,0.0539315,-0.00501703,0.0551418,-0.000492338,0.00198121,0.292668
0.74,0.999942,-0.0106347,-0.00069463,-0.00151227,0.00401237,0.0023565,-0.00113135,0.0539468,-0.00503571,0.0537312,-0.000492681,0.00193091,0.198331,0.76,1,0.0160198,0.0112566,-0.395071,0.999942,-0.0106146,-0.000682938,-0.00151804,0.203958,0.128957,-2.20389,0.0539419,-0.00501641,0.0557146,-0.000486907,0.00184039,0.292143
0.76,0.999942,-0.010622,-0.000660011,-0.00152359,0.00454476,0.003555,-0.00179715,0.0539749,-0.00502661,0.0556039,-0.000199037,0.00181484,0.197065,0.78,1,0.0737115,-0.0440805,-0.441419,0.999942,-0.0105993,-0.000642367,-0.00153275,0.663764,-0.309499,-2.46708,0.053973,-0.00500846,0.0575746,-0.000193558,0.00172444,0.290877
0.78,0.999942,-0.0106288,-0.000629957,-0.00151391,0.00108229,0.00115816,0.000865998,0.0540765,-0.00503476,0.057175,-8.93927e-06,0.00154971,0.196096,0.8,1,0.00576063,0.00851217,-0.419259,0.999942,-0.0106234,-0.000624128,-0.00150964,0.121058,0.108388,-2.33953,0.0540764,-0.00501926,0.059136,-3.71519e-06,0.00145925,0.289908
0.8,0.999942,-0.010593,-0.000631512,-0.00154658,0.00228072,0.00129132,-0.00312874,0.0541429,-0.00503311,0.058662,0.000135654,0.00190633,0.195292,0.82,1,0.00680272,0.00340809,-0.357244,0.999943,-0.0105816,-0.00062524,-0.00156229,0.131721,0.0623402,-1.99218,0.0541442,-0.00501405,0.060615,0.000140889,0.00181618,0.289104
0.82,0.999942,-0.0105899,-0.000641015,-0.00155255,0.000815971,-0.00230395,-0.00113138,0.0541629,-0.00502914,0.0592097,0.000121645,0.00205269,0.194939,0.84,1,-0.00766638,0.0369983,-0.359286,0.999943,-0.0105859,-0.0006526,-0.00155809,0.0153683,0.331094,-2.00156,0.0541641,-0.00500861,0.061159,0.00012696,0.00196256,0.288751
0.84,0.999942,-0.010596,-0.000655169,-0.00154674,-0.00144772,-0.00350237,0.00179809,0.054182,-0.00502356,0.0597832,0.00028678,0.00222021,0.194748,0.86,1,0.000342604,-0.0351219,-0.333413,0.999942,-0.0106032,-0.000672573,-0.00153757,0.0812896,-0.247754,-1.86093,0.0541848,-0.00500136,0.0617306,0.000292216,0.00213003,0.288561
0.86,0.999942,-0.0105962,-0.000665587,-0.00155544,0.000549668,-0.001505,-0.001664,0.0542172,-0.0050083,0.0610088,9.12751e-05,0.00243681,0.194442,0.88,1,0.0145586,0.0339946,-0.353995,0.999942,-0.0105935,-0.000673204,-0.00156367,0.193373,0.307106,-1.97215,0.0542181,-0.00498393,0.0629532,9.67991e-05,0.00234662,0.288254
0.88,0.999942,-0.0105958,-0.000658671,-0.00157764,0.000948693,0.00248979,-0.000598752,0.0543203,-0.00497249,0.0637996,0.000361654,0.00201189,0.193744,0.9,1,-0.0401088,-0.00804612,-0.456594,0.999942,-0.0105911,-0.000646262,-0.00158076,-0.247821,-0.0214845,-2.54926,0.054324,-0.00495237,0.0657371,0.000367117,0.00192171,0.287556
0.9,0.999943,-0.0105846,-0.000630818,-0.00159251,0.00267974,0.00195715,-0.00299561,0.0544641,-0.00495239,0.0662284,0.000867711,0.00227484,0.192844,0.92,1,-0.0553441,-0.0182959,-0.384686,0.999943,-0.0105712,-0.000621212,-0.00160758,-0.366431,-0.109841,-2.14679,0.0544728,-0.00492964,0.0681569,0.000872935,0.00218475,0.286656
0.92,0.999943,-0.010572,-0.000620212,-0.00159948,0.0032117,0.00275523,-0.00139773,0.0544897,-0.00494279,0.0667966,0.000622009,0.00261142,0.192777,0.94,1,0.00634849,-0.00572102,-0.369794,0.999943,-0.0105559,-0.000606536,-0.00160661,0.127601,-0.00979871,-2.06277,0.054496,-0.00491668,0.0687244,0.000627143,0.00252145,0.286589
0.94,0.999943,-0.0105632,-0.000615351,-0.00159677,0.00227959,0.00129049,0.000999092,0.0545133,-0.00493437,0.0672461,0.000405253,0.00231217,0.192133,0.96,1,-0.0130127,0.00080988,-0.369173,0.999943,-0.0105517,-0.000608864,-0.00159183,-0.0273954,0.0420841,-2.05885,0.0545174,-0.00491125,0.0691674,0.000410346,0.00222227,0.285945
0.96,0.999943,-0.0105539,-0.000614155,-0.00159991,0.000947788,0.00315482,-0.00113145,0.0545897,-0.00491718,0.0684149,0.000208271,0.0022512,0.190976,0.98,1,0.0104293,0.0113144,-0.404774,0.999943,-0.0105491,-0.000598449,-0.00160573,0.15849,0.129311,-2.25778,0.0545918,-0.00489467,0.0703247,0.000213353,0.00216138,0.284788
0.98,0.999943,-0.0105364,-0.000622843,-0.00160957,-0.00291472,-0.00217135,6.69425e-05,0.0547848,-0.00489994,0.0690563,0.000160442,0.00255358,0.188414,1,1,0.0177006,0.00291943,-0.276208,0.999943,-0.010551,-0.000633672,-0.00160913,0.221181,0.0516521,-1.5379,0.0547864,-0.00487441,0.0709405,0.000165598,0.0024639,0.282226
1,0.999943,-0.0105391,-0.000626277,-0.00161666,-0.000517863,-0.000706621,-0.00139778,0.0548249,-0.00489738,0.0691729,0.000104466,0.00230635,0.18789,1.02,1,-0.0107962,-0.0106768,-0.318739,0.999943,-0.0105417,-0.00062988,-0.00162361,-0.00791889,-0.0539269,-1.77685,0.054826,-0.00487431,0.0710518,0.000109651,0.00221665,0.281702
1.02,0.999943,-0.010522,-0.000626492,-0.00161894,0.00440898,9.23236e-05,-0.000199358,0.0548637,-0.0048955,0.0693224,0.000240163,0.00238596,0.187593,1.04,1,-0.0213242,-0.0146653,-0.350807,0.999943,-0.0105,-0.000626077,-0.00161993,-0.0933561,-0.0833709,-1.95671,0.0548661,-0.00487164,0.0711983,0.00024535,0.00229641,0.281405
1.04,0.999943,-0.010523,-0.000620929,-0.00160384,-0.00144997,-0.000839781,0.00273011,0.0549802,-0.00488102,0.0699531,0.00071156,0.00255848,0.186179,1.06,1,0.0211893,0.0178852,-0.344851,0.999943,-0.0105302,-0.000624972,-0.00159015,0.246547,0.177037,-1.92165,0.0549873,-0.00485544,0.0718149,0.000716701,0.00246892,0.279991
1.06,0.999942,-0.0106708,-0.000608657,-0.00162736,0.0046753,0.00142391,0.000865892,0.0551149,-0.00479858,0.0712346,0.000224172,0.00601976,0.184586,1.08,1,-0.0180158,0.0128794,-0.423925,0.999942,-0.0106474,-0.000601529,-0.00162309,-0.069057,0.143392,-2.36476,0.0551171,-0.00473838,0.0730805,0.000229204,0.00592894,0.278399
1.08,0.999942,-0.0106423,-0.000613168,-0.00163864,-0.0021163,-0.000839727,-6.62151e-05,0.055285,-0.00467553,0.0727714,0.000794568,0.00296513,0.1834,1.1,1,0.00749039,-0.00220917,-0.380139,0.999942,-0.0106529,-0.000617353,-0.00163893,0.136828,0.0193272,-2.12032,0.0552929,-0.00464588,0.0746054,0.000799638,0.00287455,0.277212
1.1,0.999942,-0.0106461,-0.000627292,-0.00164251,-0.000784711,-0.00336973,-0.000732012,0.0553272,-0.00466815,0.0729773,0.000774907,0.00259745,0.183046,1.12,1,0.00378312,-0.00844839,-0.357265,0.999942,-0.01065,-0.000644172,-0.00164599,0.108125,-0.0324188,-1.99249,0.0553349,-0.00464218,0.0748077,0.000780097,0.00250684,0.276858
1.12,0.999942,-0.0106418,-0.000622216,-0.00164227,0.00121209,0.00142371,0.00033391,0.0553681,-0.00466352,0.0732144,0.000849524,0.00218297,0.18298,1.14,1,0.00672143,-0.0137196,-0.371384,0.999942,-0.0106358,-0.00061509,-0.00164067,0.131135,-0.0734235,-2.07193,0.0553766,-0.00464169,0.0750442,0.00085467,0.0020924,0.276792
1.14,0.999942,-0.0106607,-0.000629011,-0.00166197,0.000679326,0.000358633,-0.00179664,0.055524,-0.00466538,0.0740557,0.00112127,0.00199591,0.181287,1.16,1,0.033953,0.0226827,-0.343265,0.999942,-0.0106573,-0.00062732,-0.00167097,0.349607,0.215899,-1.9122,0.0555352,-0.00464542,0.0758686,0.00112647,0.00190518,0.2751
1.16,0.999941,-0.0106689,-0.00063213,-0.00167367,0.000812485,0.00262232,6.75692e-05,0.0556391,-0.00465231,0.074878,0.00161032,0.00280483,0.179683,1.18,1,0.00252368,0.0283947,-0.266678,0.999942,-0.0106648,-0.000619022,-0.00167347,0.100684,0.254811,-1.48259,0.0556552,-0.00462426,0.0766748,0.00161555,0.00271402,0.273495
1.18,0.999942,-0.0106477,-0.000656524,-0.00168514,0.00280985,-0.00350295,-0.00219612,0.0557848,-0.00460879,0.0763237,0.00158621,0.0031871,0.178128,1.2,1,-0.0254968,0.0032008,-0.296022,0.999942,-0.0106336,-0.000674178,-0.00169593,-0.124226,0.0554917,-1.64833,0.0558007,-0.00457692,0.0781049,0.00159165,0.00309647,0.27194
1.2,0.999942,-0.0106428,-0.000643715,-0.00167683,0.00147828,0.00248916,0.0015323,0.0558492,-0.00458396,0.0771925,0.00142192,0.0031035,0.177553,1.22,1,-0.00199837,-0.0397504,-0.300505,0.999942,-0.0106354,-0.0006312,-0.0016693,0.0641359,-0.287519,-1.67614,0.0558635,-0.00455293,0.078968,0.00142725,0.00301292,0.271365
1.22,0.999942,-0.010639,-0.000643693,-0.00167335,0.0010788,9.23181e-05,0.000999675,0.0558792,-0.00457026,0.077663,0.00145297,0.00321912,0.177329,1.24,1,-0.006375,-0.0111058,-0.341363,0.999942,-0.0106336,-0.000643187,-0.00166836,0.0273858,-0.0550329,-1.90336,0.0558938,-0.00453807,0.0794363,0.0014583,0.00312857,0.271141
1.24,0.999942,-0.0106218,-0.000630302,-0.00169769,0.00374121,0.00208973,0.000333863,0.0560344,-0.00452244,0.0789923,0.00149438,0.00325151,0.175437,1.26,1,-0.00875878,-0.000839015,-0.273732,0.999942,-0.0106031,-0.000619868,-0.00169612,0.0102905,0.0212792,-1.52368,0.0560493,-0.00448992,0.0807467,0.00149959,0.0031611,0.26925
1.26,0.999942,-0.0106302,-0.000636916,-0.00170341,0.000545417,0.000358677,-0.000997712,0.0562054,-0.00448103,0.0799632,0.00105506,0.00301874,0.173889,1.28,1,-0.0166837,0.00954045,-0.347265,0.999942,-0.0106274,-0.000635181,-0.00170842,-0.0556287,0.110401,-1.935,0.0562159,-0.00445084,0.0817021,0.00106032,0.00292827,0.267701
1.28,0.999942,-0.0106297,-0.000639229,-0.00169548,0.000944891,-4.07965e-05,0.000733346,0.0562793,-0.00446092,0.0806125,0.000977189,0.00284658,0.173284,1.3,1,-0.00488671,-0.00757278,-0.359549,0.999942,-0.010625,-0.000639402,-0.00169181,0.0385199,-0.0252981,-2.00493,0.056289,-0.00443246,0.0823453,0.000982475,0.00275611,0.267096
1.3,0.999942,-0.0106159,-0.00063495,-0.00168273,0.00360875,0.00115771,0.00326382,0.0563139,-0.00445211,0.0809751,0.000940493,0.0026735,0.173085,1.32,1,-0.00288213,-0.0473123,-0.261535,0.999942,-0.0105978,-0.000629018,-0.00166646,0.0581249,-0.351407,-1.45823,0.0563233,-0.00442537,0.082706,0.000945744,0.00258315,0.266898
1.32,0.999942,-0.0106036,-0.000656788,-0.0016695,0.000945558,-0.00203785,0.00392958,0.0564397,-0.00441791,0.0823593,0.00103789,0.00277578,0.171649,1.34,1,-0.0636554,0.0118453,-0.274299,0.999942,-0.0105989,-0.000666777,-0.00164975,-0.429423,0.122217,-1.52608,0.05645,-0.00439015,0.0840757,0.00104332,0.00268554,0.265461
1.34,0.999942,-0.0105847,-0.000627609,-0.00164971,-0.00171824,0.0020901,0.000467456,0.056673,-0.00440335,0.0823845,0.00136821,0.00298215,0.167712,1.36,1,-0.057553,-0.0467884,-0.306558,0.999942,-0.0105932,-0.00061712,-0.00164749,-0.380964,-0.344322,-1.71043,0.0566867,-0.00437353,0.0840616,0.00137341,0.00289206,0.261524
1.36,0.999943,-0.0105812,-0.000606925,-0.00164464,0.0013444,0.00222326,0.00166588,0.0567613,-0.00439139,0.0825848,0.00159391,0.00310586,0.166752,1.38,1,-0.0381044,-0.0165389,-0.256462,0.999943,-0.0105745,-0.000595732,-0.00163643,-0.224102,-0.106407,-1.42806,0.0567773,-0.00436034,0.0842524,0.00159892,0.0030158,0.260564
1.38,0.999943,-0.0105813,-0.000596767,-0.00163596,0.000145964,0.00262273,0.00219852,0.0568234,-0.00438903,0.0823799,0.00155377,0.00338041,0.165899,1.4,1,-0.0355141,-0.0459337,-0.337307,0.999943,-0.0105806,-0.000583539,-0.00162511,-0.205568,-0.334874,-1.88281,0.0568389,-0.00435523,0.0840389,0.0015587,0.00329035,0.259711
1.4,0.999943,-0.0105745,-0.000596541,-0.00167258,0.00014533,0.00169067,-0.000464665,0.0570593,-0.00436675,0.0818769,0.00156975,0.0036995,0.163295,1.42,1,0.0193115,-0.0129029,-0.311863,0.999942,-0.0105738,-0.000588114,-0.00167499,0.233521,-0.0720433,-1.73826,0.057075,-0.00432976,0.0835098,0.00157467,0.0036095,0.257107
1.42,0.999943,-0.0105568,-0.00058716,-0.00166865,0.000811117,-0.000439856,0.00113323,0.0572758,-0.00432925,0.0818634,0.00170118,0.00379369,0.161768,1.44,1,0.0304768,0.0268237,-0.256081,0.999943,-0.0105528,-0.000589306,-0.00166296,0.323806,0.241148,-1.42346,0.0572928,-0.00429131,0.0834811,0.00170602,0.00370384,0.25558
