t,cur_e0,cur_e1,cur_e2,cur_e3,cur_wx,cur_wy,cur_wz,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,input_1,input_2,input_3,input_4,target_x,target_y,target_z,t_pred_1,1e0,1e1,1e2,1e3,1wx,1wy,1wz,1x,1y,1z,1vx,1vy,1vz,t_pred_2,2e0,2e1,2e2,2e3,2wx,2wy,2wz,2x,2y,2z,2vx,2vy,2vz,t_pred_3,3e0,3e1,3e2,3e3,3wx,3wy,3wz,3x,3y,3z,3vx,3vy,3vz,t_pred_4,4e0,4e1,4e2,4e3,4wx,4wy,4wz,4x,4y,4z,4vx,4vy,4vz,t_pred_5,5e0,5e1,5e2,5e3,5wx,5wy,5wz,5x,5y,5z,5vx,5vy,5vz,t_pred_6,6e0,6e1,6e2,6e3,6wx,6wy,6wz,6x,6y,6z,6vx,6vy,6vz,t_pred_7,7e0,7e1,7e2,7e3,7wx,7wy,7wz,7x,7y,7z,7vx,7vy,7vz,t_pred_8,8e0,8e1,8e2,8e3,8wx,8wy,8wz,8x,8y,8z,8vx,8vy,8vz,t_pred_9,9e0,9e1,9e2,9e3,9wx,9wy,9wz,9x,9y,9z,9vx,9vy,9vz,t_pred_10,10e0,10e1,10e2,10e3,10wx,10wy,10wz,10x,10y,10z,10vx,10vy,10vz,t_pred_11,11e0,11e1,11e2,11e3,11wx,11wy,11wz,11x,11y,11z,11vx,11vy,11vz,t_pred_12,12e0,12e1,12e2,12e3,12wx,12wy,12wz,12x,12y,12z,12vx,12vy,12vz,t_pred_13,13e0,13e1,13e2,13e3,13wx,13wy,13wz,13x,13y,13z,13vx,13vy,13vz,t_pred_14,14e0,14e1,14e2,14e3,14wx,14wy,14wz,14x,14y,14z,14vx,14vy,14vz,t_pred_15,15e0,15e1,15e2,15e3,15wx,15wy,15wz,15x,15y,15z,15vx,15vy,15vz,t_pred_16,16e0,16e1,16e2,16e3,16wx,16wy,16wz,16x,16y,16z,16vx,16vy,16vz,t_pred_17,17e0,17e1,17e2,17e3,17wx,17wy,17wz,17x,17y,17z,17vx,17vy,17vz,t_pred_18,18e0,18e1,18e2,18e3,18wx,18wy,18wz,18x,18y,18z,18vx,18vy,18vz,t_pred_19,19e0,19e1,19e2,19e3,19wx,19wy,19wz,19x,19y,19z,19vx,19vy,19vz,t_pred_20,20e0,20e1,20e2,20e3,20wx,20wy,20wz,20x,20y,20z,20vx,20vy,20vz,t_pred_21,21e0,21e1,21e2,21e3,21wx,21wy,21wz,21x,21y,21z,21vx,21vy,21vz,t_pred_22,22e0,22e1,22e2,22e3,22wx,22wy,22wz,22x,22y,22z,22vx,22vy,22vz,t_pred_23,23e0,23e1,23e2,23e3,23wx,23wy,23wz,23x,23y,23z,23vx,23vy,23vz,t_pred_24,24e0,24e1,24e2,24e3,24wx,24wy,24wz,24x,24y,24z,24vx,24vy,24vz,t_pred_25,25e0,25e1,25e2,25e3,25wx,25wy,25wz,25x,25y,25z,25vx,25vy,25vz,t_pred_26,26e0,26e1,26e2,26e3,26wx,26wy,26wz,26x,26y,26z,26vx,26vy,26vz,t_pred_27,27e0,27e1,27e2,27e3,27wx,27wy,27wz,27x,27y,27z,27vx,27vy,27vz,t_pred_28,28e0,28e1,28e2,28e3,28wx,28wy,28wz,28x,28y,28z,28vx,28vy,28vz,t_pred_29,29e0,29e1,29e2,29e3,29wx,29wy,29wz,29x,29y,29z,29vx,29vy,29vz,t_pred_30,30e0,30e1,30e2,30e3,30wx,30wy,30wz,30x,30y,30z,30vx,30vy,30vz,t_pred_31,31e0,31e1,31e2,31e3,31wx,31wy,31wz,31x,31y,31z,31vx,31vy,31vz,t_pred_32,32e0,32e1,32e2,32e3,32wx,32wy,32wz,32x,32y,32z,32vx,32vy,32vz,t_pred_33,33e0,33e1,33e2,33e3,33wx,33wy,33wz,33x,33y,33z,33vx,33vy,33vz,t_pred_34,34e0,34e1,34e2,34e3,34wx,34wy,34wz,34x,34y,34z,34vx,34vy,34vz,t_pred_35,35e0,35e1,35e2,35e3,35wx,35wy,35wz,35x,35y,35z,35vx,35vy,35vz,t_pred_36,36e0,36e1,36e2,36e3,36wx,36wy,36wz,36x,36y,36z,36vx,36vy,36vz,t_pred_37,37e0,37e1,37e2,37e3,37wx,37wy,37wz,37x,37y,37z,37vx,37vy,37vz,t_pred_38,38e0,38e1,38e2,38e3,38wx,38wy,38wz,38x,38y,38z,38vx,38vy,38vz,t_pred_39,39e0,39e1,39e2,39e3,39wx,39wy,39wz,39x,39y,39z,39vx,39vy,39vz,t_pred_40,40e0,40e1,40e2,40e3,40wx,40wy,40wz,40x,40y,40z,40vx,40vy,40vz,t_pred_41,41e0,41e1,41e2,41e3,41wx,41wy,41wz,41x,41y,41z,41vx,41vy,41vz,t_pred_42,42e0,42e1,42e2,42e3,42wx,42wy,42wz,42x,42y,42z,42vx,42vy,42vz,t_pred_43,43e0,43e1,43e2,43e3,43wx,43wy,43wz,43x,43y,43z,43vx,43vy,43vz,t_pred_44,44e0,44e1,44e2,44e3,44wx,44wy,44wz,44x,44y,44z,44vx,44vy,44vz,t_pred_45,45e0,45e1,45e2,45e3,45wx,45wy,45wz,45x,45y,45z,45vx,45vy,45vz,t_pred_46,46e0,46e1,46e2,46e3,46wx,46wy,46wz,46x,46y,46z,46vx,46vy,46vz,t_pred_47,47e0,47e1,47e2,47e3,47wx,47wy,47wz,47x,47y,47z,47vx,47vy,47vz,t_pred_48,48e0,48e1,48e2,48e3,48wx,48wy,48wz,48x,48y,48z,48vx,48vy,48vz,t_pred_49,49e0,49e1,49e2,49e3,49wx,49wy,49wz,49x,49y,49z,49vx,49vy,49vz,t_pred_50,50e0,50e1,50e2,50e3,50wx,50wy,50wz,50x,50y,50z,50vx,50vy,50vz,cost
0,0.999651,-0.0258212,0.00531142,-0.0016551,0.000742396,-0.00029277,0.00234962,0.0587346,-0.00346879,-0.0120684,0.0120377,-0.00147404,0.00991609,1.00634,-0.00256797,-1.2304,0.000313253,1,0,-1.2,0.02,0,0,0,0,0,0,0,0.0590356,-0.00350565,-0.0118205,0.0231221,-0.00125269,-0.112909,0.04,0,0,0,0,0,0,0,0.0596136,-0.00353696,-0.0146432,0.0326974,-0.00106182,-0.225011,0.06,0,0,0,0,0,0,0,0.0604311,-0.00356351,-0.0202685,0.0409713,-0.000897233,-0.327003,0.08,0,0,0,0,0,0,0,0.0614553,-0.00358594,-0.0284436,0.0481228,-0.000755305,-0.419472,0.1,0,0,0,0,0,0,0,0.0626584,-0.00360482,-0.0389304,0.0543063,-0.000632916,-0.50298,0.12,0,0,0,0,0,0,0,0.0640161,-0.00362064,-0.0515049,0.0596548,-0.000527376,-0.578067,0.14,0,0,0,0,0,0,0,0.0655074,-0.00363383,-0.0659565,0.0642832,-0.000436365,-0.645248,0.16,0,0,0,0,0,0,0,0.0671145,-0.00364474,-0.0820877,0.0682903,-0.00035788,-0.705017,0.18,0,0,0,0,0,0,0,0.0688218,-0.00365368,-0.0997131,0.0717616,-0.000290198,-0.757845,0.2,0,0,0,0,0,0,0,0.0706158,-0.00366094,-0.118659,0.0747706,-0.000231829,-0.804182,0.22,0,0,0,0,0,0,0,0.0724851,-0.00366674,-0.138764,0.0773807,-0.000181492,-0.844456,0.24,0,0,0,0,0,0,0,0.0744196,-0.00367127,-0.159875,0.0796466,-0.000138081,-0.879077,0.26,0,0,0,0,0,0,0,0.0764108,-0.00367472,-0.181852,0.0816156,-0.000100641,-0.908434,0.28,0,0,0,0,0,0,0,0.0784512,-0.00367724,-0.204563,0.0833282,-6.83502e-05,-0.932897,0.3,0,0,0,0,0,0,0,0.0805344,-0.00367895,-0.227885,0.0848196,-4.05001e-05,-0.952817,0.32,0,0,0,0,0,0,0,0.0826548,-0.00367996,-0.251706,0.08612,-1.6479e-05,-0.96853,0.34,0,0,0,0,0,0,0,0.0848079,-0.00368037,-0.275919,0.0872554,4.24028e-06,-0.980351,0.36,0,0,0,0,0,0,0,0.0869892,-0.00368027,-0.300428,0.0882484,2.21122e-05,-0.988581,0.38,0,0,0,0,0,0,0,0.0891954,-0.00367972,-0.325142,0.0891183,3.75288e-05,-0.993506,0.4,0,0,0,0,0,0,0,0.0914234,-0.00367878,-0.34998,0.0898818,5.0828e-05,-0.995393,0.42,0,0,0,0,0,0,0,0.0936704,-0.00367751,-0.374865,0.0905535,6.23012e-05,-0.994497,0.44,0,0,0,0,0,0,0,0.0959343,-0.00367595,-0.399727,0.0911456,7.21996e-05,-0.991059,0.46,0,0,0,0,0,0,0,0.0982129,-0.00367414,-0.424504,0.0916689,8.07399e-05,-0.985304,0.48,0,0,0,0,0,0,0,0.100505,-0.00367213,-0.449136,0.0921328,8.81088e-05,-0.977447,0.5,0,0,0,0,0,0,0,0.102808,-0.00366992,-0.473573,0.092545,9.44676e-05,-0.967688,0.52,0,0,0,0,0,0,0,0.105122,-0.00366756,-0.497765,0.0929125,9.99549e-05,-0.956216,0.54,0,0,0,0,0,0,0,0.107444,-0.00366506,-0.52167,0.0932413,0.000104691,-0.943209,0.56,0,0,0,0,0,0,0,0.109775,-0.00366244,-0.54525,0.0935365,0.000108778,-0.928832,0.58,0,0,0,0,0,0,0,0.112114,-0.00365973,-0.568471,0.0938023,0.000112306,-0.913242,0.6,0,0,0,0,0,0,0,0.114459,-0.00365692,-0.591302,0.0940428,0.000115352,-0.896584,0.62,0,0,0,0,0,0,0,0.11681,-0.00365403,-0.613717,0.0942611,0.000117981,-0.878995,0.64,0,0,0,0,0,0,0,0.119166,-0.00365108,-0.635692,0.09446,0.000120251,-0.860601,0.66,0,0,0,0,0,0,0,0.121528,-0.00364808,-0.657207,0.094642,0.000122211,-0.841521,0.68,0,0,0,0,0,0,0,0.123894,-0.00364502,-0.678245,0.0948093,0.000123904,-0.821865,0.7,0,0,0,0,0,0,0,0.126264,-0.00364193,-0.698791,0.0949636,0.000125365,-0.801736,0.72,0,0,0,0,0,0,0,0.128638,-0.00363879,-0.718835,0.0951064,0.000126627,-0.781228,0.74,0,0,0,0,0,0,0,0.131016,-0.00363563,-0.738365,0.0952392,0.000127717,-0.760429,0.76,0,0,0,0,0,0,0,0.133397,-0.00363243,-0.757376,0.0953631,0.000128658,-0.739419,0.78,0,0,0,0,0,0,0,0.135781,-0.00362922,-0.775862,0.0954792,0.000129471,-0.718274,0.8,0,0,0,0,0,0,0,0.138168,-0.00362598,-0.793819,0.0955882,0.000130173,-0.697062,0.82,0,0,0,0,0,0,0,0.140558,-0.00362272,-0.811245,0.0956909,0.000130778,-0.675846,0.84,0,0,0,0,0,0,0,0.14295,-0.00361946,-0.828141,0.095788,0.0001313,-0.654683,0.86,0,0,0,0,0,0,0,0.145345,-0.00361617,-0.844508,0.09588,0.000131751,-0.633625,0.88,0,0,0,0,0,0,0,0.147742,-0.00361288,-0.860349,0.0959675,0.000132139,-0.612722,0.9,0,0,0,0,0,0,0,0.150141,-0.00360958,-0.875667,0.0960508,0.000132474,-0.592015,0.92,0,0,0,0,0,0,0,0.152542,-0.00360626,-0.890467,0.0961303,0.000132762,-0.571543,0.94,0,0,0,0,0,0,0,0.154945,-0.00360294,-0.904756,0.0962063,0.000133009,-0.551342,0.96,0,0,0,0,0,0,0,0.157351,-0.00359962,-0.91854,0.096279,0.000133221,-0.531443,0.98,0,0,0,0,0,0,0,0.159758,-0.00359629,-0.931826,0.0963488,0.000133402,-0.511873,1,0,0,0,0,0,0,0,0.162166,-0.00359295,-0.944622,0.0964158,0.000133557,-0.492657,2289.24
0.02,0.999651,-0.0258194,0.00531365,-0.0016519,0.000476075,0.000506176,0.000618562,0.0588324,-0.00349752,-0.0121473,0.0120145,-0.00154095,0.00955955,1.02198,0.00386378,-1.23076,0.000872573,1,0,-1.2,0.04,0,0,0,0,0,0,0,0.0591328,-0.00353604,-0.0119083,0.0244629,-0.00138165,-0.116252,0.06,0,0,0,0,0,0,0,0.0597443,-0.00357058,-0.0148146,0.0352099,-0.00124349,-0.231042,0.08,0,0,0,0,0,0,0,0.0606246,-0.00360167,-0.0205906,0.0444895,-0.00112357,-0.335441,0.1,0,0,0,0,0,0,0,0.0617368,-0.00362976,-0.0289766,0.0525037,-0.00101939,-0.430053,0.12,0,0,0,0,0,0,0,0.0630494,-0.00365525,-0.039728,0.0594266,-0.000928765,-0.515458,0.14,0,0,0,0,0,0,0,0.0645351,-0.00367846,-0.0526144,0.0654082,-0.000849844,-0.592213,0.16,0,0,0,0,0,0,0,0.0661703,-0.00369971,-0.0674198,0.0705778,-0.000781013,-0.660848,0.18,0,0,0,0,0,0,0,0.0679347,-0.00371924,-0.083941,0.0750473,-0.000720885,-0.721872,0.2,0,0,0,0,0,0,0,0.0698109,-0.00373726,-0.101988,0.0789126,-0.000668264,-0.775769,0.22,0,0,0,0,0,0,0,0.0717837,-0.00375396,-0.121382,0.0822569,-0.000622119,-0.823003,0.24,0,0,0,0,0,0,0,0.0738401,-0.00376952,-0.141957,0.0851516,-0.000581559,-0.864015,0.26,0,0,0,0,0,0,0,0.0759689,-0.00378406,-0.163557,0.0876585,-0.000545819,-0.899226,0.28,0,0,0,0,0,0,0,0.0781604,-0.0037977,-0.186038,0.0898306,-0.000514237,-0.929038,0.3,0,0,0,0,0,0,0,0.0804062,-0.00381056,-0.209264,0.091714,-0.000486243,-0.95383,0.32,0,0,0,0,0,0,0,0.082699,-0.00382271,-0.23311,0.0933481,-0.000461344,-0.973965,0.34,0,0,0,0,0,0,0,0.0850327,-0.00383425,-0.257459,0.094767,-0.000439118,-0.989786,0.36,0,0,0,0,0,0,0,0.0874019,-0.00384523,-0.282204,0.0960002,-0.000419198,-1.00162,0.38,0,0,0,0,0,0,0,0.0898019,-0.00385571,-0.307244,0.0970729,-0.000401271,-1.00978,0.4,0,0,0,0,0,0,0,0.0922287,-0.00386574,-0.332488,0.0980071,-0.000385062,-1.01455,0.42,0,0,0,0,0,0,0,0.0946789,-0.00387536,-0.357852,0.0988217,-0.00037034,-1.01621,0.44,0,0,0,0,0,0,0,0.0971494,-0.00388462,-0.383257,0.0995327,-0.000356901,-1.01502,0.46,0,0,0,0,0,0,0,0.0996377,-0.00389354,-0.408633,0.100154,-0.000344571,-1.01123,0.48,0,0,0,0,0,0,0,0.102142,-0.00390216,-0.433913,0.100699,-0.0003332,-1.00507,0.5,0,0,0,0,0,0,0,0.104659,-0.00391049,-0.45904,0.101176,-0.000322658,-0.996768,0.52,0,0,0,0,0,0,0,0.107188,-0.00391856,-0.483959,0.101596,-0.000312834,-0.986521,0.54,0,0,0,0,0,0,0,0.109728,-0.00392638,-0.508622,0.101965,-0.000303632,-0.974525,0.56,0,0,0,0,0,0,0,0.112277,-0.00393397,-0.532986,0.102291,-0.000294968,-0.960962,0.58,0,0,0,0,0,0,0,0.114835,-0.00394134,-0.55701,0.102579,-0.000286771,-0.946004,0.6,0,0,0,0,0,0,0,0.117399,-0.00394851,-0.58066,0.102834,-0.00027898,-0.929811,0.62,0,0,0,0,0,0,0,0.11997,-0.00395549,-0.603905,0.103061,-0.00027154,-0.912531,0.64,0,0,0,0,0,0,0,0.122547,-0.00396227,-0.626718,0.103263,-0.000264406,-0.894305,0.66,0,0,0,0,0,0,0,0.125128,-0.00396888,-0.649076,0.103444,-0.000257539,-0.875264,0.68,0,0,0,0,0,0,0,0.127714,-0.00397532,-0.670958,0.103605,-0.000250903,-0.855528,0.7,0,0,0,0,0,0,0,0.130304,-0.00398159,-0.692346,0.103751,-0.000244471,-0.83521,0.72,0,0,0,0,0,0,0,0.132898,-0.00398771,-0.713226,0.103881,-0.000238216,-0.814416,0.74,0,0,0,0,0,0,0,0.135495,-0.00399366,-0.733586,0.104,-0.000232117,-0.793242,0.76,0,0,0,0,0,0,0,0.138095,-0.00399946,-0.753417,0.104107,-0.000226155,-0.771778,0.78,0,0,0,0,0,0,0,0.140698,-0.00400512,-0.772712,0.104204,-0.000220313,-0.750108,0.8,0,0,0,0,0,0,0,0.143303,-0.00401063,-0.791465,0.104293,-0.000214577,-0.728307,0.82,0,0,0,0,0,0,0,0.14591,-0.00401599,-0.809672,0.104373,-0.000208936,-0.706446,0.84,0,0,0,0,0,0,0,0.14852,-0.00402121,-0.827333,0.104447,-0.000203379,-0.684589,0.86,0,0,0,0,0,0,0,0.151131,-0.0040263,-0.844448,0.104515,-0.000197897,-0.662794,0.88,0,0,0,0,0,0,0,0.153744,-0.00403125,-0.861018,0.104578,-0.000192482,-0.641117,0.9,0,0,0,0,0,0,0,0.156358,-0.00403606,-0.877046,0.104635,-0.000187127,-0.619604,0.92,0,0,0,0,0,0,0,0.158974,-0.00404074,-0.892536,0.104688,-0.000181827,-0.598301,0.94,0,0,0,0,0,0,0,0.161591,-0.00404528,-0.907494,0.104737,-0.000176577,-0.577247,0.96,0,0,0,0,0,0,0,0.16421,-0.0040497,-0.921925,0.104782,-0.000171372,-0.556477,0.98,0,0,0,0,0,0,0,0.166829,-0.00405398,-0.935837,0.104824,-0.000166209,-0.536024,1,0,0,0,0,0,0,0,0.16945,-0.00405814,-0.949237,0.104863,-0.000161084,-0.515915,1.02,0,0,0,0,0,0,0,0.172071,-0.00406216,-0.962135,0.104898,-0.000155996,-0.496176,2263.86
0.04,0.999651,-0.0258231,0.00531386,-0.00163132,0.000877671,-0.00122414,0.0014176,0.0596122,-0.00374579,-0.0126977,0.0122615,-0.00228095,0.00838168,1.02565,0.0167145,-1.26222,-0.00211168,1,0,-1.2,0.06,0,0,0,0,0,0,0,0.0599187,-0.00380282,-0.0124882,0.0246155,-0.00185264,-0.123397,0.08,0,0,0,0,0,0,0,0.0605341,-0.00384913,-0.0155731,0.0352816,-0.00148224,-0.243591,0.1,0,0,0,0,0,0,0,0.0614161,-0.00388619,-0.0216629,0.0444919,-0.00116178,-0.352864,0.12,0,0,0,0,0,0,0,0.0625284,-0.00391523,-0.0304845,0.0524469,-0.000884386,-0.451856,0.14,0,0,0,0,0,0,0,0.0638396,-0.00393734,-0.0417809,0.059319,-0.000644129,-0.541175,0.16,0,0,0,0,0,0,0,0.0653226,-0.00395345,-0.0553103,0.0652574,-0.000435901,-0.621408,0.18,0,0,0,0,0,0,0,0.066954,-0.00396434,-0.0708455,0.0703902,-0.000255297,-0.693114,0.2,0,0,0,0,0,0,0,0.0687138,-0.00397073,-0.0881733,0.0748284,-9.85171e-05,-0.756828,0.22,0,0,0,0,0,0,0,0.0705845,-0.00397319,-0.107094,0.0786672,3.77143e-05,-0.81306,0.24,0,0,0,0,0,0,0,0.0725511,-0.00397225,-0.127421,0.0819891,0.000156222,-0.862298,0.26,0,0,0,0,0,0,0,0.0746009,-0.00396834,-0.148978,0.0848649,0.000259441,-0.905008,0.28,0,0,0,0,0,0,0,0.0767225,-0.00396185,-0.171603,0.087356,0.000349471,-0.941631,0.3,0,0,0,0,0,0,0,0.0789064,-0.00395312,-0.195144,0.089515,0.000428123,-0.97259,0.32,0,0,0,0,0,0,0,0.0811443,-0.00394241,-0.219459,0.0913874,0.000496959,-0.998285,0.34,0,0,0,0,0,0,0,0.0834289,-0.00392999,-0.244416,0.0930125,0.000557324,-1.0191,0.36,0,0,0,0,0,0,0,0.0857543,-0.00391606,-0.269893,0.0944242,0.00061038,-1.03539,0.38,0,0,0,0,0,0,0,0.0881149,-0.0039008,-0.295778,0.0956515,0.000657128,-1.0475,0.4,0,0,0,0,0,0,0,0.0905062,-0.00388437,-0.321966,0.0967197,0.00069843,-1.05576,0.42,0,0,0,0,0,0,0,0.0929241,-0.00386691,-0.34836,0.0976504,0.000735031,-1.06047,0.44,0,0,0,0,0,0,0,0.0953654,-0.00384853,-0.374871,0.0984624,0.000767572,-1.06193,0.46,0,0,0,0,0,0,0,0.097827,-0.00382934,-0.40142,0.0991717,0.000796607,-1.06041,0.48,0,0,0,0,0,0,0,0.100306,-0.00380943,-0.42793,0.0997922,0.000822612,-1.05617,0.5,0,0,0,0,0,0,0,0.102801,-0.00378886,-0.454334,0.100336,0.000846,-1.04945,0.52,0,0,0,0,0,0,0,0.105309,-0.00376771,-0.48057,0.100813,0.000867125,-1.04048,0.54,0,0,0,0,0,0,0,0.10783,-0.00374603,-0.506582,0.101233,0.000886292,-1.02949,0.56,0,0,0,0,0,0,0,0.110361,-0.00372388,-0.532319,0.101604,0.000903766,-1.01667,0.58,0,0,0,0,0,0,0,0.112901,-0.00370128,-0.557736,0.10193,0.000919774,-1.00221,0.6,0,0,0,0,0,0,0,0.115449,-0.00367829,-0.582791,0.10222,0.000934513,-0.986305,0.62,0,0,0,0,0,0,0,0.118004,-0.00365493,-0.607449,0.102477,0.00094815,-0.969109,0.64,0,0,0,0,0,0,0,0.120566,-0.00363122,-0.631677,0.102706,0.000960833,-0.950784,0.66,0,0,0,0,0,0,0,0.123134,-0.0036072,-0.655446,0.10291,0.000972686,-0.931476,0.68,0,0,0,0,0,0,0,0.125707,-0.00358288,-0.678733,0.103093,0.000983819,-0.911321,0.7,0,0,0,0,0,0,0,0.128284,-0.00355829,-0.701516,0.103257,0.000994324,-0.890447,0.72,0,0,0,0,0,0,0,0.130866,-0.00353343,-0.723777,0.103404,0.00100428,-0.868973,0.74,0,0,0,0,0,0,0,0.133451,-0.00350832,-0.745502,0.103538,0.00101376,-0.847007,0.76,0,0,0,0,0,0,0,0.136039,-0.00348298,-0.766677,0.103658,0.00102283,-0.824653,0.78,0,0,0,0,0,0,0,0.138631,-0.00345741,-0.787293,0.103768,0.00103153,-0.802004,0.8,0,0,0,0,0,0,0,0.141225,-0.00343162,-0.807343,0.103868,0.00103991,-0.779146,0.82,0,0,0,0,0,0,0,0.143821,-0.00340562,-0.826822,0.10396,0.001048,-0.756161,0.84,0,0,0,0,0,0,0,0.14642,-0.00337942,-0.845726,0.104043,0.00105585,-0.73312,0.86,0,0,0,0,0,0,0,0.149022,-0.00335303,-0.864054,0.10412,0.00106348,-0.710093,0.88,0,0,0,0,0,0,0,0.151625,-0.00332644,-0.881806,0.104191,0.00107091,-0.687139,0.9,0,0,0,0,0,0,0,0.154229,-0.00329967,-0.898985,0.104256,0.00107817,-0.664316,0.92,0,0,0,0,0,0,0,0.156836,-0.00327271,-0.915593,0.104317,0.00108527,-0.641674,0.94,0,0,0,0,0,0,0,0.159444,-0.00324558,-0.931635,0.104373,0.00109223,-0.619259,0.96,0,0,0,0,0,0,0,0.162053,-0.00321828,-0.947116,0.104424,0.00109906,-0.597112,0.98,0,0,0,0,0,0,0,0.164664,-0.0031908,-0.962044,0.104473,0.00110578,-0.575271,1,0,0,0,0,0,0,0,0.167275,-0.00316315,-0.976426,0.104517,0.0011124,-0.553769,1.02,0,0,0,0,0,0,0,0.169888,-0.00313534,-0.99027,0.104559,0.00111892,-0.532635,1.04,0,0,0,0,0,0,0,0.172502,-0.00310737,-1.00359,0.104598,0.00112535,-0.511896,2237.08
