t,cur_e0,cur_e1,cur_e2,cur_e3,cur_wx,cur_wy,cur_wz,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,input_1,input_2,input_3,input_4,t_pred_1,1e0,1e1,1e2,1e3,1wx,1wy,1wz,1x,1y,1z,1vx,1vy,1vz,t_pred_2,2e0,2e1,2e2,2e3,2wx,2wy,2wz,2x,2y,2z,2vx,2vy,2vz,t_pred_3,3e0,3e1,3e2,3e3,3wx,3wy,3wz,3x,3y,3z,3vx,3vy,3vz,t_pred_4,4e0,4e1,4e2,4e3,4wx,4wy,4wz,4x,4y,4z,4vx,4vy,4vz,t_pred_5,5e0,5e1,5e2,5e3,5wx,5wy,5wz,5x,5y,5z,5vx,5vy,5vz,t_pred_6,6e0,6e1,6e2,6e3,6wx,6wy,6wz,6x,6y,6z,6vx,6vy,6vz,t_pred_7,7e0,7e1,7e2,7e3,7wx,7wy,7wz,7x,7y,7z,7vx,7vy,7vz,t_pred_8,8e0,8e1,8e2,8e3,8wx,8wy,8wz,8x,8y,8z,8vx,8vy,8vz,t_pred_9,9e0,9e1,9e2,9e3,9wx,9wy,9wz,9x,9y,9z,9vx,9vy,9vz,t_pred_10,10e0,10e1,10e2,10e3,10wx,10wy,10wz,10x,10y,10z,10vx,10vy,10vz,t_pred_11,11e0,11e1,11e2,11e3,11wx,11wy,11wz,11x,11y,11z,11vx,11vy,11vz,t_pred_12,12e0,12e1,12e2,12e3,12wx,12wy,12wz,12x,12y,12z,12vx,12vy,12vz,t_pred_13,13e0,13e1,13e2,13e3,13wx,13wy,13wz,13x,13y,13z,13vx,13vy,13vz,t_pred_14,14e0,14e1,14e2,14e3,14wx,14wy,14wz,14x,14y,14z,14vx,14vy,14vz,t_pred_15,15e0,15e1,15e2,15e3,15wx,15wy,15wz,15x,15y,15z,15vx,15vy,15vz,t_pred_16,16e0,16e1,16e2,16e3,16wx,16wy,16wz,16x,16y,16z,16vx,16vy,16vz,t_pred_17,17e0,17e1,17e2,17e3,17wx,17wy,17wz,17x,17y,17z,17vx,17vy,17vz,t_pred_18,18e0,18e1,18e2,18e3,18wx,18wy,18wz,18x,18y,18z,18vx,18vy,18vz,t_pred_19,19e0,19e1,19e2,19e3,19wx,19wy,19wz,19x,19y,19z,19vx,19vy,19vz,t_pred_20,20e0,20e1,20e2,20e3,20wx,20wy,20wz,20x,20y,20z,20vx,20vy,20vz,t_pred_21,21e0,21e1,21e2,21e3,21wx,21wy,21wz,21x,21y,21z,21vx,21vy,21vz,t_pred_22,22e0,22e1,22e2,22e3,22wx,22wy,22wz,22x,22y,22z,22vx,22vy,22vz,t_pred_23,23e0,23e1,23e2,23e3,23wx,23wy,23wz,23x,23y,23z,23vx,23vy,23vz,t_pred_24,24e0,24e1,24e2,24e3,24wx,24wy,24wz,24x,24y,24z,24vx,24vy,24vz,t_pred_25,25e0,25e1,25e2,25e3,25wx,25wy,25wz,25x,25y,25z,25vx,25vy,25vz,t_pred_26,26e0,26e1,26e2,26e3,26wx,26wy,26wz,26x,26y,26z,26vx,26vy,26vz,t_pred_27,27e0,27e1,27e2,27e3,27wx,27wy,27wz,27x,27y,27z,27vx,27vy,27vz,t_pred_28,28e0,28e1,28e2,28e3,28wx,28wy,28wz,28x,28y,28z,28vx,28vy,28vz,t_pred_29,29e0,29e1,29e2,29e3,29wx,29wy,29wz,29x,29y,29z,29vx,29vy,29vz,t_pred_30,30e0,30e1,30e2,30e3,30wx,30wy,30wz,30x,30y,30z,30vx,30vy,30vz,t_pred_31,31e0,31e1,31e2,31e3,31wx,31wy,31wz,31x,31y,31z,31vx,31vy,31vz,t_pred_32,32e0,32e1,32e2,32e3,32wx,32wy,32wz,32x,32y,32z,32vx,32vy,32vz,t_pred_33,33e0,33e1,33e2,33e3,33wx,33wy,33wz,33x,33y,33z,33vx,33vy,33vz,t_pred_34,34e0,34e1,34e2,34e3,34wx,34wy,34wz,34x,34y,34z,34vx,34vy,34vz,t_pred_35,35e0,35e1,35e2,35e3,35wx,35wy,35wz,35x,35y,35z,35vx,35vy,35vz,t_pred_36,36e0,36e1,36e2,36e3,36wx,36wy,36wz,36x,36y,36z,36vx,36vy,36vz,t_pred_37,37e0,37e1,37e2,37e3,37wx,37wy,37wz,37x,37y,37z,37vx,37vy,37vz,t_pred_38,38e0,38e1,38e2,38e3,38wx,38wy,38wz,38x,38y,38z,38vx,38vy,38vz,t_pred_39,39e0,39e1,39e2,39e3,39wx,39wy,39wz,39x,39y,39z,39vx,39vy,39vz,t_pred_40,40e0,40e1,40e2,40e3,40wx,40wy,40wz,40x,40y,40z,40vx,40vy,40vz,t_pred_41,41e0,41e1,41e2,41e3,41wx,41wy,41wz,41x,41y,41z,41vx,41vy,41vz,t_pred_42,42e0,42e1,42e2,42e3,42wx,42wy,42wz,42x,42y,42z,42vx,42vy,42vz,t_pred_43,43e0,43e1,43e2,43e3,43wx,43wy,43wz,43x,43y,43z,43vx,43vy,43vz,t_pred_44,44e0,44e1,44e2,44e3,44wx,44wy,44wz,44x,44y,44z,44vx,44vy,44vz,t_pred_45,45e0,45e1,45e2,45e3,45wx,45wy,45wz,45x,45y,45z,45vx,45vy,45vz,t_pred_46,46e0,46e1,46e2,46e3,46wx,46wy,46wz,46x,46y,46z,46vx,46vy,46vz,t_pred_47,47e0,47e1,47e2,47e3,47wx,47wy,47wz,47x,47y,47z,47vx,47vy,47vz,t_pred_48,48e0,48e1,48e2,48e3,48wx,48wy,48wz,48x,48y,48z,48vx,48vy,48vz,t_pred_49,49e0,49e1,49e2,49e3,49wx,49wy,49wz,49x,49y,49z,49vx,49vy,49vz,t_pred_50,50e0,50e1,50e2,50e3,50wx,50wy,50wz,50x,50y,50z,50vx,50vy,50vz
0,0.999808,-0.0148503,0.0127362,0.00122066,0.000817661,-0.00188717,-0.000423887,0.0351399,0.00268089,0.0204704,0.00243354,-0.000553306,0.0483568,4.77214,-0.000389091,-0.000702695,-0.000319709,0.02,0.999808,-0.0148401,0.0127125,0.00121558,-1.26112e-08,-4.92501e-09,-2.63631e-09,0.0352007,0.00266706,0.0216793,0.00114246,-0.00206242,0.242794,0.04,0.999808,-0.0148401,0.0127125,0.00121558,-2.04691e-19,4.72428e-19,1.06115e-19,0.0352293,0.0026155,0.0277492,-0.000146226,-0.00357049,0.437232,0.06,0.999808,-0.0148401,0.0127125,0.00121558,-7.90327e-40,-3.08644e-40,-1.65213e-40,0.0352256,0.00252624,0.03868,-0.00143491,-0.00507856,0.631669,0.08,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0351898,0.00239927,0.0544717,-0.0027236,-0.00658663,0.826107,0.1,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0351217,0.00223461,0.0751244,-0.00401229,-0.0080947,1.02054,0.12,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0350214,0.00203224,0.100638,-0.00530098,-0.00960277,1.21498,0.14,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0348888,0.00179217,0.131013,-0.00658966,-0.0111108,1.40942,0.16,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0347241,0.0015144,0.166248,-0.00787835,-0.0126189,1.60386,0.18,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0345271,0.00119893,0.206344,-0.00916704,-0.014127,1.79829,0.2,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.034298,0.000845751,0.251302,-0.0104557,-0.0156351,1.99273,0.22,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0340366,0.000454874,0.30112,-0.0117444,-0.0171431,2.18717,0.24,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.033743,2.62963e-05,0.355799,-0.0130331,-0.0186512,2.38161,0.26,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0334171,-0.000439984,0.41534,-0.0143218,-0.0201593,2.57604,0.28,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0330591,-0.000943965,0.479741,-0.0156105,-0.0216673,2.77048,0.3,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0326688,-0.00148565,0.549003,-0.0168992,-0.0231754,2.96492,0.32,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0322464,-0.00206503,0.623126,-0.0181879,-0.0246835,3.15936,0.34,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0317917,-0.00268212,0.70211,-0.0194765,-0.0261915,3.35379,0.36,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0313047,-0.00333691,0.785954,-0.0207652,-0.0276996,3.54823,0.38,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0307856,-0.0040294,0.87466,-0.0220539,-0.0292077,3.74267,0.4,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0302343,-0.00475959,0.968227,-0.0233426,-0.0307158,3.93711,0.42,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0296507,-0.00552749,1.06665,-0.0246313,-0.0322238,4.13154,0.44,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0290349,-0.00633308,1.16994,-0.02592,-0.0337319,4.32598,0.46,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0283869,-0.00717638,1.27809,-0.0272087,-0.03524,4.52042,0.48,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0277067,-0.00805738,1.3911,-0.0284974,-0.036748,4.71486,0.5,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0269943,-0.00897608,1.50897,-0.029786,-0.0382561,4.90929,0.52,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0262496,-0.00993248,1.63171,-0.0310747,-0.0397642,5.10373,0.54,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0254727,-0.0109266,1.7593,-0.0323634,-0.0412723,5.29817,0.56,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0246637,-0.0119584,1.89175,-0.0336521,-0.0427803,5.49261,0.58,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0238224,-0.0130279,2.02907,-0.0349408,-0.0442884,5.68704,0.6,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0229488,-0.0141351,2.17125,-0.0362295,-0.0457965,5.88148,0.62,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0220431,-0.01528,2.31828,-0.0375182,-0.0473045,6.07592,0.64,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0211051,-0.0164626,2.47018,-0.0388068,-0.0488126,6.27036,0.66,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.020135,-0.017683,2.62694,-0.0400955,-0.0503207,6.46479,0.68,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0191326,-0.018941,2.78856,-0.0413842,-0.0518288,6.65923,0.7,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.018098,-0.0202367,2.95504,-0.0426729,-0.0533368,6.85367,0.72,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0170312,-0.0215701,3.12638,-0.0439616,-0.0548449,7.04811,0.74,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0159321,-0.0229412,3.30259,-0.0452503,-0.056353,7.24254,0.76,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0148009,-0.0243501,3.48365,-0.046539,-0.057861,7.43698,0.78,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0136374,-0.0257966,3.66957,-0.0478276,-0.0593691,7.63142,0.8,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0124417,-0.0272808,3.86036,-0.0491163,-0.0608772,7.82586,0.82,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0112138,-0.0288027,4.05601,-0.050405,-0.0623853,8.0203,0.84,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00995366,-0.0303624,4.25651,-0.0516937,-0.0638933,8.21473,0.86,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00866132,-0.0319597,4.46188,-0.0529824,-0.0654014,8.40917,0.88,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00733676,-0.0335947,4.67211,-0.0542711,-0.0669095,8.60361,0.9,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00597998,-0.0352675,4.8872,-0.0555598,-0.0684175,8.79805,0.92,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00459099,-0.0369779,5.10715,-0.0568485,-0.0699256,8.99249,0.94,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00316977,-0.0387261,5.33196,-0.0581371,-0.0714337,9.18692,0.96,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.00171635,-0.0405119,5.56164,-0.0594258,-0.0729418,9.38136,0.98,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,0.0002307,-0.0423354,5.79617,-0.0607145,-0.0744498,9.5758,1,0.999808,-0.0148401,0.0127125,0.00121558,0,0,0,-0.00128716,-0.0441967,6.03557,-0.0620032,-0.0759579,9.77024
0.02,0.999808,-0.0148365,0.0127322,0.00122327,0.00321451,-0.000955052,0.000774541,0.0352018,0.00274092,0.0204818,0.00254013,-0.000470005,0.0484936,9.09415,-0.000184018,0.000823937,0.000547015,0.04,0.999809,-0.0147962,0.0127204,0.00123262,1.16618e-08,3.53788e-08,-5.2451e-09,0.0352653,0.00272917,0.0216942,8.05282e-05,-0.00334323,0.196987,0.06,0.999809,-0.0147962,0.0127204,0.00123262,2.92545e-18,-8.69169e-19,7.04891e-19,0.0352674,0.00264559,0.0266188,-0.00237679,-0.00620867,0.345481,0.08,0.999809,-0.0147962,0.0127204,0.00123262,9.65876e-39,2.9302e-38,-4.34418e-39,0.0352079,0.00249037,0.0352559,-0.0048341,-0.00907412,0.493975,0.1,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0350871,0.00226352,0.0476052,-0.00729141,-0.0119396,0.642468,0.12,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0349048,0.00196503,0.0636669,-0.00974873,-0.014805,0.790962,0.14,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0346611,0.00159491,0.083441,-0.012206,-0.0176705,0.939455,0.16,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0343559,0.00115314,0.106927,-0.0146634,-0.0205359,1.08795,0.18,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0339893,0.000639747,0.134126,-0.0171207,-0.0234014,1.23644,0.2,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0335613,5.47131e-05,0.165037,-0.019578,-0.0262668,1.38494,0.22,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0330719,-0.000601957,0.199661,-0.0220353,-0.0291322,1.53343,0.24,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.032521,-0.00133026,0.237996,-0.0244926,-0.0319977,1.68192,0.26,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0319087,-0.00213021,0.280044,-0.0269499,-0.0348631,1.83042,0.28,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0312349,-0.00300178,0.325805,-0.0294072,-0.0377286,1.97891,0.3,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0304998,-0.003945,0.375278,-0.0318645,-0.040594,2.1274,0.32,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0297031,-0.00495985,0.428463,-0.0343219,-0.0434595,2.2759,0.34,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0288451,-0.00604634,0.48536,-0.0367792,-0.0463249,2.42439,0.36,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0279256,-0.00720446,0.54597,-0.0392365,-0.0491904,2.57289,0.38,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0269447,-0.00843422,0.610292,-0.0416938,-0.0520558,2.72138,0.4,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0259024,-0.00973561,0.678327,-0.0441511,-0.0549213,2.86987,0.42,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0247986,-0.0111086,0.750073,-0.0466084,-0.0577867,3.01837,0.44,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0236334,-0.0125533,0.825532,-0.0490657,-0.0606521,3.16686,0.46,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0224067,-0.0140696,0.904704,-0.0515231,-0.0635176,3.31535,0.48,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0211186,-0.0156576,0.987588,-0.0539804,-0.066383,3.46385,0.5,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0197691,-0.0173171,1.07418,-0.0564377,-0.0692485,3.61234,0.52,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0183582,-0.0190483,1.16449,-0.058895,-0.0721139,3.76083,0.54,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0168858,-0.0208512,1.25851,-0.0613523,-0.0749794,3.90933,0.56,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.015352,-0.0227257,1.35625,-0.0638096,-0.0778448,4.05782,0.58,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0137568,-0.0246718,1.45769,-0.0662669,-0.0807103,4.20631,0.6,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.0121001,-0.0266896,1.56285,-0.0687242,-0.0835757,4.35481,0.62,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.010382,-0.0287789,1.67172,-0.0711816,-0.0864412,4.5033,0.64,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.00860245,-0.03094,1.7843,-0.0736389,-0.0893066,4.6518,0.66,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.00676148,-0.0331726,1.9006,-0.0760962,-0.0921721,4.80029,0.68,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.00485908,-0.0354769,2.0206,-0.0785535,-0.0950375,4.94878,0.7,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.00289524,-0.0378529,2.14432,-0.0810108,-0.097903,5.09728,0.72,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,0.00086997,-0.0403005,2.27176,-0.0834681,-0.100768,5.24577,0.74,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.00121673,-0.0428197,2.4029,-0.0859254,-0.103634,5.39426,0.76,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.00336487,-0.0454105,2.53776,-0.0883828,-0.106499,5.54276,0.78,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.00557444,-0.048073,2.67633,-0.0908401,-0.109365,5.69125,0.8,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.00784544,-0.0508071,2.81861,-0.0932974,-0.11223,5.83975,0.82,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0101779,-0.0536129,2.9646,-0.0957547,-0.115096,5.98824,0.84,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0125717,-0.0564903,3.11431,-0.098212,-0.117961,6.13673,0.86,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.015027,-0.0594393,3.26773,-0.100669,-0.120827,6.28523,0.88,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0175438,-0.06246,3.42486,-0.103127,-0.123692,6.43372,0.9,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0201219,-0.0655523,3.5857,-0.105584,-0.126557,6.58221,0.92,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0227615,-0.0687162,3.75025,-0.108041,-0.129423,6.73071,0.94,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0254626,-0.0719518,3.91852,-0.110499,-0.132288,6.8792,0.96,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.028225,-0.075259,4.0905,-0.112956,-0.135154,7.0277,0.98,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0310489,-0.0786378,4.26619,-0.115413,-0.138019,7.17619,1,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.0339343,-0.0820883,4.4456,-0.117871,-0.140885,7.32468,1.02,0.999809,-0.0147962,0.0127204,0.00123262,0,0,0,-0.036881,-0.0856104,4.62872,-0.120328,-0.14375,7.47318
0.04,0.999808,-0.0148303,0.0127253,0.00123089,0.000418187,-0.00135453,0.00237243,0.035326,0.00285978,0.0205389,0.00302999,-0.000185484,0.0486234,12.8082,0.00112666,0.00246605,-0.00213237,0.06,0.999809,-0.0148247,0.0127088,0.00126072,5.06614e-08,1.40977e-08,-9.67766e-10,0.0354017,0.00285514,0.0217545,-0.000432198,-0.00423046,0.157636,0.08,0.999809,-0.0148247,0.0127088,0.00126072,2.15087e-19,-6.96676e-19,1.22022e-18,0.0353909,0.00274938,0.0256954,-0.00388978,-0.008274,0.266649,0.1,0.999809,-0.0148247,0.0127088,0.00126072,1.34018e-38,3.72937e-39,-2.56009e-40,0.0352937,0.00254253,0.0323617,-0.00734736,-0.0123175,0.375662,0.12,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.03511,0.00223459,0.0417532,-0.0108049,-0.0163611,0.484675,0.14,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0348399,0.00182557,0.0538701,-0.0142625,-0.0204046,0.593688,0.16,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0344833,0.00131545,0.0687123,-0.0177201,-0.0244482,0.702701,0.18,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0340403,0.000704247,0.0862798,-0.0211777,-0.0284917,0.811714,0.2,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0335109,-8.04657e-06,0.106573,-0.0246353,-0.0325353,0.920727,0.22,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.032895,-0.000821428,0.129591,-0.0280928,-0.0365788,1.02974,0.24,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0321927,-0.0017359,0.155334,-0.0315504,-0.0406223,1.13875,0.26,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0314039,-0.00275146,0.183803,-0.035008,-0.0446659,1.24777,0.28,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0305287,-0.0038681,0.214997,-0.0384656,-0.0487094,1.35678,0.3,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0295671,-0.00508584,0.248917,-0.0419232,-0.052753,1.46579,0.32,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.028519,-0.00640466,0.285562,-0.0453807,-0.0567965,1.5748,0.34,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0273845,-0.00782458,0.324932,-0.0488383,-0.0608401,1.68382,0.36,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0261635,-0.00934558,0.367027,-0.0522959,-0.0648836,1.79283,0.38,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0248561,-0.0109677,0.411848,-0.0557535,-0.0689271,1.90184,0.4,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0234623,-0.0126908,0.459394,-0.0592111,-0.0729707,2.01086,0.42,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.021982,-0.0145151,0.509665,-0.0626686,-0.0770142,2.11987,0.44,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0204153,-0.0164405,0.562662,-0.0661262,-0.0810578,2.22888,0.46,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0187621,-0.0184669,0.618384,-0.0695838,-0.0851013,2.3379,0.48,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0170225,-0.0205944,0.676832,-0.0730414,-0.0891449,2.44691,0.5,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0151965,-0.0228231,0.738004,-0.0764989,-0.0931884,2.55592,0.52,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.013284,-0.0251528,0.801902,-0.0799565,-0.0972319,2.66493,0.54,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.0112851,-0.0275836,0.868526,-0.0834141,-0.101275,2.77395,0.56,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.00919976,-0.0301155,0.937874,-0.0868717,-0.105319,2.88296,0.58,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.00702797,-0.0327484,1.00995,-0.0903292,-0.109363,2.99197,0.6,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.00476974,-0.0354825,1.08475,-0.0937868,-0.113406,3.10099,0.62,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,0.00242507,-0.0383177,1.16227,-0.0972444,-0.11745,3.21,0.64,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-6.04196e-06,-0.0412539,1.24252,-0.100702,-0.121493,3.31901,0.66,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.00252359,-0.0442912,1.3255,-0.10416,-0.125537,3.42802,0.68,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.00512758,-0.0474296,1.4112,-0.107617,-0.12958,3.53704,0.7,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.00781801,-0.0506692,1.49962,-0.111075,-0.133624,3.64605,0.72,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0105949,-0.0540098,1.59078,-0.114532,-0.137667,3.75506,0.74,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0134582,-0.0574514,1.68465,-0.11799,-0.141711,3.86407,0.76,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0164079,-0.0609942,1.78125,-0.121447,-0.145754,3.97309,0.78,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0194441,-0.0646381,1.88058,-0.124905,-0.149798,4.0821,0.8,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0225667,-0.068383,1.98263,-0.128363,-0.153842,4.19111,0.82,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0257758,-0.0722291,2.08741,-0.13182,-0.157885,4.30013,0.84,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0290713,-0.0761762,2.19491,-0.135278,-0.161929,4.40914,0.86,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0324533,-0.0802244,2.30514,-0.138735,-0.165972,4.51815,0.88,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0359216,-0.0843737,2.4181,-0.142193,-0.170016,4.62717,0.9,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0394765,-0.0886241,2.53378,-0.14565,-0.174059,4.73618,0.92,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0431177,-0.0929756,2.65218,-0.149108,-0.178103,4.84519,0.94,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0468454,-0.0974282,2.77331,-0.152566,-0.182146,4.95421,0.96,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0506596,-0.101982,2.89717,-0.156023,-0.18619,5.06322,0.98,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0545601,-0.106637,3.02375,-0.159481,-0.190234,5.17223,1,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0585472,-0.111392,3.15305,-0.162938,-0.194277,5.28124,1.02,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0626206,-0.116249,3.28508,-0.166396,-0.198321,5.39026,1.04,0.999809,-0.0148247,0.0127088,0.00126072,0,0,0,-0.0667805,-0.121207,3.41984,-0.169853,-0.202364,5.49927
