t,cur_e0,cur_e1,cur_e2,cur_e3,cur_wx,cur_wy,cur_wz,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,input_1,input_2,input_3,input_4,t_pred_1,1e0,1e1,1e2,1e3,1wx,1wy,1wz,1x,1y,1z,1vx,1vy,1vz,t_pred_2,2e0,2e1,2e2,2e3,2wx,2wy,2wz,2x,2y,2z,2vx,2vy,2vz,t_pred_3,3e0,3e1,3e2,3e3,3wx,3wy,3wz,3x,3y,3z,3vx,3vy,3vz,t_pred_4,4e0,4e1,4e2,4e3,4wx,4wy,4wz,4x,4y,4z,4vx,4vy,4vz,t_pred_5,5e0,5e1,5e2,5e3,5wx,5wy,5wz,5x,5y,5z,5vx,5vy,5vz,t_pred_6,6e0,6e1,6e2,6e3,6wx,6wy,6wz,6x,6y,6z,6vx,6vy,6vz,t_pred_7,7e0,7e1,7e2,7e3,7wx,7wy,7wz,7x,7y,7z,7vx,7vy,7vz,t_pred_8,8e0,8e1,8e2,8e3,8wx,8wy,8wz,8x,8y,8z,8vx,8vy,8vz,t_pred_9,9e0,9e1,9e2,9e3,9wx,9wy,9wz,9x,9y,9z,9vx,9vy,9vz,t_pred_10,10e0,10e1,10e2,10e3,10wx,10wy,10wz,10x,10y,10z,10vx,10vy,10vz,t_pred_11,11e0,11e1,11e2,11e3,11wx,11wy,11wz,11x,11y,11z,11vx,11vy,11vz,t_pred_12,12e0,12e1,12e2,12e3,12wx,12wy,12wz,12x,12y,12z,12vx,12vy,12vz,t_pred_13,13e0,13e1,13e2,13e3,13wx,13wy,13wz,13x,13y,13z,13vx,13vy,13vz,t_pred_14,14e0,14e1,14e2,14e3,14wx,14wy,14wz,14x,14y,14z,14vx,14vy,14vz,t_pred_15,15e0,15e1,15e2,15e3,15wx,15wy,15wz,15x,15y,15z,15vx,15vy,15vz,t_pred_16,16e0,16e1,16e2,16e3,16wx,16wy,16wz,16x,16y,16z,16vx,16vy,16vz,t_pred_17,17e0,17e1,17e2,17e3,17wx,17wy,17wz,17x,17y,17z,17vx,17vy,17vz,t_pred_18,18e0,18e1,18e2,18e3,18wx,18wy,18wz,18x,18y,18z,18vx,18vy,18vz,t_pred_19,19e0,19e1,19e2,19e3,19wx,19wy,19wz,19x,19y,19z,19vx,19vy,19vz,t_pred_20,20e0,20e1,20e2,20e3,20wx,20wy,20wz,20x,20y,20z,20vx,20vy,20vz,t_pred_21,21e0,21e1,21e2,21e3,21wx,21wy,21wz,21x,21y,21z,21vx,21vy,21vz,t_pred_22,22e0,22e1,22e2,22e3,22wx,22wy,22wz,22x,22y,22z,22vx,22vy,22vz,t_pred_23,23e0,23e1,23e2,23e3,23wx,23wy,23wz,23x,23y,23z,23vx,23vy,23vz,t_pred_24,24e0,24e1,24e2,24e3,24wx,24wy,24wz,24x,24y,24z,24vx,24vy,24vz,t_pred_25,25e0,25e1,25e2,25e3,25wx,25wy,25wz,25x,25y,25z,25vx,25vy,25vz,t_pred_26,26e0,26e1,26e2,26e3,26wx,26wy,26wz,26x,26y,26z,26vx,26vy,26vz,t_pred_27,27e0,27e1,27e2,27e3,27wx,27wy,27wz,27x,27y,27z,27vx,27vy,27vz,t_pred_28,28e0,28e1,28e2,28e3,28wx,28wy,28wz,28x,28y,28z,28vx,28vy,28vz,t_pred_29,29e0,29e1,29e2,29e3,29wx,29wy,29wz,29x,29y,29z,29vx,29vy,29vz,t_pred_30,30e0,30e1,30e2,30e3,30wx,30wy,30wz,30x,30y,30z,30vx,30vy,30vz,t_pred_31,31e0,31e1,31e2,31e3,31wx,31wy,31wz,31x,31y,31z,31vx,31vy,31vz,t_pred_32,32e0,32e1,32e2,32e3,32wx,32wy,32wz,32x,32y,32z,32vx,32vy,32vz,t_pred_33,33e0,33e1,33e2,33e3,33wx,33wy,33wz,33x,33y,33z,33vx,33vy,33vz,t_pred_34,34e0,34e1,34e2,34e3,34wx,34wy,34wz,34x,34y,34z,34vx,34vy,34vz,t_pred_35,35e0,35e1,35e2,35e3,35wx,35wy,35wz,35x,35y,35z,35vx,35vy,35vz,t_pred_36,36e0,36e1,36e2,36e3,36wx,36wy,36wz,36x,36y,36z,36vx,36vy,36vz,t_pred_37,37e0,37e1,37e2,37e3,37wx,37wy,37wz,37x,37y,37z,37vx,37vy,37vz,t_pred_38,38e0,38e1,38e2,38e3,38wx,38wy,38wz,38x,38y,38z,38vx,38vy,38vz,t_pred_39,39e0,39e1,39e2,39e3,39wx,39wy,39wz,39x,39y,39z,39vx,39vy,39vz,t_pred_40,40e0,40e1,40e2,40e3,40wx,40wy,40wz,40x,40y,40z,40vx,40vy,40vz,t_pred_41,41e0,41e1,41e2,41e3,41wx,41wy,41wz,41x,41y,41z,41vx,41vy,41vz,t_pred_42,42e0,42e1,42e2,42e3,42wx,42wy,42wz,42x,42y,42z,42vx,42vy,42vz,t_pred_43,43e0,43e1,43e2,43e3,43wx,43wy,43wz,43x,43y,43z,43vx,43vy,43vz,t_pred_44,44e0,44e1,44e2,44e3,44wx,44wy,44wz,44x,44y,44z,44vx,44vy,44vz,t_pred_45,45e0,45e1,45e2,45e3,45wx,45wy,45wz,45x,45y,45z,45vx,45vy,45vz,t_pred_46,46e0,46e1,46e2,46e3,46wx,46wy,46wz,46x,46y,46z,46vx,46vy,46vz,t_pred_47,47e0,47e1,47e2,47e3,47wx,47wy,47wz,47x,47y,47z,47vx,47vy,47vz,t_pred_48,48e0,48e1,48e2,48e3,48wx,48wy,48wz,48x,48y,48z,48vx,48vy,48vz,t_pred_49,49e0,49e1,49e2,49e3,49wx,49wy,49wz,49x,49y,49z,49vx,49vy,49vz,t_pred_50,50e0,50e1,50e2,50e3,50wx,50wy,50wz,50x,50y,50z,50vx,50vy,50vz
0,0.999787,-0.0204526,0.00214765,-0.00162687,0.000809143,0.00109904,0.000323993,0.0478447,-0.0141264,0.0209252,-0.0148724,-0.00425012,0.0617726,4.51074,0.000717351,-0.00291984,0.00147288,0.02,0.999787,-0.0204424,0.00216146,-0.00162312,0.000717351,-0.00291984,0.00147288,0.0474729,-0.0142327,0.0224696,-0.0150817,-0.00621227,0.258993,0.04,0.999788,-0.0204335,0.00212533,-0.00160399,0.000717351,-0.00291984,0.00147288,0.0470958,-0.014388,0.0289444,-0.0152923,-0.00817344,0.456213,0.06,0.999788,-0.0204245,0.0020892,-0.00158485,0.000717351,-0.00291984,0.00147288,0.0467135,-0.0145923,0.0403497,-0.0154994,-0.0101338,0.653433,0.08,0.999788,-0.0204156,0.00205307,-0.00156572,0.000717351,-0.00291984,0.00147288,0.046326,-0.0148457,0.0566855,-0.0157029,-0.0120932,0.850653,0.1,0.999789,-0.0204066,0.00201694,-0.00154659,0.000717351,-0.00291984,0.00147288,0.0459335,-0.015148,0.0779518,-0.015903,-0.0140519,1.04787,0.12,0.999789,-0.0203977,0.00198081,-0.00152745,0.000717351,-0.00291984,0.00147288,0.0455359,-0.0154993,0.104149,-0.0160996,-0.0160096,1.24509,0.14,0.999789,-0.0203887,0.00194469,-0.00150832,0.000717351,-0.00291984,0.00147288,0.0451334,-0.0158996,0.135276,-0.0162926,-0.0179666,1.44231,0.16,0.999789,-0.0203798,0.00190856,-0.00148919,0.000717351,-0.00291984,0.00147288,0.0447261,-0.0163487,0.171334,-0.0164822,-0.0199226,1.63953,0.18,0.99979,-0.0203708,0.00187243,-0.00147005,0.000717351,-0.00291984,0.00147288,0.044314,-0.0168468,0.212322,-0.0166682,-0.0218779,1.83675,0.2,0.99979,-0.0203619,0.0018363,-0.00145092,0.000717351,-0.00291984,0.00147288,0.0438973,-0.0173937,0.258241,-0.0168508,-0.0238323,2.03397,0.22,0.99979,-0.0203529,0.00180017,-0.00143178,0.000717351,-0.00291984,0.00147288,0.0434761,-0.0179895,0.30909,-0.0170298,-0.0257858,2.23119,0.24,0.99979,-0.020344,0.00176404,-0.00141265,0.000717351,-0.00291984,0.00147288,0.0430503,-0.0186342,0.36487,-0.0172053,-0.0277385,2.42841,0.26,0.999791,-0.0203351,0.00172791,-0.00139352,0.000717351,-0.00291984,0.00147288,0.0426202,-0.0193276,0.42558,-0.0173773,-0.0296903,2.62563,0.28,0.999791,-0.0203261,0.00169179,-0.00137438,0.000717351,-0.00291984,0.00147288,0.0421857,-0.0200699,0.491221,-0.0175459,-0.0316413,2.82285,0.3,0.999791,-0.0203172,0.00165566,-0.00135525,0.000717351,-0.00291984,0.00147288,0.0417471,-0.0208609,0.561793,-0.0177109,-0.0335914,3.02007,0.32,0.999792,-0.0203082,0.00161953,-0.00133611,0.000717351,-0.00291984,0.00147288,0.0413043,-0.0217007,0.637294,-0.0178724,-0.0355407,3.21729,0.34,0.999792,-0.0202993,0.0015834,-0.00131698,0.000717351,-0.00291984,0.00147288,0.0408575,-0.0225892,0.717727,-0.0180304,-0.0374891,3.41451,0.36,0.999792,-0.0202903,0.00154727,-0.00129785,0.000717351,-0.00291984,0.00147288,0.0404068,-0.0235265,0.803089,-0.0181849,-0.0394367,3.61173,0.38,0.999792,-0.0202814,0.00151114,-0.00127871,0.000717351,-0.00291984,0.00147288,0.0399521,-0.0245124,0.893383,-0.0183359,-0.0413834,3.80895,0.4,0.999793,-0.0202724,0.00147502,-0.00125958,0.000717351,-0.00291984,0.00147288,0.0394937,-0.025547,0.988606,-0.0184834,-0.0433293,4.00617,0.42,0.999793,-0.0202635,0.00143889,-0.00124044,0.000717351,-0.00291984,0.00147288,0.0390316,-0.0266302,1.08876,-0.0186273,-0.0452743,4.20339,0.44,0.999793,-0.0202545,0.00140276,-0.00122131,0.000717351,-0.00291984,0.00147288,0.038566,-0.0277621,1.19385,-0.0187678,-0.0472185,4.40061,0.46,0.999793,-0.0202456,0.00136663,-0.00120218,0.000717351,-0.00291984,0.00147288,0.0380968,-0.0289425,1.30386,-0.0189048,-0.0491619,4.59783,0.48,0.999794,-0.0202366,0.0013305,-0.00118304,0.000717351,-0.00291984,0.00147288,0.0376241,-0.0301716,1.41881,-0.0190383,-0.0511043,4.79505,0.5,0.999794,-0.0202277,0.00129437,-0.00116391,0.000717351,-0.00291984,0.00147288,0.0371482,-0.0314492,1.53868,-0.0191682,-0.053046,4.99226,0.52,0.999794,-0.0202188,0.00125825,-0.00114478,0.000717351,-0.00291984,0.00147288,0.036669,-0.0327753,1.66349,-0.0192947,-0.0549867,5.18948,0.54,0.999794,-0.0202098,0.00122212,-0.00112564,0.000717351,-0.00291984,0.00147288,0.0361866,-0.03415,1.79323,-0.0194176,-0.0569266,5.3867,0.56,0.999795,-0.0202009,0.00118599,-0.00110651,0.000717351,-0.00291984,0.00147288,0.0357012,-0.0355732,1.92789,-0.0195371,-0.0588657,5.58392,0.58,0.999795,-0.0201919,0.00114986,-0.00108737,0.000717351,-0.00291984,0.00147288,0.0352127,-0.0370448,2.06749,-0.019653,-0.0608039,5.78114,0.6,0.999795,-0.020183,0.00111373,-0.00106824,0.000717351,-0.00291984,0.00147288,0.0347214,-0.0385649,2.21202,-0.0197655,-0.0627413,5.97836,0.62,0.999795,-0.020174,0.0010776,-0.00104911,0.000717351,-0.00291984,0.00147288,0.0342273,-0.0401334,2.36148,-0.0198744,-0.0646778,6.17558,0.64,0.999796,-0.0201651,0.00104147,-0.00102997,0.000717351,-0.00291984,0.00147288,0.0337304,-0.0417504,2.51587,-0.0199798,-0.0666135,6.3728,0.66,0.999796,-0.0201561,0.00100535,-0.00101084,0.000717351,-0.00291984,0.00147288,0.0332309,-0.0434157,2.67519,-0.0200818,-0.0685483,6.57002,0.68,0.999796,-0.0201472,0.000969218,-0.000991704,0.000717351,-0.00291984,0.00147288,0.0327289,-0.0451294,2.83944,-0.0201802,-0.0704822,6.76723,0.7,0.999796,-0.0201382,0.000933089,-0.00097257,0.000717351,-0.00291984,0.00147288,0.0322244,-0.0468915,3.00862,-0.0202751,-0.0724153,6.96445,0.72,0.999797,-0.0201293,0.000896961,-0.000953436,0.000717351,-0.00291984,0.00147288,0.0317175,-0.0487018,3.18273,-0.0203665,-0.0743476,7.16167,0.74,0.999797,-0.0201203,0.000860832,-0.000934302,0.000717351,-0.00291984,0.00147288,0.0312083,-0.0505605,3.36177,-0.0204544,-0.076279,7.35889,0.76,0.999797,-0.0201114,0.000824704,-0.000915168,0.000717351,-0.00291984,0.00147288,0.030697,-0.0524675,3.54574,-0.0205388,-0.0782095,7.55611,0.78,0.999797,-0.0201024,0.000788575,-0.000896034,0.000717351,-0.00291984,0.00147288,0.0301835,-0.0544228,3.73465,-0.0206197,-0.0801392,7.75333,0.8,0.999797,-0.0200935,0.000752447,-0.000876901,0.000717351,-0.00291984,0.00147288,0.029668,-0.0564262,3.92848,-0.0206971,-0.0820681,7.95055,0.82,0.999798,-0.0200846,0.000716318,-0.000857767,0.000717351,-0.00291984,0.00147288,0.0291506,-0.0584779,4.12724,-0.020771,-0.083996,8.14776,0.84,0.999798,-0.0200756,0.00068019,-0.000838633,0.000717351,-0.00291984,0.00147288,0.0286313,-0.0605778,4.33094,-0.0208414,-0.0859232,8.34498,0.86,0.999798,-0.0200667,0.000644061,-0.000819499,0.000717351,-0.00291984,0.00147288,0.0281103,-0.0627259,4.53956,-0.0209083,-0.0878495,8.5422,0.88,0.999798,-0.0200577,0.000607932,-0.000800365,0.000717351,-0.00291984,0.00147288,0.0275876,-0.0649221,4.75312,-0.0209717,-0.0897749,8.73942,0.9,0.999799,-0.0200488,0.000571804,-0.000781231,0.000717351,-0.00291984,0.00147288,0.0270633,-0.0671665,4.9716,-0.0210315,-0.0916994,8.93664,0.92,0.999799,-0.0200398,0.000535675,-0.000762097,0.000717351,-0.00291984,0.00147288,0.0265375,-0.069459,5.19502,-0.0210879,-0.0936232,9.13385,0.94,0.999799,-0.0200309,0.000499547,-0.000742963,0.000717351,-0.00291984,0.00147288,0.0260103,-0.0717996,5.42337,-0.0211408,-0.095546,9.33107,0.96,0.999799,-0.0200219,0.000463418,-0.000723829,0.000717351,-0.00291984,0.00147288,0.0254818,-0.0741882,5.65664,-0.0211901,-0.097468,9.52829,0.98,0.999799,-0.020013,0.00042729,-0.000704695,0.000717351,-0.00291984,0.00147288,0.024952,-0.0766249,5.89485,-0.021236,-0.0993892,9.72551,1,0.9998,-0.020004,0.000391161,-0.000685561,0.000717351,-0.00291984,0.00147288,0.0244211,-0.0791097,6.13799,-0.0212784,-0.101309,9.92273
0.02,0.999787,-0.0204467,0.00214312,-0.00163135,0.00134178,-0.000498857,-0.00100759,0.047847,-0.0140699,0.0208181,-0.0149588,-0.00470362,0.0617204,8.14245,0.00343047,0.00107461,-0.0022566,0.04,0.999788,-0.02043,0.0021366,-0.00164385,0.00343047,0.00107461,-0.0022566,0.0474731,-0.0141875,0.0223611,-0.0153358,-0.00824452,0.220338,0.06,0.999788,-0.0203871,0.00214939,-0.00167242,0.00343047,0.00107461,-0.0022566,0.0470897,-0.0143936,0.0278696,-0.0157117,-0.0117825,0.378956,0.08,0.999789,-0.0203443,0.00216217,-0.00170099,0.00343047,0.00107461,-0.0022566,0.0466969,-0.0146882,0.0373435,-0.0160899,-0.0153131,0.537573,0.1,0.99979,-0.0203015,0.00217495,-0.00172955,0.00343047,0.00107461,-0.0022566,0.0462946,-0.015071,0.0507828,-0.0164704,-0.0188362,0.69619,0.12,0.999791,-0.0202586,0.00218773,-0.00175812,0.00343047,0.00107461,-0.0022566,0.0458829,-0.0155419,0.0681875,-0.0168532,-0.022352,0.854807,0.14,0.999792,-0.0202158,0.00220052,-0.00178669,0.00343047,0.00107461,-0.0022566,0.0454616,-0.0161007,0.0895577,-0.0172383,-0.0258602,1.01342,0.16,0.999792,-0.020173,0.0022133,-0.00181526,0.00343047,0.00107461,-0.0022566,0.0450306,-0.0167472,0.114893,-0.0176257,-0.0293611,1.17204,0.18,0.999793,-0.0201301,0.00222608,-0.00184383,0.00343047,0.00107461,-0.0022566,0.04459,-0.0174812,0.144194,-0.0180154,-0.0328545,1.33065,0.2,0.999794,-0.0200873,0.00223887,-0.00187239,0.00343047,0.00107461,-0.0022566,0.0441396,-0.0183026,0.177461,-0.0184074,-0.0363405,1.48927,0.22,0.999795,-0.0200445,0.00225165,-0.00190096,0.00343047,0.00107461,-0.0022566,0.0436794,-0.0192111,0.214692,-0.0188017,-0.039819,1.64789,0.24,0.999795,-0.0200016,0.00226443,-0.00192953,0.00343047,0.00107461,-0.0022566,0.0432093,-0.0202066,0.25589,-0.0191983,-0.0432902,1.8065,0.26,0.999796,-0.0199588,0.00227721,-0.0019581,0.00343047,0.00107461,-0.0022566,0.0427294,-0.0212888,0.301052,-0.0195972,-0.0467538,1.96512,0.28,0.999797,-0.019916,0.00229,-0.00198666,0.00343047,0.00107461,-0.0022566,0.0422394,-0.0224577,0.35018,-0.0199984,-0.0502101,2.12373,0.3,0.999798,-0.0198731,0.00230278,-0.00201523,0.00343047,0.00107461,-0.0022566,0.0417395,-0.0237129,0.403273,-0.0204019,-0.0536589,2.28234,0.32,0.999799,-0.0198303,0.00231556,-0.0020438,0.00343047,0.00107461,-0.0022566,0.0412294,-0.0250544,0.460332,-0.0208077,-0.0571003,2.44096,0.34,0.999799,-0.0197875,0.00232835,-0.00207237,0.00343047,0.00107461,-0.0022566,0.0407092,-0.0264819,0.521356,-0.0212158,-0.0605343,2.59957,0.36,0.9998,-0.0197446,0.00234113,-0.00210093,0.00343047,0.00107461,-0.0022566,0.0401789,-0.0279953,0.586345,-0.0216262,-0.0639608,2.75818,0.38,0.999801,-0.0197018,0.00235391,-0.0021295,0.00343047,0.00107461,-0.0022566,0.0396382,-0.0295943,0.6553,-0.0220389,-0.0673799,2.9168,0.4,0.999802,-0.019659,0.00236669,-0.00215807,0.00343047,0.00107461,-0.0022566,0.0390872,-0.0312788,0.728219,-0.0224539,-0.0707916,3.07541,0.42,0.999802,-0.0196161,0.00237948,-0.00218663,0.00343047,0.00107461,-0.0022566,0.0385259,-0.0330486,0.805105,-0.0228711,-0.0741958,3.23402,0.44,0.999803,-0.0195733,0.00239226,-0.0022152,0.00343047,0.00107461,-0.0022566,0.0379541,-0.0349035,0.885955,-0.0232907,-0.0775926,3.39263,0.46,0.999804,-0.0195305,0.00240504,-0.00224377,0.00343047,0.00107461,-0.0022566,0.0373718,-0.0368433,0.970771,-0.0237126,-0.080982,3.55125,0.48,0.999805,-0.0194876,0.00241783,-0.00227234,0.00343047,0.00107461,-0.0022566,0.036779,-0.0388679,1.05955,-0.0241368,-0.0843639,3.70986,0.5,0.999805,-0.0194448,0.00243061,-0.0023009,0.00343047,0.00107461,-0.0022566,0.0361756,-0.0409769,1.1523,-0.0245632,-0.0877384,3.86847,0.52,0.999806,-0.019402,0.00244339,-0.00232947,0.00343047,0.00107461,-0.0022566,0.0355615,-0.0431704,1.24901,-0.024992,-0.0911054,4.02708,0.54,0.999807,-0.0193591,0.00245617,-0.00235804,0.00343047,0.00107461,-0.0022566,0.0349367,-0.045448,1.34969,-0.025423,-0.0944651,4.18569,0.56,0.999807,-0.0193163,0.00246896,-0.00238661,0.00343047,0.00107461,-0.0022566,0.0343011,-0.0478097,1.45433,-0.0258564,-0.0978173,4.3443,0.58,0.999808,-0.0192734,0.00248174,-0.00241517,0.00343047,0.00107461,-0.0022566,0.0336547,-0.0502551,1.56294,-0.026292,-0.101162,4.50291,0.6,0.999809,-0.0192306,0.00249452,-0.00244374,0.00343047,0.00107461,-0.0022566,0.0329974,-0.0527841,1.67551,-0.0267299,-0.104499,4.66152,0.62,0.99981,-0.0191878,0.00250731,-0.00247231,0.00343047,0.00107461,-0.0022566,0.0323292,-0.0553966,1.79205,-0.0271702,-0.107829,4.82013,0.64,0.99981,-0.0191449,0.00252009,-0.00250088,0.00343047,0.00107461,-0.0022566,0.0316499,-0.0580924,1.91255,-0.0276127,-0.111152,4.97874,0.66,0.999811,-0.0191021,0.00253287,-0.00252944,0.00343047,0.00107461,-0.0022566,0.0309596,-0.0608712,2.03702,-0.0280575,-0.114467,5.13735,0.68,0.999812,-0.0190593,0.00254565,-0.00255801,0.00343047,0.00107461,-0.0022566,0.0302582,-0.0637328,2.16545,-0.0285046,-0.117774,5.29596,0.7,0.999813,-0.0190164,0.00255844,-0.00258658,0.00343047,0.00107461,-0.0022566,0.0295456,-0.0666772,2.29785,-0.0289539,-0.121074,5.45457,0.72,0.999813,-0.0189736,0.00257122,-0.00261515,0.00343047,0.00107461,-0.0022566,0.0288217,-0.069704,2.43422,-0.0294056,-0.124367,5.61317,0.74,0.999814,-0.0189308,0.002584,-0.00264371,0.00343047,0.00107461,-0.0022566,0.0280866,-0.0728132,2.57455,-0.0298596,-0.127652,5.77178,0.76,0.999815,-0.0188879,0.00259679,-0.00267228,0.00343047,0.00107461,-0.0022566,0.0273401,-0.0760045,2.71884,-0.0303158,-0.13093,5.93039,0.78,0.999815,-0.0188451,0.00260957,-0.00270085,0.00343047,0.00107461,-0.0022566,0.0265822,-0.0792778,2.8671,-0.0307744,-0.134201,6.089,0.8,0.999816,-0.0188023,0.00262235,-0.00272941,0.00343047,0.00107461,-0.0022566,0.0258128,-0.0826328,3.01933,-0.0312352,-0.137464,6.2476,0.82,0.999817,-0.0187594,0.00263513,-0.00275798,0.00343047,0.00107461,-0.0022566,0.025032,-0.0860694,3.17552,-0.0316983,-0.140719,6.40621,0.84,0.999817,-0.0187166,0.00264792,-0.00278655,0.00343047,0.00107461,-0.0022566,0.0242395,-0.0895874,3.33567,-0.0321637,-0.143967,6.56482,0.86,0.999818,-0.0186737,0.0026607,-0.00281512,0.00343047,0.00107461,-0.0022566,0.0234354,-0.0931865,3.49979,-0.0326314,-0.147208,6.72342,0.88,0.999819,-0.0186309,0.00267348,-0.00284368,0.00343047,0.00107461,-0.0022566,0.0226196,-0.0968667,3.66788,-0.0331014,-0.150441,6.88203,0.9,0.999819,-0.0185881,0.00268626,-0.00287225,0.00343047,0.00107461,-0.0022566,0.0217921,-0.100628,3.83993,-0.0335736,-0.153667,7.04064,0.92,0.99982,-0.0185452,0.00269905,-0.00290082,0.00343047,0.00107461,-0.0022566,0.0209527,-0.104469,4.01594,-0.0340482,-0.156885,7.19924,0.94,0.999821,-0.0185024,0.00271183,-0.00292939,0.00343047,0.00107461,-0.0022566,0.0201015,-0.108392,4.19592,-0.034525,-0.160096,7.35785,0.96,0.999821,-0.0184596,0.00272461,-0.00295795,0.00343047,0.00107461,-0.0022566,0.0192384,-0.112394,4.37987,-0.0350041,-0.1633,7.51645,0.98,0.999822,-0.0184167,0.00273739,-0.00298652,0.00343047,0.00107461,-0.0022566,0.0183633,-0.116476,4.56778,-0.0354855,-0.166496,7.67506,1,0.999823,-0.0183739,0.00275018,-0.00301509,0.00343047,0.00107461,-0.0022566,0.0174762,-0.120639,4.75966,-0.0359692,-0.169684,7.83366,1.02,0.999824,-0.0183311,0.00276296,-0.00304366,0.00343047,0.00107461,-0.0022566,0.0165769,-0.124881,4.9555,-0.0364551,-0.172865,7.99227
