t,cur_e0, cur_e1, cur_e2, cur_e3,cur_wx, cur_wy, cur_wz,cur_x, cur_y, cur_z,cur_vx, cur_vy, cur_vz,t_pred,input_1, input_2, input_3, input_4,pred_e0, pred_e1, pred_e2, pred_e3,pred_wx, pred_wy, pred_wz,pred_x, pred_y, pred_z,pred_vx, pred_vy, pred_vz
6.77999,0.999894,-0.0144451,0.00152838,-0.00127277,0.000319141,0.00441096,0.00548291,0.0729817,-0.00947097,-0.00278307,-0.00381223,-0.00067775,0.0211067,6.79999,36.4106,0.0188188,0.00556804,-0.00134202,0.999894,-0.0144434,0.00155082,-0.00124567,6.6508,0.816514,0.00798809,0.0729436,-0.00947775,-0.002572,-0.00429149,-0.00515286,-0.0357
6.79999,0.999894,-0.0144066,0.00155135,-0.00126828,0.0021857,-0.000116244,-0.000242889,0.0726934,-0.00909309,-0.00291221,-0.00494933,0.000841284,0.0204057,6.81999,32.6904,-0.00897948,0.0278498,-0.0109553,0.999894,-0.0143957,0.00155073,-0.00126951,1.08055,5.28842,-1.85974,0.0726439,-0.00908467,-0.00270815,-0.00538598,-0.00316591,-0.0205776
6.81999,0.999895,-0.0143879,0.00152226,-0.00126054,0.00311779,-0.0034452,0.00281976,0.0725068,-0.00885509,-0.00299553,-0.00548507,0.000716978,0.020604,6.83999,31.3476,0.026114,0.000315581,-0.0231498,0.999895,-0.0143723,0.00150522,-0.00124622,8.10504,-0.168112,-4.36854,0.0724519,-0.00884792,-0.00278949,-0.00589599,-0.00312063,-0.0146677
6.83999,0.999895,-0.0143852,0.0015105,-0.00124941,0.000455749,-0.00304677,0.002822,0.0724432,-0.00878165,-0.00301166,-0.00564065,0.000707595,0.0207206,6.85999,37.2504,0.0157758,-0.0062419,0.0127687,0.999895,-0.0143829,0.00149547,-0.00123509,6.02892,-1.58311,2.79013,0.0723868,-0.00877458,-0.00280445,-0.00612517,-0.00385178,-0.0396588
6.85999,0.999895,-0.0143474,0.001502,-0.00123748,0.000322579,-0.00118254,-0.00170537,0.0721113,-0.00844424,-0.00302133,-0.0063673,0.00047249,0.0207341,6.87999,34.4794,-0.00912634,0.0178504,-0.0101843,0.999895,-0.0143458,0.00149596,-0.00124592,1.04232,3.29631,-1.7407,0.0720477,-0.00843952,-0.00281399,-0.00681321,-0.00373664,-0.0278591
6.87999,0.999895,-0.0143322,0.00149189,-0.00126144,0.000988379,-0.00224781,-0.00277063,0.0717199,-0.00810077,-0.00286375,-0.00691063,0.00104222,0.0215517,6.89999,35.5243,0.000860009,0.0208937,0.00100233,0.999895,-0.0143272,0.00148044,-0.00127513,3.03222,3.87729,0.512853,0.0716508,-0.00809035,-0.00264823,-0.00736709,-0.00328987,-0.0314865
6.89999,0.999895,-0.0143286,0.00148778,-0.00126464,0.000722052,-0.00104939,-0.000773252,0.0716518,-0.00804471,-0.00282177,-0.00702858,0.0011407,0.0214565,6.91999,38.6517,0.0135689,0.000907266,0.0178565,0.999896,-0.014325,0.00148247,-0.00126844,5.57296,-0.163831,3.83046,0.0715815,-0.0080333,-0.0026072,-0.00752389,-0.00357159,-0.0448841
6.91999,0.999896,-0.0143232,0.00148829,-0.00125515,-0.000343205,-0.00064992,0.00175675,0.0715165,-0.00793281,-0.00272855,-0.00714871,0.00147933,0.0212702,6.93999,34.9971,-0.0049365,-0.016209,-0.0404064,0.999896,-0.0143249,0.00148517,-0.00124632,1.89078,-3.42458,-7.87734,0.071445,-0.00791801,-0.00251584,-0.0075973,-0.00278579,-0.0295255
6.93999,0.999896,-0.0143012,0.0015189,-0.001254,0.00285259,0.0030785,0.00109096,0.0711749,-0.00765225,-0.00245904,-0.00775351,0.00232078,0.0211055,6.95999,37.2855,-0.00466904,0.0236083,0.00749794,0.999896,-0.0142869,0.00153435,-0.00124879,1.91742,4.3948,1.81631,0.0710974,-0.00762904,-0.00224799,-0.00824113,-0.00221624,-0.0394241
6.95999,0.999896,-0.0142921,0.00154108,-0.00124571,-7.52299e-05,0.00121302,0.0013572,0.0708668,-0.00727536,-0.00258455,-0.00827069,0.00291421,0.020736,6.97999,36.4724,0.013123,0.0143642,-0.0216841,0.999896,-0.0142925,0.00154724,-0.00123901,5.48465,2.62961,-4.04215,0.0707841,-0.00724621,-0.00237719,-0.00875452,-0.00152107,-0.0363351
6.97999,0.999896,-0.0142993,0.00154685,-0.001247,-0.00193986,0.00147934,-0.000116471,0.0708031,-0.00719833,-0.00261363,-0.00839677,0.00303818,0.0204712,6.99999,36.2015,-0.00864562,-0.0241364,0.0110507,0.999896,-0.0143089,0.00155425,-0.00124767,1.13239,-5.16988,2.38759,0.0707191,-0.00716795,-0.00240892,-0.00887879,-0.00136633,-0.0354474
6.99999,0.999896,-0.0143039,0.00154939,-0.00124306,-0.000475129,0.00187882,0.00201405,0.0706768,-0.00704678,-0.00265885,-0.00845998,0.00329559,0.0205133,7.01999,35.5426,0.00423554,-0.0111966,0.0501784,0.999896,-0.0143063,0.00155893,-0.00123312,3.69124,-2.69144,10.2525,0.0705922,-0.00701382,-0.00245372,-0.00893398,-0.00103018,-0.0326026
7.01999,0.999896,-0.0143007,0.00151971,-0.00125792,-0.00100714,-0.00278199,0.00068245,0.0703589,-0.00663867,-0.00284909,-0.00903242,0.00386141,0.0208825,7.03999,32.3054,-0.0022067,0.0183737,-0.00857974,0.999896,-0.0143058,0.00150585,-0.0012543,2.41624,3.39443,-1.41233,0.0702685,-0.00660005,-0.00264026,-0.00945515,-6.94925e-05,-0.018464
7.03999,0.999896,-0.0143052,0.00151162,-0.00126846,-0.000873989,0.0010796,0.00188087,0.0701637,-0.00639738,-0.0028975,-0.00945987,0.00426149,0.0210328,7.05999,35.6683,0.0114858,0.0072516,0.010109,0.999896,-0.0143096,0.00151716,-0.00125913,5.15265,1.12187,2.29947,0.0700691,-0.00635476,-0.00268717,-0.0099242,-7.99689e-05,-0.0326178
7.05999,0.999896,-0.0143076,0.00152478,-0.00126829,-0.000740828,0.00334328,0.000282982,0.0700965,-0.00631902,-0.00290356,-0.00955537,0.00428046,0.0209386,7.07999,36.4586,0.00702369,-0.000370591,-0.031728,0.999896,-0.0143113,0.00154151,-0.00126711,4.27437,-0.286462,-6.09022,0.0700009,-0.00627621,-0.00269417,-0.0100341,-0.000157925,-0.0360735
7.07999,0.999896,-0.0142854,0.00152457,-0.00126954,0.00272129,-0.00171673,0.000682449,0.0698268,-0.00600815,-0.00288767,-0.0095195,0.00491618,0.0208288,7.09999,32.7025,-0.0203009,0.0216591,-0.00227011,0.999896,-0.0142718,0.00151602,-0.00126603,-1.20874,4.02783,-0.144402,0.0697316,-0.00595899,-0.00267938,-0.00994882,0.000941232,-0.0202067
7.09999,0.999896,-0.0142824,0.0014955,-0.00125518,-0.00167256,1.36183e-05,-0.000915489,0.0695227,-0.00563392,-0.00290895,-0.00996499,0.00464471,0.0213916,7.11999,32.9701,0.0118096,0.0107359,-0.0256505,0.999896,-0.0142907,0.00149551,-0.00125975,5.22183,1.92412,-4.84436,0.0694231,-0.00558748,-0.00269503,-0.0103896,0.000638066,-0.0207825
7.11999,0.999894,-0.0144286,0.00147948,-0.00128912,0.00365322,-0.000786516,-0.000915499,0.0692993,-0.0053109,-0.00289661,-0.0101796,0.00805577,0.0211112,7.13999,33.4374,0.0149974,0.0262987,-0.0119376,0.999894,-0.0144103,0.00147546,-0.00129367,5.88009,5.00163,-2.04915,0.0691975,-0.00523034,-0.0026855,-0.0106058,0.00395076,-0.0230493
7.13999,0.999894,-0.0144131,0.00148908,-0.00129094,0.00378601,0.00254204,-0.000248142,0.0692429,-0.00521916,-0.00289375,-0.0102534,0.0078875,0.0209697,7.15999,34.2838,0.0104627,-0.011394,-0.017456,0.999894,-0.0143942,0.00150175,-0.0012924,4.98229,-2.52333,-3.26239,0.0691403,-0.00514028,-0.00268405,-0.0106933,0.0036831,-0.0267911
7.15999,0.999894,-0.0143961,0.00147214,-0.00130035,0.00112284,-0.00052059,0.00281449,0.0690116,-0.00490585,-0.00284585,-0.0105384,0.00545285,0.0206091,7.17999,35.8145,0.000190396,0.0148374,-0.0284721,0.999895,-0.0143905,0.00146974,-0.00128625,2.92034,2.7548,-5.391,0.0689062,-0.00485132,-0.00263976,-0.0109927,0.00106589,-0.0336629
7.17999,0.999894,-0.0144167,0.00143354,-0.00129636,-0.00313795,-0.000255053,0.000284424,0.0687431,-0.00462604,-0.0028454,-0.010695,0.00339718,0.0206082,7.19999,35.617,-0.00589223,0.0168573,-0.0174552,0.999894,-0.0144324,0.00143231,-0.0012949,1.70476,3.13323,-3.18452,0.0686361,-0.00459207,-0.00263932,-0.0111352,-0.000971844,-0.0328235
7.19999,0.999894,-0.0144201,0.00144099,-0.00129476,-0.000341627,1.12606e-05,1.81201e-05,0.0686376,-0.00453096,-0.0028521,-0.0107285,0.00332094,0.0203981,7.21999,36.9441,-0.00235557,0.00978235,-0.0247085,0.999894,-0.0144218,0.00144105,-0.00129467,2.41651,1.73874,-4.65472,0.0685303,-0.00449775,-0.00264812,-0.0111874,-0.00121192,-0.0386784
7.21999,0.999894,-0.014425,0.00144351,-0.00130483,-0.00127373,0.000810209,-0.00237872,0.0685841,-0.00448417,-0.00284918,-0.0109152,0.00359372,0.0204909,7.23999,34.5919,0.0028787,-0.0284807,-0.00629715,0.999894,-0.0144313,0.0014474,-0.00131677,3.46868,-5.96528,-1.07969,0.0684749,-0.00444824,-0.00264427,-0.0113457,-0.000651977,-0.0285804
7.23999,0.999894,-0.0143999,0.00143484,-0.00132754,0.000457317,-0.00185295,-0.000248195,0.0681937,-0.00412504,-0.00271442,-0.0111599,0.00501461,0.0201681,7.25999,41.1921,0.0108373,0.00538353,-0.0125231,0.999894,-0.0143976,0.00142555,-0.00132865,5.04893,0.828598,-2.22025,0.0680821,-0.0040749,-0.00251274,-0.0116696,-3.23686e-05,-0.0569774
7.25999,0.999895,-0.0143869,0.00140505,-0.00131692,0.00112228,0.00107398,0.00254806,0.0679633,-0.00388768,-0.00271058,-0.0115127,0.00493415,0.0202292,7.27999,33.9123,0.00543117,0.0195233,0.0202446,0.999895,-0.0143812,0.00141059,-0.00130427,3.95148,3.56645,4.36955,0.0678482,-0.00383833,-0.00250829,-0.0119236,0.000782853,-0.0259516
7.27999,0.999895,-0.0143919,0.00140958,-0.0013188,-0.0012734,0.00134097,-0.00037995,0.0679371,-0.00384221,-0.00276132,-0.0113808,0.00501128,0.0204448,7.29999,32.0141,0.00215341,-0.00316627,0.0025118,0.999894,-0.0143983,0.00141626,-0.00132078,3.30912,-0.921736,0.757531,0.0678233,-0.0037921,-0.00255687,-0.01177,0.00109097,-0.0176621
7.29999,0.999895,-0.0143682,0.00139516,-0.00131094,0.00112341,-0.00105688,0.000685265,0.0678567,-0.00371315,-0.00287675,-0.0112802,0.00487814,0.0204058,7.31999,33.5331,0.00851942,-0.00423559,0.0180443,0.999895,-0.0143626,0.00138992,-0.00130744,4.57283,-1.17565,3.86084,0.0677439,-0.00366437,-0.00267269,-0.0116837,0.000778572,-0.0241621
7.31999,0.999895,-0.0143609,0.00140204,-0.00133059,0.000590779,0.00107365,-0.00211105,0.067738,-0.0035467,-0.00296451,-0.0110692,0.00534342,0.0202862,7.33999,36.583,0.00564396,-0.00180855,-0.0319857,0.999895,-0.014358,0.00140725,-0.00134123,4.00879,-0.548679,-6.13399,0.0676273,-0.00349326,-0.00276165,-0.0115116,0.000873277,-0.0372548
7.33999,0.999895,-0.0143364,0.00140025,-0.00131892,0.000457512,-0.000392166,0.00148416,0.0676199,-0.00333382,-0.00312645,-0.0116171,0.0057301,0.0200843,7.35999,37.7849,0.0108189,-0.0162542,0.0239758,0.999895,-0.0143341,0.0013984,-0.00131147,5.02704,-3.5964,5.01483,0.0675038,-0.00327652,-0.00292561,-0.0120735,0.00112096,-0.0425695
7.35999,0.999895,-0.014336,0.00140779,-0.00133065,5.80384e-05,0.00200468,-0.00237742,0.067564,-0.00324688,-0.00317587,-0.0117119,0.00594072,0.0198929,7.37999,35.175,0.00770968,0.00458048,-0.0151298,0.999895,-0.0143357,0.00141764,-0.00134268,4.41157,0.679904,-2.74424,0.0674468,-0.00318748,-0.00297694,-0.012139,0.00165009,-0.0316592
7.37999,0.999895,-0.0143337,0.00140518,-0.00133668,0.000590655,-0.000392168,-0.00144532,0.0675349,-0.00320393,-0.0031918,-0.0118402,0.00592798,0.0201874,7.39999,35.8822,0.0150696,-0.0209874,0.0231362,0.999895,-0.0143307,0.00140311,-0.00134388,5.87773,-4.54035,4.83814,0.0674165,-0.00314465,-0.00298993,-0.0122752,0.00155178,-0.034373
7.39999,0.999895,-0.0143294,0.0013968,-0.00133864,0.00192225,0.00346942,0.000152577,0.0672965,-0.00295681,-0.00318245,-0.0132615,0.00585318,0.0198407,7.41999,33.2262,-0.0171348,-0.00145218,-0.0186933,0.999896,-0.0143197,0.00141414,-0.00133814,-0.556048,-0.520751,-3.47952,0.0671639,-0.00289828,-0.00298404,-0.0136618,0.00180213,-0.0234222
7.41999,0.999896,-0.0143272,0.00140279,-0.00132859,-0.00313866,-0.000925882,0.000153602,0.0671332,-0.00280865,-0.00315088,-0.0133191,0.00619637,0.0201264,7.43999,36.5536,0.0104459,-0.00171428,-0.0069165,0.999895,-0.0143429,0.00139819,-0.00132774,4.95657,-0.600753,-1.11945,0.067,-0.00274668,-0.00294962,-0.0137614,0.00174029,-0.03729
7.43999,0.999896,-0.0143122,0.00140186,-0.00132707,0.00378557,6.22238e-06,0.000419916,0.0670888,-0.00277218,-0.00313095,-0.0135277,0.00610544,0.0202058,7.45999,38.472,0.0154327,0.00231318,-0.0300667,0.999896,-0.0142933,0.0014019,-0.001325,5.95484,0.272405,-5.73638,0.0669535,-0.00271112,-0.00292889,-0.0139929,0.00142042,-0.0453704
7.45999,0.999896,-0.0142938,0.00139249,-0.0013106,-0.000475492,0.00120464,0.000952542,0.0669423,-0.00266122,-0.00304571,-0.0137284,0.00639856,0.0202062,7.47999,36.4207,-0.0123394,-0.000461108,0.0199844,0.999896,-0.0142962,0.00139859,-0.00130592,0.384914,-0.431047,4.2538,0.066805,-0.00259723,-0.00284365,-0.0141658,0.00196902,-0.0366448
7.47999,0.999896,-0.0142752,0.00140559,-0.00129919,0.00098924,0.00240307,0.00135202,0.0666185,-0.00242853,-0.00276418,-0.0142874,0.00697349,0.0209506,7.49999,32.8591,-0.0229428,-0.0150071,-0.000405893,0.999896,-0.0142702,0.00141769,-0.00129261,-1.73011,-3.287,0.129346,0.0664757,-0.00235879,-0.00255468,-0.0146856,0.00298234,-0.0207513
7.49999,0.999896,-0.0142836,0.001407,-0.00130292,-0.00207339,0.000538851,-0.000911667,0.0665568,-0.0023879,-0.00270198,-0.0144754,0.00697825,0.0208543,7.51999,36.5984,0.0122943,0.00222433,0.0196105,0.999896,-0.014294,0.00140964,-0.0013075,5.30846,0.110633,4.19206,0.066412,-0.00231812,-0.00249344,-0.0149194,0.00253029,-0.0367529
7.51999,0.999896,-0.014292,0.00140305,-0.00131029,-0.00207339,-0.000792729,-0.00184377,0.0664924,-0.00234717,-0.00263701,-0.0147068,0.00700359,0.0208557,7.53999,35.0621,0.00527655,0.0102623,0.00571825,0.999896,-0.0143024,0.00139897,-0.00131943,3.90908,1.75671,1.43638,0.0663453,-0.00227714,-0.00242845,-0.015131,0.00273983,-0.0302167
7.53999,0.999896,-0.0142821,0.00139982,-0.00132929,0.000456612,-0.000260097,0.000419909,0.0662155,-0.00218701,-0.0023371,-0.015172,0.00686576,0.0214168,7.55999,36.8757,0.0065948,-0.00890434,-0.00158642,0.999896,-0.0142798,0.00139855,-0.00132718,4.17787,-2.05433,-0.0750076,0.0660637,-0.00211835,-0.00212293,-0.0156173,0.00238458,-0.03737
7.55999,0.999894,-0.0144427,0.00140438,-0.00133572,-0.0108625,-0.000395519,0.000153543,0.0659815,-0.00201405,-0.00217628,-0.0160292,0.00959417,0.0215327,7.57999,31.0271,-0.00429229,0.00136949,-0.00721307,0.999893,-0.014497,0.00140248,-0.00133485,2.03173,0.0127125,-1.17259,0.0658212,-0.00191811,-0.00196095,-0.0164051,0.00578132,-0.0123753
7.57999,0.999894,-0.0144097,0.00140878,-0.00135307,0.00258565,-0.00039755,-0.00264283,0.0658382,-0.0018676,-0.00208249,-0.016228,0.00930701,0.0216164,7.59999,34.0645,0.0109502,0.00644535,0.00775733,0.999894,-0.0143968,0.00140658,-0.00136627,5.0675,0.987815,1.84355,0.0656759,-0.00177453,-0.00186633,-0.016642,0.00513048,-0.0252117
7.59999,0.999894,-0.0144002,0.00141361,-0.00134486,0.0024517,0.00146641,0.00214872,0.0657919,-0.00182576,-0.00204799,-0.0159897,0.00869729,0.0216608,7.61999,35.7906,-0.00316376,-0.0210583,-0.00958794,0.999895,-0.0143879,0.00142108,-0.00133424,2.25494,-4.46715,-1.70998,0.065632,-0.00173878,-0.00183138,-0.0164261,0.00431202,-0.0325095
7.61999,0.999895,-0.0143927,0.00140057,-0.0013575,0.00018801,-0.000264639,0.000683991,0.0655668,-0.00170686,-0.00185177,-0.0156671,0.00515299,0.022178,7.63999,36.4284,0.00504873,0.00545806,0.00277762,0.999895,-0.0143917,0.0013993,-0.00135406,3.88582,0.804787,0.844062,0.0654102,-0.00165533,-0.00162999,-0.0161073,0.000691907,-0.0347052
7.63999,0.999895,-0.0143938,0.00139891,-0.00135315,0.000587117,-0.000799044,0.000417611,0.0654198,-0.00167739,-0.00175498,-0.0157419,0.00532216,0.0224611,7.65999,35.0275,-0.00261328,-0.0125715,-0.0522728,0.999895,-0.0143908,0.00139494,-0.00135101,2.37,-2.64401,-10.2198,0.0652624,-0.00162417,-0.00153037,-0.0161647,0.00103231,-0.0284633
7.65999,0.999895,-0.0143933,0.00139115,-0.0013608,0.000187637,-0.001598,-0.00184606,0.0653849,-0.00166685,-0.00172144,-0.0156448,0.00569389,0.0224292,7.67999,35.4204,0.00729562,-0.010614,-0.00236851,0.999895,-0.0143924,0.00138303,-0.00136992,4.34094,-2.39198,-0.230045,0.0652284,-0.00160991,-0.00149715,-0.01607,0.00135603,-0.0301665
7.67999,0.999895,-0.014383,0.00138042,-0.00137008,-0.000344992,-0.000399572,-0.00157975,0.0652666,-0.00161768,-0.0015964,-0.0161275,0.00648365,0.0223744,7.69999,35.9052,0.0201311,-0.00696082,-0.0240294,0.999895,-0.0143847,0.00137831,-0.00137795,6.90946,-1.59343,-4.54585,0.0651053,-0.00155285,-0.00137266,-0.0165553,0.00208959,-0.0322835
7.69999,0.999895,-0.0143546,0.00139276,-0.00137705,0.00245132,0.00292938,1.81408e-05,0.0650146,-0.00150583,-0.00130843,-0.0166791,0.00704549,0.0229608,7.71999,35.3912,0.00188484,0.00941192,0.0217585,0.999895,-0.0143423,0.00140739,-0.00137719,3.23838,1.54172,4.65417,0.0648478,-0.00143538,-0.00107882,-0.0171045,0.00272289,-0.029511
7.71999,0.999895,-0.0143351,0.00138606,-0.00140707,0.00205185,0.000266228,-0.00304449,0.0648715,-0.00143966,-0.00114975,-0.0168047,0.00689376,0.02276,7.73999,34.6274,-0.0111218,0.0214824,-0.0103148,0.999895,-0.0143248,0.00138716,-0.00142232,0.638707,4.0453,-1.72286,0.0647034,-0.00137072,-0.000922151,-0.0172191,0.00267021,-0.026463
7.73999,0.999896,-0.0143203,0.00137894,-0.00139762,0.00271681,-0.00173499,0.0026812,0.0648623,-0.00141634,-0.00121483,-0.0173149,0.00672541,0.0232059,7.75999,35.5191,0.00215368,0.00420845,0.0107467,0.999896,-0.0143068,0.00137044,-0.00138411,3.29042,0.535667,2.44125,0.0646891,-0.00134909,-0.000982769,-0.0177378,0.00239755,-0.02981
7.75999,0.999896,-0.0143183,0.0013776,-0.00139343,0.000586786,0.000127059,0.00108858,0.0648569,-0.00140581,-0.00124353,-0.0174231,0.00666713,0.0231611,7.77999,31.93,0.0143312,0.00707677,0.00603191,0.999896,-0.0143154,0.00137831,-0.001388,5.72555,1.12644,1.50913,0.0646826,-0.00133914,-0.00101192,-0.0178028,0.00277714,-0.0145885
7.77999,0.999896,-0.0143027,0.00137956,-0.00139854,0.000853099,0.000127059,0.000689104,0.0647847,-0.00135688,-0.00130553,-0.0174105,0.00659735,0.0231242,7.79999,35.4524,0.00171424,0.0039443,0.0180591,0.999896,-0.0142985,0.00138024,-0.00139511,3.19678,0.461716,3.90287,0.0646106,-0.00129091,-0.00107428,-0.0178328,0.00228292,-0.0296083
7.79999,0.999896,-0.014289,0.00138206,-0.00138528,0.00165205,-0.000671888,0.00122173,0.0646509,-0.00129809,-0.0012236,-0.0179575,0.00658605,0.023916,7.81999,35.3451,0.00820517,0.0121283,0.00577343,0.999896,-0.0142808,0.00137877,-0.00137914,4.49336,2.13481,1.46852,0.0644714,-0.00123223,-0.000984437,-0.0183792,0.0022888,-0.0283601
7.81999,0.999896,-0.0142906,0.00138476,-0.00138423,-0.00034532,0.00105917,0.000289629,0.0646154,-0.00128436,-0.00119081,-0.0179618,0.00655623,0.0238879,7.83999,34.9095,0.0127604,-0.0066031,-0.0206811,0.999896,-0.0142924,0.00139008,-0.00138285,5.41659,-1.53476,-3.87432,0.0644357,-0.0012188,-0.000951935,-0.018379,0.00231147,-0.0265353
7.83999,0.999896,-0.0142837,0.00138441,-0.0013746,0.00178521,0.000260225,0.00242016,0.0645774,-0.00126982,-0.00115383,-0.0180063,0.00664299,0.0238745,7.85999,29.8738,0.0178238,0.00451693,0.0208751,0.999896,-0.0142748,0.00138587,-0.00136254,6.413,0.571705,4.46732,0.0643973,-0.00120339,-0.000915084,-0.0183632,0.0030123,-0.00512907
7.85999,0.999896,-0.01428,0.00137246,-0.00137586,-0.00101112,-0.00093821,0.00281963,0.0644534,-0.00121638,-0.00100811,-0.017937,0.00718338,0.0244112,7.87999,35.1905,0.00370028,0.0115973,-0.0171203,0.999896,-0.014285,0.00136798,-0.00136169,3.59685,2.09466,-3.11442,0.064274,-0.00114455,-0.000763999,-0.0183539,0.00290763,-0.0272074
7.87999,0.999896,-0.0142741,0.00138179,-0.00135809,0.00111883,0.00332081,-0.00104198,0.0643256,-0.00114453,-0.000895916,-0.0179443,0.00687207,0.0244691,7.89999,32.6829,0.00409143,0.000952818,0.00069653,0.999896,-0.0142685,0.00139831,-0.00136355,3.67254,-0.086663,0.414733,0.0641461,-0.00107581,-0.000651225,-0.018334,0.00290263,-0.0164834
7.89999,0.999896,-0.0142651,0.00139649,-0.00139981,0.000185773,0.0029211,-0.00183779,0.0641826,-0.00109203,-0.000740982,-0.0177252,0.00656359,0.0243636,7.91999,33.7099,-8.21951e-07,-0.00695701,-0.00734853,0.999896,-0.0142641,0.00141096,-0.00140921,2.8567,-1.64956,-1.20947,0.0640053,-0.0010264,-0.000497346,-0.0181316,0.00247202,-0.0209576
7.91999,0.999896,-0.0142598,0.00139842,-0.00139693,0.00138343,0.000921373,0.000692189,0.0641628,-0.00108418,-0.000711345,-0.017695,0.00681432,0.0242158,7.93999,35.0284,-0.0134325,-0.00695757,0.00862875,0.999896,-0.0142529,0.00140307,-0.00139354,0.164849,-1.69939,1.98133,0.0639859,-0.00101604,-0.000469187,-0.0181178,0.00256428,-0.0267137
7.93999,0.999896,-0.0142495,0.00141395,-0.0013924,-8.13078e-05,0.00385085,-0.000106762,0.0640904,-0.00104751,-0.000598453,-0.0175395,0.00698155,0.0246631,7.95999,33.9333,0.010892,-0.016316,-0.00319476,0.999897,-0.0142499,0.00143319,-0.0013932,5.03298,-3.53348,-0.403853,0.063915,-0.000977696,-0.000351822,-0.0179535,0.00286736,-0.0216083
7.95999,0.999897,-0.0142347,0.00143295,-0.00137419,0.0020487,0.00118578,-0.000373125,0.0640612,-0.00102092,-0.000537573,-0.0169347,0.00653414,0.025172,7.97999,35.3763,-0.00419792,-0.000517456,0.00532602,0.999897,-0.0142245,0.00143884,-0.00137615,2.006,-0.406357,1.33723,0.0638919,-0.000955579,-0.000285853,-0.017372,0.00224946,-0.0272374
7.97999,0.999897,-0.0142211,0.00142986,-0.00137965,0.00244817,-0.000678432,-0.00103892,0.0640358,-0.00101191,-0.000472239,-0.0173206,0.0063173,0.0254122,7.99999,34.518,0.00032923,-0.0145933,0.00908773,0.999897,-0.0142089,0.00142637,-0.00138481,2.91107,-3.23005,2.05185,0.0638626,-0.000948735,-0.000218117,-0.0177463,0.00214057,-0.0233463
7.99999,0.999897,-0.0142091,0.00143187,-0.00137558,0.000583961,0.000919465,0.000825294,0.0639976,-0.000999204,-0.000381636,-0.0172546,0.00650168,0.0258988,8.01999,34.9205,0.00806101,0.00667728,0.00549298,0.999897,-0.0142061,0.00143652,-0.00137152,4.45024,1.03558,1.39486,0.063825,-0.000934187,-0.000122648,-0.0176859,0.00227983,-0.0245719
8.01999,0.999895,-0.01435,0.0014253,-0.00137611,-0.0329719,-0.00054529,-0.0033027,0.0638988,-0.000973568,-0.000118924,-0.017296,0.00729084,0.0304984,8.03999,34.0843,0.011929,0.00932235,0.00869425,0.999893,-0.0145149,0.00142256,-0.00139234,5.25007,1.55758,2.04402,0.0637259,-0.00090066,0.000186059,-0.0177151,0.0031292,-0.0164144
8.03999,0.999895,-0.0143587,0.00138742,-0.00134077,0.00484445,-0.00134645,0.00228997,0.0638706,-0.000866978,6.40308e-05,-0.0168887,0.0066059,0.0267856,8.05999,37.4853,-0.0131235,-0.00916242,0.018522,0.999895,-0.0143345,0.00138082,-0.00132926,0.243776,-2.16646,3.94219,0.0637017,-0.000800919,0.000331887,-0.0173374,0.00202619,-0.0345936
8.05999,0.999895,-0.0143508,0.00137213,-0.0013256,0.00204754,-0.00347768,0.00375426,0.06386,-0.000864262,0.000113754,-0.0167655,0.0057029,0.0271065,8.07999,34.2784,0.00760285,0.0184032,-0.00235807,0.999895,-0.0143406,0.001355,-0.00130659,4.38577,3.41464,-0.151566,0.0636923,-0.000807233,0.000384819,-0.0171713,0.00151729,-0.0206318
8.08,0.999895,-0.0143575,0.00139149,-0.00132368,-0.00114906,0.00237898,-0.000240509,0.0638683,-0.000886503,0.000195706,-0.016276,0.00437672,0.0269524,8.1,35.1932,0.0247276,-0.00850403,0.0225059,0.999895,-0.0143633,0.00140338,-0.00132505,7.81079,-2.03698,4.74787,0.0637055,-0.000842736,0.000465229,-0.0166984,7.74106e-05,-0.024677
8.1,0.999895,-0.0143836,0.00140374,-0.00134833,4.93704e-05,0.00184635,-0.00197156,0.0638457,-0.000978269,0.000556461,-0.0160214,0.00437076,0.0271604,8.12,35.1497,0.0184101,0.00435814,-0.00479149,0.999895,-0.0143834,0.00141283,-0.00135832,6.55798,0.609567,-0.670853,0.0636855,-0.000934562,0.000828065,-0.0164471,6.89635e-05,-0.0242839
8.12,0.999895,-0.0143784,0.00141504,-0.00134591,-0.000483261,-0.00228155,0.00122422,0.0638263,-0.00102164,0.000914101,-0.0149459,0.00506897,0.0276915,8.14,36.3604,0.00681747,-0.0134606,0.0309108,0.999895,-0.0143808,0.00140373,-0.00133962,4.23221,-3.06188,6.41387,0.0636768,-0.00097095,0.00119102,-0.0153898,0.000620623,-0.0289026
8.14,0.999895,-0.0143722,0.00139924,-0.0013458,0.00164662,-0.00348259,2.57642e-05,0.0638507,-0.00103202,0.000948773,-0.0150521,0.00527096,0.0279119,8.16,35.3819,-0.00640974,0.0178599,-0.0188689,0.999895,-0.014364,0.00138182,-0.00134543,1.59207,3.3443,-3.45471,0.0637001,-0.000979307,0.00122789,-0.0154793,0.000944184,-0.02452
