t,cur_e0,cur_e1,cur_e2,cur_e3,cur_wx,cur_wy,cur_wz,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,input_1,input_2,input_3,input_4,calc_vel_sp_x,calc_vel_sp_y,calc_vel_sp_z,calc_acc_sp_x,calc_acc_sp_y,calc_acc_sp_z,calc_thrust_sp_x,calc_thrust_sp_y,calc_thrust_sp_z,calc_att_sp_w,calc_att_sp_x,calc_att_sp_y,calc_att_sp_z,calc_rate_sp_x,calc_rate_sp_y,calc_rate_sp_z,topic_pos_sp_x,topic_pos_sp_y,topic_pos_sp_z,topic_vel_sp_x,topic_vel_sp_y,topic_vel_sp_z,topic_acc_sp_x,topic_acc_sp_y,topic_acc_sp_z,topic_yaw_sp,topic_yawspeed_sp,topic_att_sp_w,topic_att_sp_x,topic_att_sp_y,topic_att_sp_z,topic_thrust_sp_x,topic_thrust_sp_y,topic_thrust_sp_z,topic_rate_sp_x,topic_rate_sp_y,topic_rate_sp_z,topic_rate_thrust_x,topic_rate_thrust_y,topic_rate_thrust_z,target_x,target_y,target_z,t_pred_1,1e0,1e1,1e2,1e3,1wx,1wy,1wz,1x,1y,1z,1vx,1vy,1vz,t_pred_2,2e0,2e1,2e2,2e3,2wx,2wy,2wz,2x,2y,2z,2vx,2vy,2vz,t_pred_3,3e0,3e1,3e2,3e3,3wx,3wy,3wz,3x,3y,3z,3vx,3vy,3vz,t_pred_4,4e0,4e1,4e2,4e3,4wx,4wy,4wz,4x,4y,4z,4vx,4vy,4vz,t_pred_5,5e0,5e1,5e2,5e3,5wx,5wy,5wz,5x,5y,5z,5vx,5vy,5vz,t_pred_6,6e0,6e1,6e2,6e3,6wx,6wy,6wz,6x,6y,6z,6vx,6vy,6vz,t_pred_7,7e0,7e1,7e2,7e3,7wx,7wy,7wz,7x,7y,7z,7vx,7vy,7vz,t_pred_8,8e0,8e1,8e2,8e3,8wx,8wy,8wz,8x,8y,8z,8vx,8vy,8vz,t_pred_9,9e0,9e1,9e2,9e3,9wx,9wy,9wz,9x,9y,9z,9vx,9vy,9vz,t_pred_10,10e0,10e1,10e2,10e3,10wx,10wy,10wz,10x,10y,10z,10vx,10vy,10vz,t_pred_11,11e0,11e1,11e2,11e3,11wx,11wy,11wz,11x,11y,11z,11vx,11vy,11vz,t_pred_12,12e0,12e1,12e2,12e3,12wx,12wy,12wz,12x,12y,12z,12vx,12vy,12vz,t_pred_13,13e0,13e1,13e2,13e3,13wx,13wy,13wz,13x,13y,13z,13vx,13vy,13vz,t_pred_14,14e0,14e1,14e2,14e3,14wx,14wy,14wz,14x,14y,14z,14vx,14vy,14vz,t_pred_15,15e0,15e1,15e2,15e3,15wx,15wy,15wz,15x,15y,15z,15vx,15vy,15vz,t_pred_16,16e0,16e1,16e2,16e3,16wx,16wy,16wz,16x,16y,16z,16vx,16vy,16vz,t_pred_17,17e0,17e1,17e2,17e3,17wx,17wy,17wz,17x,17y,17z,17vx,17vy,17vz,t_pred_18,18e0,18e1,18e2,18e3,18wx,18wy,18wz,18x,18y,18z,18vx,18vy,18vz,t_pred_19,19e0,19e1,19e2,19e3,19wx,19wy,19wz,19x,19y,19z,19vx,19vy,19vz,t_pred_20,20e0,20e1,20e2,20e3,20wx,20wy,20wz,20x,20y,20z,20vx,20vy,20vz,t_pred_21,21e0,21e1,21e2,21e3,21wx,21wy,21wz,21x,21y,21z,21vx,21vy,21vz,t_pred_22,22e0,22e1,22e2,22e3,22wx,22wy,22wz,22x,22y,22z,22vx,22vy,22vz,t_pred_23,23e0,23e1,23e2,23e3,23wx,23wy,23wz,23x,23y,23z,23vx,23vy,23vz,t_pred_24,24e0,24e1,24e2,24e3,24wx,24wy,24wz,24x,24y,24z,24vx,24vy,24vz,t_pred_25,25e0,25e1,25e2,25e3,25wx,25wy,25wz,25x,25y,25z,25vx,25vy,25vz,t_pred_26,26e0,26e1,26e2,26e3,26wx,26wy,26wz,26x,26y,26z,26vx,26vy,26vz,t_pred_27,27e0,27e1,27e2,27e3,27wx,27wy,27wz,27x,27y,27z,27vx,27vy,27vz,t_pred_28,28e0,28e1,28e2,28e3,28wx,28wy,28wz,28x,28y,28z,28vx,28vy,28vz,t_pred_29,29e0,29e1,29e2,29e3,29wx,29wy,29wz,29x,29y,29z,29vx,29vy,29vz,t_pred_30,30e0,30e1,30e2,30e3,30wx,30wy,30wz,30x,30y,30z,30vx,30vy,30vz,t_pred_31,31e0,31e1,31e2,31e3,31wx,31wy,31wz,31x,31y,31z,31vx,31vy,31vz,t_pred_32,32e0,32e1,32e2,32e3,32wx,32wy,32wz,32x,32y,32z,32vx,32vy,32vz,t_pred_33,33e0,33e1,33e2,33e3,33wx,33wy,33wz,33x,33y,33z,33vx,33vy,33vz,t_pred_34,34e0,34e1,34e2,34e3,34wx,34wy,34wz,34x,34y,34z,34vx,34vy,34vz,t_pred_35,35e0,35e1,35e2,35e3,35wx,35wy,35wz,35x,35y,35z,35vx,35vy,35vz,t_pred_36,36e0,36e1,36e2,36e3,36wx,36wy,36wz,36x,36y,36z,36vx,36vy,36vz,t_pred_37,37e0,37e1,37e2,37e3,37wx,37wy,37wz,37x,37y,37z,37vx,37vy,37vz,t_pred_38,38e0,38e1,38e2,38e3,38wx,38wy,38wz,38x,38y,38z,38vx,38vy,38vz,t_pred_39,39e0,39e1,39e2,39e3,39wx,39wy,39wz,39x,39y,39z,39vx,39vy,39vz,t_pred_40,40e0,40e1,40e2,40e3,40wx,40wy,40wz,40x,40y,40z,40vx,40vy,40vz,t_pred_41,41e0,41e1,41e2,41e3,41wx,41wy,41wz,41x,41y,41z,41vx,41vy,41vz,t_pred_42,42e0,42e1,42e2,42e3,42wx,42wy,42wz,42x,42y,42z,42vx,42vy,42vz,t_pred_43,43e0,43e1,43e2,43e3,43wx,43wy,43wz,43x,43y,43z,43vx,43vy,43vz,t_pred_44,44e0,44e1,44e2,44e3,44wx,44wy,44wz,44x,44y,44z,44vx,44vy,44vz,t_pred_45,45e0,45e1,45e2,45e3,45wx,45wy,45wz,45x,45y,45z,45vx,45vy,45vz,t_pred_46,46e0,46e1,46e2,46e3,46wx,46wy,46wz,46x,46y,46z,46vx,46vy,46vz,t_pred_47,47e0,47e1,47e2,47e3,47wx,47wy,47wz,47x,47y,47z,47vx,47vy,47vz,t_pred_48,48e0,48e1,48e2,48e3,48wx,48wy,48wz,48x,48y,48z,48vx,48vy,48vz,t_pred_49,49e0,49e1,49e2,49e3,49wx,49wy,49wz,49x,49y,49z,49vx,49vy,49vz,t_pred_50,50e0,50e1,50e2,50e3,50wx,50wy,50wz,50x,50y,50z,50vx,50vy,50vz,cost
0,0.999669,-0.0251488,0.00541288,-0.000610638,0.000547038,0.00392972,0.0010813,0.0717579,-0.0163896,0.0947113,-0.000411021,-0.014053,0.149364,0.0102913,-0.00669596,-1.2507,0.00368299,-0.01844,0.00290808,-1.34541,-0.0324521,0.0850076,-5.9791,-0.00142295,0.0037274,-0.692171,0.999996,0.00269254,0.0010278,3.07513e-05,0.222716,-0.0350762,0.00381807,nan,nan,nan,nan,nan,nan,0,0,100,-0.00149955,0,1,-0,0,-0.000749776,0,0,-0.001,0.201219,-0.0431689,-0.000777787,0,0,-0.001,0,0,-1.2,0.02,0,0,0,0,0,0,0,0.0717476,-0.0167409,0.0984454,-0.00118249,-0.0119278,-0.000113174,0.04,0,0,0,0,0,0,0,0.0717181,-0.0170391,0.0984426,-0.0019725,-0.00999309,-0.134077,0.06,0,0,0,0,0,0,0,0.0716688,-0.0172889,0.0950906,-0.00271943,-0.00812901,-0.255521,0.08,0,0,0,0,0,0,0,0.0716008,-0.0174921,0.0887026,-0.00324774,-0.00713612,-0.364184,0.1,0,0,0,0,0,0,0,0.0715196,-0.0176705,0.079598,-0.0037211,-0.00584891,-0.461204,0.12,0,0,0,0,0,0,0,0.0714265,-0.0178168,0.0680679,-0.0041346,-0.00473334,-0.547591,0.14,0,0,0,0,0,0,0,0.0713232,-0.0179351,0.0543781,-0.00459832,-0.0040069,-0.62446,0.16,0,0,0,0,0,0,0,0.0712082,-0.0180353,0.0387666,-0.00480116,-0.00317967,-0.691653,0.18,0,0,0,0,0,0,0,0.0710882,-0.0181148,0.0214753,-0.00505457,-0.00293822,-0.75478,0.2,0,0,0,0,0,0,0,0.0709618,-0.0181882,0.00260579,-0.00518114,-0.00236068,-0.807669,0.22,0,0,0,0,0,0,0,0.0708323,-0.0182472,-0.0175859,-0.00517531,-0.00214579,-0.854062,0.24,0,0,0,0,0,0,0,0.0707029,-0.0183009,-0.0389375,-0.00552036,-0.00157763,-0.892273,0.26,0,0,0,0,0,0,0,0.0705649,-0.0183403,-0.0612443,-0.00539719,-0.00117678,-0.926403,0.28,0,0,0,0,0,0,0,0.07043,-0.0183697,-0.0844044,-0.00560752,-0.000728364,-0.953535,0.3,0,0,0,0,0,0,0,0.0702898,-0.0183879,-0.108243,-0.00563495,-0.000659688,-0.97993,0.32,0,0,0,0,0,0,0,0.0701489,-0.0184044,-0.132741,-0.0057217,-0.000382785,-0.999058,0.34,0,0,0,0,0,0,0,0.0700059,-0.018414,-0.157717,-0.00604066,-0.000430969,-1.01349,0.36,0,0,0,0,0,0,0,0.0698549,-0.0184248,-0.183055,-0.00605861,-0.000414489,-1.02467,0.38,0,0,0,0,0,0,0,0.0697034,-0.0184351,-0.208672,-0.00642831,-0.000177011,-1.03204,0.4,0,0,0,0,0,0,0,0.0695427,-0.0184396,-0.234473,-0.00667354,1.99622e-06,-1.03692,0.42,0,0,0,0,0,0,0,0.0693759,-0.0184395,-0.260396,-0.00676056,8.00731e-05,-1.03591,0.44,0,0,0,0,0,0,0,0.0692068,-0.0184375,-0.286293,-0.00698277,0.000107627,-1.03355,0.46,0,0,0,0,0,0,0,0.0690323,-0.0184348,-0.312132,-0.007021,0.000356018,-1.02947,0.48,0,0,0,0,0,0,0,0.0688567,-0.0184259,-0.337869,-0.00686765,0.000446888,-1.02346,0.5,0,0,0,0,0,0,0,0.068685,-0.0184147,-0.363455,-0.00694381,0.000397446,-1.01674,0.52,0,0,0,0,0,0,0,0.0685114,-0.0184048,-0.388874,-0.00658053,0.000644577,-1.00811,0.54,0,0,0,0,0,0,0,0.0683469,-0.0183887,-0.414077,-0.00658292,0.000899257,-0.997169,0.56,0,0,0,0,0,0,0,0.0681824,-0.0183662,-0.439006,-0.00676902,0.000803898,-0.985919,0.58,0,0,0,0,0,0,0,0.0680131,-0.0183461,-0.463654,-0.00676619,0.000918261,-0.970892,0.6,0,0,0,0,0,0,0,0.067844,-0.0183232,-0.487926,-0.00652309,0.00110341,-0.956931,0.62,0,0,0,0,0,0,0,0.0676809,-0.0182956,-0.511849,-0.00688409,0.00104687,-0.939896,0.64,0,0,0,0,0,0,0,0.0675088,-0.0182694,-0.535347,-0.00720048,0.00111611,-0.922743,0.66,0,0,0,0,0,0,0,0.0673288,-0.0182415,-0.558415,-0.00740708,0.00093448,-0.904107,0.68,0,0,0,0,0,0,0,0.0671436,-0.0182181,-0.581018,-0.00753432,0.000750693,-0.887777,0.7,0,0,0,0,0,0,0,0.0669552,-0.0181994,-0.603213,-0.00739034,0.00110357,-0.869452,0.72,0,0,0,0,0,0,0,0.0667705,-0.0181718,-0.624949,-0.00725792,0.00150921,-0.850972,0.74,0,0,0,0,0,0,0,0.066589,-0.0181341,-0.646223,-0.00674372,0.00151913,-0.831396,0.76,0,0,0,0,0,0,0,0.0664204,-0.0180961,-0.667008,-0.00674566,0.00123902,-0.808738,0.78,0,0,0,0,0,0,0,0.0662518,-0.0180651,-0.687227,-0.00650671,0.000845879,-0.789901,0.8,0,0,0,0,0,0,0,0.0660891,-0.018044,-0.706974,-0.00633489,0.0011032,-0.76745,0.82,0,0,0,0,0,0,0,0.0659308,-0.0180164,-0.72616,-0.00613838,0.00132689,-0.747018,0.84,0,0,0,0,0,0,0,0.0657773,-0.0179832,-0.744836,-0.00625626,0.00116289,-0.725029,0.86,0,0,0,0,0,0,0,0.0656209,-0.0179541,-0.762961,-0.00644415,0.00120669,-0.702492,0.88,0,0,0,0,0,0,0,0.0654598,-0.017924,-0.780524,-0.00640523,0.0013484,-0.680124,0.9,0,0,0,0,0,0,0,0.0652997,-0.0178902,-0.797527,-0.00665373,0.000937955,-0.659095,0.92,0,0,0,0,0,0,0,0.0651333,-0.0178668,-0.814004,-0.0067588,0.00102474,-0.641598,0.94,0,0,0,0,0,0,0,0.0649643,-0.0178412,-0.830044,-0.0065176,0.000834587,-0.617603,0.96,0,0,0,0,0,0,0,0.0648014,-0.0178203,-0.845484,-0.00638991,0.000830453,-0.593897,0.98,0,0,0,0,0,0,0,0.0646417,-0.0177996,-0.860332,-0.00631393,0.00084162,-0.571629,1,0,0,0,0,0,0,0,0.0644838,-0.0177785,-0.874622,-0.00666515,0.00084043,-0.552208,183.873
0.02,0.999669,-0.025136,0.00542104,-0.00061439,0.00267757,0.00206551,-0.000782907,0.0717666,-0.0163369,0.0948361,-0.000409866,-0.0139635,0.149129,-0.0128096,-0.00710288,-1.29728,-0.000702013,-0.0253729,0.0027702,-1.39212,-0.0449334,0.0238114,-6.165,-0.00197023,0.00104408,-0.700321,0.999998,0.00074423,0.00140729,-0.000848174,0.20707,-0.0319395,-0.00108694,nan,nan,nan,nan,nan,nan,0,0,100,-0.00151065,0,1,-0,0,-0.000755325,0,0,-0.001,0.20103,-0.0432833,-0.000749892,0,0,-0.001,0,0,-1.2,0.04,0,0,0,0,0,0,0,0.0717564,-0.016686,0.0985644,-0.00152684,-0.0133682,-0.00560646,0.06,0,0,0,0,0,0,0,0.0717182,-0.0170202,0.0984242,-0.0021328,-0.0125394,-0.139558,0.08,0,0,0,0,0,0,0,0.0716649,-0.0173337,0.0949353,-0.00271624,-0.0124681,-0.260934,0.1,0,0,0,0,0,0,0,0.071597,-0.0176454,0.0884119,-0.00348066,-0.0118308,-0.368731,0.12,0,0,0,0,0,0,0,0.07151,-0.0179411,0.0791936,-0.00382764,-0.0111697,-0.46301,0.14,0,0,0,0,0,0,0,0.0714143,-0.0182204,0.0676184,-0.00433148,-0.0111202,-0.548042,0.16,0,0,0,0,0,0,0,0.071306,-0.0184984,0.0539173,-0.00429729,-0.0109985,-0.622315,0.18,0,0,0,0,0,0,0,0.0711986,-0.0187733,0.0383595,-0.00482576,-0.0112229,-0.688528,0.2,0,0,0,0,0,0,0,0.0710779,-0.0190539,0.0211463,-0.00511377,-0.0108282,-0.747398,0.22,0,0,0,0,0,0,0,0.0709501,-0.0193246,0.0024613,-0.00499308,-0.0109774,-0.798,0.24,0,0,0,0,0,0,0,0.0708252,-0.0195991,-0.0174887,-0.00519932,-0.0106865,-0.840125,0.26,0,0,0,0,0,0,0,0.0706953,-0.0198662,-0.0384918,-0.00506055,-0.0103635,-0.876429,0.28,0,0,0,0,0,0,0,0.0705687,-0.0201253,-0.0604025,-0.00518132,-0.0101402,-0.907719,0.3,0,0,0,0,0,0,0,0.0704392,-0.0203788,-0.0830955,-0.00545006,-0.0102374,-0.936473,0.32,0,0,0,0,0,0,0,0.070303,-0.0206347,-0.106507,-0.00532983,-0.009722,-0.956845,0.34,0,0,0,0,0,0,0,0.0701697,-0.0208778,-0.130428,-0.00570285,-0.00979868,-0.972777,0.36,0,0,0,0,0,0,0,0.0700271,-0.0211228,-0.154748,-0.00599835,-0.00989906,-0.987043,0.38,0,0,0,0,0,0,0,0.0698772,-0.0213702,-0.179424,-0.00648802,-0.00943163,-0.997869,0.4,0,0,0,0,0,0,0,0.069715,-0.021606,-0.204371,-0.00666309,-0.00918707,-1.00757,0.42,0,0,0,0,0,0,0,0.0695484,-0.0218357,-0.22956,-0.00680763,-0.00902286,-1.00784,0.44,0,0,0,0,0,0,0,0.0693782,-0.0220613,-0.254756,-0.00716834,-0.0096287,-1.00779,0.46,0,0,0,0,0,0,0,0.069199,-0.022302,-0.279951,-0.00693686,-0.00953806,-1.00719,0.48,0,0,0,0,0,0,0,0.0690256,-0.0225404,-0.30513,-0.00653503,-0.00955419,-1.0048,0.5,0,0,0,0,0,0,0,0.0688622,-0.0227793,-0.33025,-0.00678139,-0.0095634,-1.00235,0.52,0,0,0,0,0,0,0,0.0686927,-0.0230184,-0.355309,-0.00667747,-0.00928078,-0.994514,0.54,0,0,0,0,0,0,0,0.0685257,-0.0232504,-0.380172,-0.00694047,-0.00915119,-0.986886,0.56,0,0,0,0,0,0,0,0.0683522,-0.0234792,-0.404844,-0.00696821,-0.00909802,-0.978497,0.58,0,0,0,0,0,0,0,0.068178,-0.0237066,-0.429307,-0.00721834,-0.00873187,-0.967989,0.6,0,0,0,0,0,0,0,0.0679976,-0.0239249,-0.453506,-0.00668541,-0.00860648,-0.952954,0.62,0,0,0,0,0,0,0,0.0678304,-0.0241401,-0.47733,-0.00703716,-0.0087561,-0.938726,0.64,0,0,0,0,0,0,0,0.0676545,-0.024359,-0.500798,-0.007112,-0.00860692,-0.92306,0.66,0,0,0,0,0,0,0,0.0674767,-0.0245742,-0.523875,-0.00730215,-0.00856947,-0.905116,0.68,0,0,0,0,0,0,0,0.0672941,-0.0247884,-0.546503,-0.00750114,-0.00861205,-0.890614,0.7,0,0,0,0,0,0,0,0.0671066,-0.0250037,-0.568768,-0.00728834,-0.00814969,-0.872926,0.72,0,0,0,0,0,0,0,0.0669244,-0.0252075,-0.590591,-0.00748417,-0.00731509,-0.856972,0.74,0,0,0,0,0,0,0,0.0667373,-0.0253903,-0.612015,-0.0068113,-0.00742401,-0.836939,0.76,0,0,0,0,0,0,0,0.066567,-0.0255759,-0.632939,-0.00717898,-0.00745379,-0.816784,0.78,0,0,0,0,0,0,0,0.0663875,-0.0257623,-0.653358,-0.00704777,-0.0079139,-0.799784,0.8,0,0,0,0,0,0,0,0.0662113,-0.0259601,-0.673353,-0.00694425,-0.00787947,-0.779104,0.82,0,0,0,0,0,0,0,0.0660377,-0.0261571,-0.692831,-0.0064721,-0.00729472,-0.759438,0.84,0,0,0,0,0,0,0,0.0658759,-0.0263395,-0.711817,-0.00690368,-0.00747656,-0.740422,0.86,0,0,0,0,0,0,0,0.0657033,-0.0265264,-0.730327,-0.00739223,-0.00737905,-0.717884,0.88,0,0,0,0,0,0,0,0.0655185,-0.0267109,-0.748274,-0.00731886,-0.00729315,-0.697001,0.9,0,0,0,0,0,0,0,0.0653356,-0.0268932,-0.765699,-0.00766367,-0.00777787,-0.676617,0.92,0,0,0,0,0,0,0,0.065144,-0.0270876,-0.782615,-0.00765181,-0.00759505,-0.660754,0.94,0,0,0,0,0,0,0,0.0649527,-0.0272775,-0.799134,-0.00675052,-0.00784039,-0.6364,0.96,0,0,0,0,0,0,0,0.0647839,-0.0274735,-0.815044,-0.00677942,-0.00805986,-0.615551,0.98,0,0,0,0,0,0,0,0.0646144,-0.027675,-0.830432,-0.00686669,-0.00819667,-0.593611,1,0,0,0,0,0,0,0,0.0644428,-0.0278799,-0.845273,-0.00720868,-0.00835171,-0.575793,1.02,0,0,0,0,0,0,0,0.0642625,-0.0280887,-0.859668,-0.00774998,-0.00810107,-0.55886,181.326
0.04,0.99967,-0.0251196,0.00542705,-0.00061916,0.00360967,0.00153288,-0.00104924,0.0717743,-0.0162873,0.0949902,-0.000514294,-0.0137594,0.149028,0.0337296,0.0305557,-1.26027,-0.00755873,-0.0114134,0.0140529,-1.35526,-0.0196184,0.0412839,-6.01717,-0.000860224,0.00181021,-0.693839,0.999996,0.0013031,0.000622799,-0.00222383,0.211471,-0.0379821,-0.00885481,nan,nan,nan,nan,nan,nan,0,0,100,-0.00152759,0,1,-0,0,-0.000763797,0,0,-0.001,0.201002,-0.0432615,-0.000736943,0,0,-0.001,0,0,-1.2,0.06,0,0,0,0,0,0,0,0.0717615,-0.0166312,0.0987159,-0.000979058,-0.0127273,-0.00562102,0.08,0,0,0,0,0,0,0,0.071737,-0.0169494,0.0985754,-0.0020803,-0.0127954,-0.14696,0.1,0,0,0,0,0,0,0,0.071685,-0.0172693,0.0949014,-0.00266909,-0.012473,-0.267033,0.12,0,0,0,0,0,0,0,0.0716183,-0.0175811,0.0882256,-0.00300833,-0.0117282,-0.375033,0.14,0,0,0,0,0,0,0,0.071543,-0.0178743,0.0788497,-0.00342265,-0.0118714,-0.472534,0.16,0,0,0,0,0,0,0,0.0714575,-0.0181711,0.0670364,-0.00333917,-0.011707,-0.556548,0.18,0,0,0,0,0,0,0,0.071374,-0.0184638,0.0531227,-0.00379566,-0.0114749,-0.631289,0.2,0,0,0,0,0,0,0,0.0712791,-0.0187507,0.0373404,-0.00446374,-0.0111538,-0.696212,0.22,0,0,0,0,0,0,0,0.0711675,-0.0190295,0.0199351,-0.00420326,-0.0112537,-0.752116,0.24,0,0,0,0,0,0,0,0.0710624,-0.0193109,0.00113223,-0.00484302,-0.0110817,-0.799863,0.26,0,0,0,0,0,0,0,0.0709414,-0.0195879,-0.0188644,-0.00439741,-0.0107407,-0.841488,0.28,0,0,0,0,0,0,0,0.0708314,-0.0198564,-0.0399015,-0.00491178,-0.0104576,-0.878392,0.3,0,0,0,0,0,0,0,0.0707086,-0.0201179,-0.0618614,-0.00561325,-0.0104799,-0.9095,0.32,0,0,0,0,0,0,0,0.0705683,-0.0203799,-0.0845989,-0.00591288,-0.00986131,-0.932643,0.34,0,0,0,0,0,0,0,0.0704205,-0.0206264,-0.107915,-0.00600425,-0.00991231,-0.951437,0.36,0,0,0,0,0,0,0,0.0702704,-0.0208742,-0.131701,-0.00646287,-0.0100284,-0.968731,0.38,0,0,0,0,0,0,0,0.0701088,-0.0211249,-0.155919,-0.00680994,-0.00973534,-0.982263,0.4,0,0,0,0,0,0,0,0.0699386,-0.0213683,-0.180476,-0.0068971,-0.00972417,-0.995957,0.42,0,0,0,0,0,0,0,0.0697661,-0.0216114,-0.205375,-0.00670248,-0.00952972,-0.99799,0.44,0,0,0,0,0,0,0,0.0695986,-0.0218496,-0.230324,-0.00718303,-0.00996993,-0.999804,0.46,0,0,0,0,0,0,0,0.069419,-0.0220989,-0.255319,-0.00692804,-0.0100084,-1.0011,0.48,0,0,0,0,0,0,0,0.0692458,-0.0223491,-0.280347,-0.00629861,-0.0100188,-1.002,0.5,0,0,0,0,0,0,0,0.0690883,-0.0225996,-0.305397,-0.00629815,-0.0100828,-1.00251,0.52,0,0,0,0,0,0,0,0.0689309,-0.0228516,-0.33046,-0.00640623,-0.00975182,-0.996743,0.54,0,0,0,0,0,0,0,0.0687707,-0.0230954,-0.355378,-0.00649825,-0.00940278,-0.992288,0.56,0,0,0,0,0,0,0,0.0686082,-0.0233305,-0.380186,-0.00676756,-0.00910839,-0.983839,0.58,0,0,0,0,0,0,0,0.0684391,-0.0235582,-0.404782,-0.0068171,-0.00844236,-0.973591,0.6,0,0,0,0,0,0,0,0.0682686,-0.0237693,-0.429121,-0.00656621,-0.00834563,-0.961267,0.62,0,0,0,0,0,0,0,0.0681045,-0.0239779,-0.453153,-0.00714796,-0.00867386,-0.948338,0.64,0,0,0,0,0,0,0,0.0679258,-0.0241948,-0.476862,-0.00711346,-0.00886286,-0.935621,0.66,0,0,0,0,0,0,0,0.0677479,-0.0244163,-0.500252,-0.00739624,-0.00897417,-0.920313,0.68,0,0,0,0,0,0,0,0.067563,-0.0246407,-0.52326,-0.00772754,-0.00883133,-0.905568,0.7,0,0,0,0,0,0,0,0.0673698,-0.0248615,-0.545899,-0.00752484,-0.00826263,-0.889714,0.72,0,0,0,0,0,0,0,0.0671817,-0.025068,-0.568142,-0.00792111,-0.00742161,-0.874883,0.74,0,0,0,0,0,0,0,0.0669837,-0.0252536,-0.590014,-0.00696196,-0.00786453,-0.855389,0.76,0,0,0,0,0,0,0,0.0668096,-0.0254502,-0.611399,-0.00732705,-0.00812836,-0.837797,0.78,0,0,0,0,0,0,0,0.0666265,-0.0256534,-0.632344,-0.00748982,-0.00880642,-0.821377,0.8,0,0,0,0,0,0,0,0.0664392,-0.0258736,-0.652878,-0.00738804,-0.0083694,-0.8029,0.82,0,0,0,0,0,0,0,0.0662545,-0.0260828,-0.672951,-0.00694139,-0.00783333,-0.784635,0.84,0,0,0,0,0,0,0,0.066081,-0.0262786,-0.692567,-0.00718164,-0.00769545,-0.766247,0.86,0,0,0,0,0,0,0,0.0659015,-0.026471,-0.711723,-0.00760419,-0.00740477,-0.746549,0.88,0,0,0,0,0,0,0,0.0657113,-0.0266561,-0.730386,-0.00743868,-0.00744279,-0.724941,0.9,0,0,0,0,0,0,0,0.0655254,-0.0268422,-0.74851,-0.00787047,-0.00781201,-0.703227,0.92,0,0,0,0,0,0,0,0.0653286,-0.0270375,-0.766091,-0.00781657,-0.00758936,-0.688223,0.94,0,0,0,0,0,0,0,0.0651332,-0.0272272,-0.783296,-0.00683005,-0.00811786,-0.665846,0.96,0,0,0,0,0,0,0,0.0649625,-0.0274302,-0.799942,-0.00692409,-0.00828454,-0.64527,0.98,0,0,0,0,0,0,0,0.0647894,-0.0276373,-0.816074,-0.00716373,-0.00859006,-0.621843,1,0,0,0,0,0,0,0,0.0646103,-0.027852,-0.83162,-0.00762116,-0.00858568,-0.602766,1.02,0,0,0,0,0,0,0,0.0644197,-0.0280667,-0.846689,-0.00817088,-0.00822093,-0.586443,1.04,0,0,0,0,0,0,0,0.0642155,-0.0282722,-0.86135,-0.00846413,-0.00805657,-0.570846,181.338
