t,cur_e0,cur_e1,cur_e2,cur_e3,cur_wx,cur_wy,cur_wz,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,u0_x,u0_y,u0_z,u0_yaw,u1_x,u1_y,u1_z,u1_yaw,u2_x,u2_y,u2_z,u2_yaw,u3_x,u3_y,u3_z,u3_yaw,u4_x,u4_y,u4_z,u4_yaw,u5_x,u5_y,u5_z,u5_yaw,u6_x,u6_y,u6_z,u6_yaw,u7_x,u7_y,u7_z,u7_yaw,u8_x,u8_y,u8_z,u8_yaw,u9_x,u9_y,u9_z,u9_yaw,u10_x,u10_y,u10_z,u10_yaw,u11_x,u11_y,u11_z,u11_yaw,u12_x,u12_y,u12_z,u12_yaw,u13_x,u13_y,u13_z,u13_yaw,u14_x,u14_y,u14_z,u14_yaw,u15_x,u15_y,u15_z,u15_yaw,u16_x,u16_y,u16_z,u16_yaw,u17_x,u17_y,u17_z,u17_yaw,u18_x,u18_y,u18_z,u18_yaw,u19_x,u19_y,u19_z,u19_yaw,u20_x,u20_y,u20_z,u20_yaw,u21_x,u21_y,u21_z,u21_yaw,u22_x,u22_y,u22_z,u22_yaw,u23_x,u23_y,u23_z,u23_yaw,u24_x,u24_y,u24_z,u24_yaw,u25_x,u25_y,u25_z,u25_yaw,u26_x,u26_y,u26_z,u26_yaw,u27_x,u27_y,u27_z,u27_yaw,u28_x,u28_y,u28_z,u28_yaw,u29_x,u29_y,u29_z,u29_yaw,u30_x,u30_y,u30_z,u30_yaw,u31_x,u31_y,u31_z,u31_yaw,u32_x,u32_y,u32_z,u32_yaw,u33_x,u33_y,u33_z,u33_yaw,u34_x,u34_y,u34_z,u34_yaw,u35_x,u35_y,u35_z,u35_yaw,u36_x,u36_y,u36_z,u36_yaw,u37_x,u37_y,u37_z,u37_yaw,u38_x,u38_y,u38_z,u38_yaw,u39_x,u39_y,u39_z,u39_yaw,u40_x,u40_y,u40_z,u40_yaw,u41_x,u41_y,u41_z,u41_yaw,u42_x,u42_y,u42_z,u42_yaw,u43_x,u43_y,u43_z,u43_yaw,u44_x,u44_y,u44_z,u44_yaw,u45_x,u45_y,u45_z,u45_yaw,u46_x,u46_y,u46_z,u46_yaw,u47_x,u47_y,u47_z,u47_yaw,u48_x,u48_y,u48_z,u48_yaw,u49_x,u49_y,u49_z,u49_yaw,u50_x,u50_y,u50_z,u50_yaw,u51_x,u51_y,u51_z,u51_yaw,u52_x,u52_y,u52_z,u52_yaw,u53_x,u53_y,u53_z,u53_yaw,u54_x,u54_y,u54_z,u54_yaw,u55_x,u55_y,u55_z,u55_yaw,u56_x,u56_y,u56_z,u56_yaw,u57_x,u57_y,u57_z,u57_yaw,u58_x,u58_y,u58_z,u58_yaw,u59_x,u59_y,u59_z,u59_yaw,u60_x,u60_y,u60_z,u60_yaw,u61_x,u61_y,u61_z,u61_yaw,u62_x,u62_y,u62_z,u62_yaw,u63_x,u63_y,u63_z,u63_yaw,u64_x,u64_y,u64_z,u64_yaw,u65_x,u65_y,u65_z,u65_yaw,u66_x,u66_y,u66_z,u66_yaw,u67_x,u67_y,u67_z,u67_yaw,u68_x,u68_y,u68_z,u68_yaw,u69_x,u69_y,u69_z,u69_yaw,u70_x,u70_y,u70_z,u70_yaw,u71_x,u71_y,u71_z,u71_yaw,u72_x,u72_y,u72_z,u72_yaw,u73_x,u73_y,u73_z,u73_yaw,u74_x,u74_y,u74_z,u74_yaw,target_x,target_y,target_z,px4_sp_vx,px4_sp_vy,px4_sp_vz,px4_sp_acc_x,px4_sp_acc_y,px4_sp_acc_z,px4_sp_q0,px4_sp_q1,px4_sp_q2,px4_sp_q3,px4_sp_roll_rate,px4_sp_pitch_rate,px4_sp_yaw_rate,px4_sp_thrust_x,px4_sp_thrust_y,px4_sp_thrust_z
0,0.999433,-0.0327458,0.00762875,-0.00155255,0.00145184,0.000367122,0.000447728,0.0602428,-0.00366914,-0.0191692,0.00451643,-0.00234682,0.00843329,-0.00250956,-0.00293709,-0.828634,0.000360812,-0.00440237,-0.00214221,-0.826541,-0.00027903,-2.77104e-06,0.00268414,-0.817495,0.000450478,-0.00162037,0.000693952,-0.822964,-6.67007e-05,-0.00409047,-0.00185552,-0.81876,0.000119668,-0.00457422,0.00182941,-0.814971,-0.00052706,-0.00102974,0.0106079,-0.815001,-0.000173183,-0.00343948,0.00219872,-0.803996,-0.000217565,-0.00155061,-0.00242601,-0.812958,0.000121792,-0.00769816,-0.00756387,-0.813057,0.000333598,-0.003767,0.000145053,-0.813666,-9.49295e-05,0.00223962,-0.00080736,-0.80614,8.21354e-05,0.0049151,0.000213087,-0.805349,-0.000325242,-0.00284734,-0.000660949,-0.811182,0.000432323,-0.00510034,0.000229419,-0.805715,1.69804e-05,-0.00367808,-0.00423004,-0.796745,0.000240764,-0.00964763,-0.00201359,-0.806316,-0.000126297,-0.000962916,0.00162269,-0.809674,-5.71433e-05,0.00359187,6.07395e-05,-0.803225,-0.00037507,0.00613607,0.00722641,-0.797779,-0.000166055,-0.00025144,0.00171261,-0.798913,-0.000513531,-0.00489953,-9.88982e-05,-0.799714,-0.000249864,-0.00559775,-0.00396766,-0.813069,-9.03987e-05,-0.00433027,0.00471507,-0.809409,0.000706195,-9.88584e-05,0.00468189,-0.794517,0.000215139,-0.00094801,0.000931793,-0.808255,0.000118469,0.00106065,0.00253115,-0.801991,0.000299605,-0.00897121,0.0084398,-0.802362,0.000810553,-0.00128319,-0.00181176,-0.80811,0.000235893,-0.00521226,0.000598604,-0.800646,0.000339877,0.00175028,-0.00461408,-0.809086,-0.000299398,-0.00318005,0.00062959,-0.807753,-0.000459874,-0.011661,0.0077674,-0.797496,-0.00081381,-0.00037523,-0.00120305,-0.809263,-0.000642609,-0.000958302,-0.00251743,-0.799347,-0.00116555,0.00693142,0.00238974,-0.804135,0.000985883,0.000293757,-0.00709807,-0.807155,0.000539073,0.00191725,0.00872129,-0.799928,0.000134639,0.00347812,-0.00537352,-0.806644,-1.49852e-05,0.00244112,-0.00670423,-0.805156,-0.000289148,0.00433713,-0.00139532,-0.800869,0.000605645,-0.00185242,-0.00360647,-0.807052,0.000828266,-0.00589295,-0.00445904,-0.800909,-0.000438282,-0.00323808,0.00301076,-0.79934,-0.000831938,0.00546731,0.00271675,-0.792901,-0.000408585,0.000114141,0.00280709,-0.809349,-0.000518975,-0.000902669,0.00138814,-0.804088,0.000389343,0.00127821,-0.00180144,-0.806223,0.000245322,-0.00475668,0.00711228,-0.806825,0.000263958,-0.00460857,0.000141819,-0.796735,0.000171083,0.00213297,-0.00530141,-0.797029,-0.0005551,-0.00160638,-0.000316016,-0.802179,-1.69891e-07,0.000664864,-0.00238884,-0.792462,0.000471677,-0.00353814,-0.00921234,-0.794409,0.00095969,0.00497314,0.00505943,-0.802807,-0.000337974,-0.0027391,-0.00565366,-0.789854,-2.08187e-05,0.00456982,0.00599287,-0.799868,0.000456607,-0.00419956,0.0062358,-0.800732,0.000336421,-0.0033872,-0.00319572,-0.798075,0.000610334,-0.00394369,0.00105963,-0.80765,-0.000202203,0.000645084,0.00568063,-0.795539,-0.000157601,0.000377361,-0.00147479,-0.7896,-0.000275408,-0.000325645,-0.00158338,-0.807472,0.000537841,-0.00320028,-0.00103411,-0.798365,-0.000245046,-0.000573488,0.00458301,-0.803246,-9.74266e-06,0.00345015,0.00457334,-0.80041,0.000148167,0.00390267,0.00467083,-0.789787,-0.000416619,-0.00483794,-0.000987782,-0.799789,-0.000103513,0.00477864,-0.0018377,-0.79567,0.00122356,-0.00289611,-0.00418656,-0.799955,-0.000396835,0.00116015,0.00142036,-0.802139,0.000927224,0.00416472,-0.00154613,-0.798551,-0.000114762,-0.00347328,0.00150424,-0.798774,-0.000634297,0.00481953,0.00284729,-0.795074,3.0386e-05,-0.00213955,0.0035216,-0.798333,9.57144e-06,0,0,-0.8,nan,nan,nan,0,0,100,nan,nan,nan,nan,0.262067,-0.0302984,-0.0014023,0,0,-0.001
0.02,0.999434,-0.0327365,0.00762344,-0.00154315,0.00238394,-0.00136393,0.00217879,0.0602973,-0.00370982,-0.0191386,0.00438121,-0.00242982,0.00862213,-0.00979338,0.0040556,-0.862501,-0.000601364,-0.00703382,0.00390067,-0.83972,0.000670086,-0.0022765,-0.001948,-0.843422,0.00098126,-0.0105035,0.0032401,-0.8419,-3.01561e-05,0.00259689,-0.000236297,-0.834872,-0.000583443,-0.00122291,0.0200542,-0.833596,0.000422034,-0.0069343,-0.000258237,-0.820594,-0.00048646,-0.00702347,0.00403099,-0.825105,0.000177826,-0.00769895,-0.00452888,-0.823994,0.000673805,-0.00656726,-0.000721494,-0.827471,-0.00061508,0.00749718,-0.00387752,-0.818721,0.000355401,0.00173649,-0.00301431,-0.816042,-0.000688931,-0.00494475,-0.0023763,-0.814127,0.000561053,-0.0036489,0.00118628,-0.809603,0.000482526,0.000503264,-0.000516678,-0.803267,0.000176804,-0.00916326,0.00100246,-0.813615,-0.00032145,-0.00853903,0.00669299,-0.814195,0.000249589,0.0020942,0.00054779,-0.805666,-0.000486637,0.0104022,0.00475807,-0.806409,-0.000225507,0.00387192,0.00715319,-0.80665,-0.0013828,-0.00335007,-0.00107298,-0.797753,-0.000152456,-0.00719962,-0.00834956,-0.815116,0.000441024,-0.00306363,-0.00407677,-0.814475,0.00150893,0.000473434,-0.00264118,-0.797855,-0.000154897,0.000335435,-0.00413572,-0.815289,-0.000624204,0.00608498,0.0016888,-0.80769,8.63074e-05,-0.00949349,0.00600091,-0.801186,0.000500215,-0.0050216,0.000651631,-0.809273,0.000154007,-0.00146896,0.00459944,-0.801348,0.000998856,0.00330129,-0.00132699,-0.806826,-0.000282891,-0.00193925,-0.000744728,-0.807985,-0.000119524,-0.017246,0.0144139,-0.792068,3.30321e-05,0.00536826,0.00382325,-0.803459,-0.00135416,-0.0020383,-0.00481492,-0.788476,-0.000871135,0.00769935,0.00589523,-0.804348,0.000562839,0.00572276,-0.0036544,-0.812007,0.000232167,0.00863002,0.0108407,-0.806043,0.0007921,-0.00256294,-0.000662879,-0.811466,-0.000927305,0.00841625,-0.00530584,-0.810366,-0.000479297,0.00146489,0.00131764,-0.806229,0.000586699,0.001729,0.00743892,-0.802419,0.000980766,-0.00954371,-0.00923087,-0.80469,0.000345251,-0.00587853,-0.00152011,-0.807669,-0.000736616,0.0132716,0.00988499,-0.794986,-0.000752442,0.00331638,0.00850012,-0.809661,-0.000506555,-0.00510653,-0.00183265,-0.802414,0.000597405,-0.00170448,-0.00873726,-0.805822,-2.20172e-05,-0.00586681,-0.00438928,-0.809399,0.000300795,-0.00323913,0.00704944,-0.797928,-0.000638734,-0.000759658,-0.00982435,-0.796975,-0.000523009,-0.0136706,0.00524718,-0.800711,0.00040123,-0.00107188,-0.00956508,-0.796522,0.000768767,0.00301525,-0.00546461,-0.802863,0.000139997,0.00426012,-0.00204567,-0.808502,0.000309511,0.00395595,-0.00714341,-0.783774,-0.000504816,0.0134739,0.00688484,-0.796969,0.000420436,-0.0084636,0.005619,-0.801006,0.000604194,0.00379173,-0.00880626,-0.802261,0.00088924,-0.00131127,0.00178206,-0.8038,0.000233288,0.00814193,0.00433436,-0.797184,-0.000946125,0.0068726,0.00306492,-0.791553,-0.00048289,1.52632e-05,0.000926482,-0.805876,0.000691299,-0.00765117,0.00323522,-0.801493,-0.000199501,0.00393776,0.00559956,-0.803995,-0.000305169,0.00266343,0.013005,-0.80066,0.000422975,0.00541272,0.0071516,-0.78707,-0.000101423,-0.0108417,-0.00720359,-0.803694,-0.000223283,0.00893397,0.0030579,-0.800689,0.00131768,-0.00222633,-0.00888482,-0.805735,-0.000442956,0.00256946,0.000502549,-0.798247,0.000821221,-0.00228352,0.00976351,-0.799837,-0.000722045,-0.00601641,-0.00487712,-0.796254,-0.000278701,0.00440603,0.00127272,-0.793423,0.000496384,0.000804725,-0.000494532,-0.796351,3.23327e-05,-0.00399376,0.00853558,-0.804362,0.000424379,0,0,-0.8,nan,nan,nan,0,0,100,nan,nan,nan,nan,0.261951,-0.0302613,-0.00136876,0,0,-0.001
0.04,0.999433,-0.0327635,0.00760364,-0.00154852,-0.0117316,-0.00216214,-0.00207268,0.0605141,-0.00388062,-0.0189974,0.00446942,-0.00222771,0.0112394,-0.00531612,0.000208037,-0.8628,0.000638519,-0.00340169,0.00107833,-0.863052,0.000396843,-0.0146665,-0.000175394,-0.867568,0.000348111,0.00639413,0.00285512,-0.859607,-0.00093943,-0.00648858,0.0211271,-0.853604,0.00041925,-0.012904,0.00704394,-0.843208,-0.000805508,-0.00542329,0.00208305,-0.84177,0.00072619,-0.00888266,-0.0103489,-0.83944,0.000402809,-0.000781568,-0.00473921,-0.840035,-0.000452949,0.00196029,0.00807455,-0.830035,9.06132e-05,0.00464433,-0.000907244,-0.821235,-0.000694551,-0.00294686,0.00132244,-0.825708,0.000739504,-0.00171111,-0.00239893,-0.824904,-0.000157866,-0.00291334,-0.000760142,-0.816734,-0.000333828,-0.0156976,0.000456232,-0.824068,0.000997691,-0.00829614,0.00864351,-0.813355,0.000323241,-0.000408236,0.00151271,-0.806893,-0.000504262,0.0154569,-0.00486834,-0.802196,-0.00100729,0.0130003,0.01175,-0.808929,-0.00130772,-0.000751794,0.00239083,-0.802689,-0.000128744,-0.0122381,-0.0171952,-0.82558,0.000659912,-3.9242e-05,0.00484994,-0.820155,0.00144846,0.00391318,-0.0008339,-0.802125,0.000372208,-0.00287769,-0.0104011,-0.809418,-0.000557635,0.0120465,0.00449232,-0.81136,-0.000705202,-0.0110051,0.00743492,-0.800611,0.0005978,-0.00221283,1.61239e-05,-0.81744,-0.000563803,-0.00466476,0.00301617,-0.802055,0.00124384,-0.00478611,0.00331393,-0.798152,0.000487309,0.00170147,-0.00399399,-0.806693,0.000141494,-0.0132949,0.0179843,-0.797109,0.000614088,0.00423507,0.000523363,-0.800106,-0.00163832,-0.00689659,-0.00983674,-0.796145,-0.00156233,0.00459732,0.00343086,-0.802549,0.000926451,8.462e-05,0.00285732,-0.808631,0.000836349,0.00505119,0.00571483,-0.813369,0.000230538,-0.0125773,-0.00251475,-0.811601,-0.000872702,0.0168122,-0.00559934,-0.812011,-0.000658379,0.000844829,0.00992141,-0.809876,0.00118135,0.00258617,0.00913461,-0.804333,0.00105114,-0.00846489,-0.00634157,-0.808934,9.29263e-05,-0.00909016,0.00610502,-0.808649,-0.00022615,0.010564,0.0108904,-0.79531,-0.00147485,0.0031517,0.00114734,-0.813908,5.89991e-05,-0.00793662,-0.00639881,-0.8019,0.00106979,-0.00328292,-0.011441,-0.810382,0.000184788,-0.0138826,-0.00489509,-0.82006,0.000436688,-0.00270541,0.019744,-0.797924,0.0002648,-0.0101242,-0.013017,-0.788138,-0.000760328,-0.0186342,0.00810933,-0.797915,0.000129694,-0.00652971,-0.0153512,-0.802834,0.000103626,-0.00150835,-0.00925535,-0.796182,0.000585385,0.00328841,-0.00270494,-0.804237,0.000210205,0.00255156,-0.0046246,-0.783875,-0.00014467,0.0200604,0.00460666,-0.796895,0.000572531,-0.00612346,0.0118108,-0.793653,0.00157469,0.00483157,-0.00601539,-0.801188,0.00100432,-0.0053379,0.00748078,-0.805484,0.000751545,0.00628548,-0.00139297,-0.792876,-0.000101214,-0.000262665,-0.00412605,-0.79468,0.000240186,0.00127795,-0.0016153,-0.808474,0.000943603,0.00271118,0.00108118,-0.808965,0.000175525,-0.00701272,0.00375344,-0.812787,0.000492029,-0.000903832,0.0141748,-0.803534,0.000830887,0.000690549,0.00622725,-0.78447,-0.000564803,-0.0170037,-0.00472148,-0.802084,-0.000189604,0.00613196,0.00993998,-0.807764,0.00122665,0.00286895,-0.0115249,-0.798318,0.000404024,-0.00265854,0.00114046,-0.800702,0.000502535,-0.00622129,0.0110928,-0.798795,-0.000746103,-0.00924751,-0.00691112,-0.801174,2.23799e-05,0.00579548,0.00454018,-0.791145,0.000225999,-0.00404257,-0.00178616,-0.795721,7.03529e-05,-0.00796221,0.018478,-0.797846,0.000719495,-0.010304,-0.00326189,-0.800928,-0.000254843,0,0,-0.8,nan,nan,nan,0,0,100,nan,nan,nan,nan,0.262968,-0.0301812,-0.00137412,0,0,-0.001
0.06,0.99943,-0.0328601,0.00760572,-0.00154314,0.00078354,0.000767896,0.00218844,0.0608447,-0.00404539,-0.0187659,0.00430009,-0.00196344,0.00909237,-0.00214942,0.00484466,-0.890677,0.000375774,-0.0172168,0.000778913,-0.893775,-0.000204549,0.00310331,-0.000525601,-0.882643,-0.00159311,-0.00565366,0.0135228,-0.872211,6.87532e-05,-0.0156986,0.003502,-0.862961,-0.000547996,-0.00418027,-0.002863,-0.857677,0.00067896,-0.0200837,-0.0154059,-0.857039,0.00036963,-0.00676655,-0.00853229,-0.860532,-0.000215804,-0.00226537,0.00888626,-0.839623,0.000624997,0.0010165,0.00268079,-0.832314,-0.000437601,-0.00281383,0.00428559,-0.840206,0.000627473,-0.00407257,-0.00697838,-0.832378,0.000526872,-0.00455945,-0.00352596,-0.825218,-0.000254394,-0.011255,0.000481762,-0.832423,0.000168859,-0.00865999,0.0140263,-0.825131,0.000595739,-0.0047134,-0.00187075,-0.811007,0.0005371,0.0183354,-0.0057298,-0.812084,-0.000862461,0.0115635,0.018194,-0.816552,-0.000635036,-0.00139428,0.00234794,-0.813441,0.000208853,-0.0076695,-0.0199692,-0.831723,0.000273643,-0.00296114,0.00272777,-0.827904,0.00184753,0.00380441,-0.00268665,-0.798684,4.42369e-05,-0.0103048,-0.00626319,-0.816489,-0.000405573,0.0182314,-0.000237677,-0.810512,-0.00103827,-0.017807,0.00181871,-0.797355,0.000926563,-0.0107425,-0.00551671,-0.82421,-0.00103036,0.00157161,-0.00157738,-0.801376,0.000952982,-0.00233999,2.5738e-05,-0.802964,0.000314319,0.00387194,-0.00251739,-0.80101,-0.000393362,-0.0179118,0.0127967,-0.794821,0.000198621,0.00275503,-0.00219271,-0.802959,-0.00137729,-0.00331667,-0.0100623,-0.793495,-0.00220258,0.00159442,0.0029692,-0.803101,0.00131599,0.00248448,0.00178689,-0.812179,0.00119826,0.00362501,-0.00180695,-0.815872,0.000558793,-0.0141017,-0.00376382,-0.815423,-0.000842057,0.0240028,-0.00600334,-0.805516,-0.00131641,0.00114685,0.0089664,-0.808004,0.00163858,-0.00110804,0.0126152,-0.80188,0.00121441,-0.0162395,-0.014763,-0.812106,0.000530314,-0.0114654,0.00296333,-0.805097,-0.00015089,0.000804157,0.0142601,-0.790518,-0.00165532,0.00601583,-0.00230698,-0.814059,0.000243523,-0.0136723,-0.0146658,-0.804862,0.000108076,-0.00777281,-0.00625896,-0.809938,-0.000692745,-0.0203104,-0.00522226,-0.824218,0.000504547,-0.00012308,0.0141439,-0.80211,0.000118803,-0.0170707,-0.014773,-0.793132,0.000168947,-0.0155219,0.00689052,-0.800366,0.00115315,-0.00980931,-0.0153697,-0.800566,0.000130746,-0.0072209,-0.0143013,-0.797372,0.00104123,0.0112932,0.00633782,-0.807613,5.8472e-05,0.00533097,-0.000787195,-0.785696,-3.74556e-05,0.0144305,0.0117504,-0.798091,0.000826692,-0.0033526,0.0133625,-0.799682,0.00180597,0.00300926,-0.00664736,-0.805907,0.000595042,-0.00432274,0.023212,-0.801963,0.000305844,0.00474668,-0.0110179,-0.791114,0.000719429,-0.0135174,-0.00545527,-0.796565,-3.09987e-05,-0.00309814,-0.0119042,-0.808913,0.00128759,0.00187167,-0.00209019,-0.798571,-0.000306675,-0.00611009,0.00811769,-0.816732,0.000628355,-0.0123572,0.0233246,-0.807205,0.00125169,-0.0123766,0.00386904,-0.778977,-0.00059744,-0.0148822,-0.00599963,-0.811378,-0.000508596,0.00316813,0.0105799,-0.80275,0.00102678,-0.00293113,-0.00425885,-0.795479,0.000356458,-0.00384277,0.0044086,-0.807241,6.658e-06,-0.00494452,0.0101132,-0.802336,-0.00131964,-0.00932037,-0.00442464,-0.800498,-0.000402606,-0.00609374,0.000642333,-0.79364,0.000215158,-0.000856043,-0.000970668,-0.791301,-0.000293434,-0.00715361,0.015393,-0.796073,-0.000571221,-0.00993039,-0.00560478,-0.800659,0.00065324,-0.0138566,-0.00546525,-0.805265,0.000498808,0,0,-0.8,nan,nan,nan,0,0,100,nan,nan,nan,nan,0.262981,-0.0302064,-0.00144225,0,0,-0.001
0.08,0.99943,-0.0328621,0.0075955,-0.0015451,-1.54001e-05,-0.00149579,-0.0018063,0.0609528,-0.00412822,-0.0186873,0.00433312,-0.00347766,0.0093614,-0.023532,0.00306714,-0.925617,-3.4293e-05,-0.000325735,0.00596711,-0.906519,-0.0015199,-0.00435861,0.0116515,-0.892211,-8.76456e-05,-0.0158842,0.0114119,-0.887252,-0.000106983,-0.00612662,0.00684046,-0.871808,0.00121036,-0.0180188,-0.0142889,-0.875398,-0.000190404,-0.0129565,-0.00407604,-0.882144,-0.000122006,0.00345905,0.0104887,-0.850592,9.82444e-05,0.000286427,-0.00593202,-0.841103,-0.000649584,-0.000169555,0.00888942,-0.853756,0.000369973,-0.00219058,-0.011833,-0.847436,0.00124467,-0.00603611,0.00102992,-0.829257,-0.000171974,-0.0124317,-0.0110003,-0.843908,0.000849268,-0.0160453,0.0190125,-0.827922,0.0014551,-0.00759779,-0.00263348,-0.822445,0.000527706,0.0161425,-0.00365893,-0.817937,-0.000983462,0.0025226,0.0186733,-0.8165,-0.00133025,-0.00817812,0.00257192,-0.823257,0.000273176,-0.0138215,-0.0182955,-0.831555,-1.34119e-05,-0.000745954,-0.000526725,-0.833047,0.00261158,0.00109828,-0.00103022,-0.805298,0.000540691,-0.00889144,-0.0110443,-0.816423,-0.00100106,0.0132514,-0.00210038,-0.808726,-0.00124353,-0.0132441,0.00411283,-0.800563,0.000295015,-0.00686593,-0.00493122,-0.828702,-0.000649499,0.00865605,-0.01173,-0.8053,0.000797259,-0.000422646,-0.00692912,-0.797656,0.000405024,0.00411327,-0.00655681,-0.799712,0.000157307,-0.0126696,0.00764462,-0.806091,9.851e-05,0.00416757,-0.00248597,-0.800065,-0.00121131,-0.00842229,-0.00710289,-0.800417,-0.00250627,-0.00717562,-0.00112488,-0.803337,0.000785918,0.0032823,-0.00676399,-0.806017,0.00137688,0.0107225,-0.000909522,-0.818241,0.000904102,-0.00892016,-0.00837437,-0.811208,-0.000558027,0.0276718,-0.00469129,-0.803913,-0.000625804,-0.00557221,0.0119279,-0.810242,0.000957434,-0.00516734,0.011285,-0.803979,0.00155572,-0.0150805,-0.011378,-0.816084,0.000540272,-0.0176509,0.00349774,-0.813074,-0.00056064,0.000550226,0.0201084,-0.792772,-0.00231799,0.0050997,0.00393086,-0.813683,0.000431333,-0.0118508,-0.0125057,-0.811846,9.89272e-05,-0.00719779,-0.0155757,-0.808646,-0.000608277,-0.0191161,-0.00591672,-0.821807,7.87686e-05,0.0100915,0.0154988,-0.801428,0.000255812,-0.0109218,-0.0164698,-0.791836,-9.48645e-05,-0.00531807,0.00769269,-0.804944,0.00194101,-0.00760613,-0.0234278,-0.806563,3.84777e-05,-0.00426283,-0.0151469,-0.803572,0.000503525,0.00994882,0.0101576,-0.810987,0.000634976,-0.00297892,-0.00559838,-0.788192,-8.70757e-05,0.016629,0.0121138,-0.798346,0.0011763,0.00175203,0.0139555,-0.796363,0.00175757,-0.00340593,-0.00739418,-0.800021,0.000677328,-0.00107197,0.0204748,-0.803579,0.000512862,0.00660035,-0.00923688,-0.792678,0.00119182,-0.0112471,-0.00549993,-0.792672,-9.74398e-05,-0.00898935,-0.019327,-0.811781,0.000982181,0.00462632,-0.00426985,-0.798265,-0.000260123,-0.00415095,0.00309858,-0.814269,0.0011033,-0.0139017,0.0277779,-0.805275,0.000397639,-0.013539,0.00676479,-0.776503,5.98685e-05,-0.0121982,-0.000391219,-0.806199,-0.000900792,0.00252219,0.00770046,-0.800039,0.000790763,-0.00332617,-0.00623468,-0.782353,0.00064977,0.000243879,0.00944349,-0.801322,0.000925539,-0.00433672,0.0180955,-0.798494,-0.000744824,-0.0077096,-0.00583785,-0.798499,-0.000718246,-0.00709888,0.00518469,-0.793226,0.000190879,0.00103413,-0.00407265,-0.790268,4.27509e-05,0.00368017,0.00922785,-0.797922,-0.000133817,-0.0121472,-0.00133015,-0.804255,0.00149441,-0.0146394,-0.00679575,-0.804719,0.00028831,-0.0106823,-0.014463,-0.805651,0.000481238,0,0,-0.8,nan,nan,nan,0,0,100,nan,nan,nan,nan,0.262996,-0.030166,-0.00135431,0,0,-0.001
